Paper Title,Total Authors,Female Authors,lead?,Local_Collaboration?,national_collaboration?,International_collaboration?,Study Domain Terms,Author Name,Gender,Affiliation,Country,Conceptualization,Data Curation,Formal Analysis,Funding Acquisition,Investigation,Methodology,Project Administration,Resources,Software,Supervision,Validation,Visualization,Writing – Original Draft,Writing – Review & Editing,Total Authors,Female Authors
,,,,,,,,Qunli Zhang,Male,"Huawei Technologies Co., Ltd., Shenzhen, China",China,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,
,,,,,,,,Yang Zheng,Male,"Huawei Technologies Co., Ltd., Shenzhen, China",China,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,
,,,,,,,,Vivek Nigam,Male,"Huawei Technologies Co., Ltd., Munich, Germany",Germany,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,
,,,,,,,,Feng Liu,Male,"Huawei Technologies Co., Ltd., Munich, Germany",Germany,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,
,,,,,,,,Joseph Sifakis,Male,"Verimag, Université Grenoble Alpes, Grenoble, France",France,1,0,0,0,0,0,1,0,0,0,0,0,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detecting security vulnerabilities with vulnerability nets,4,1,0,1,1,0,"security, vulnerabilities, software development, static analysis, manual audits",Pingyan Wang,Male,Hiroshima University,Japan,1,0,0,0,0,1,0,0,1,0,0,0,1,0,4,1
,,,,,,,,Shaoying Liu,Male,Hiroshima University,Japan,0,0,0,0,0,1,0,0,0,1,0,0,0,1,,
,,,,,,,,Ai Liu,Female,Hiroshima University,Japan,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,
,,,,,,,,Wen Jiang,Male,Hiroshima University,Japan,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,
"Design, implementation, and validation of a benchmark generator for combinatorial interaction testing tools",2,0,0,1,1,0,"Combinatorial Testing, Benchmark Generation, Test Coverage, Software Evaluation, Tool Development",Andrea Bombarda,Male,"Department of Engineering, University of Bergamo",Italy,1,0,0,0,0,1,0,0,1,0,1,0,1,1,2,0
,,,,,,,,Angelo Gargantini,Male,"Department of Engineering, University of Bergamo",Italy,1,0,0,0,0,1,0,0,0,0,0,0,1,1,,
Detecting semantic conflicts with unit tests,8,1,0,0,0,1,"software, programming, merge, conflict, tests",Léuson Da Silva,Male,"Centro de Informática, Universidade Federal de Pernambuco, Polytechnique Montreal","Brazil, Canada",1,1,0,0,1,1,0,0,1,0,0,0,1,1,8,1
,,,,,,,,Paulo Borba,Male,"Centro de Informática, Universidade Federal de Pernambuco",Brazil,1,0,0,1,0,1,0,0,0,1,1,0,1,1,,
,,,,,,,,Toni Maciel,Male,"Centro de Informática, Universidade Federal de Pernambuco",Brazil,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,
,,,,,,,,Wardah Mahmood,Female,Chalmers — University of Gothenburg,Sweden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,
,,,,,,,,Thorsten Berger,Male,"Chalmers — University of Gothenburg, Ruhr University Bochum","Sweden, Germany",0,0,0,1,0,0,0,0,0,1,0,0,1,1,,
,,,,,,,,João Moisakis,Male,"Centro de Informática, Universidade Federal de Pernambuco",Brazil,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
,,,,,,,,Aldiberg Gomes,Male,"Centro de Informática, Universidade Federal de Pernambuco",Brazil,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
,,,,,,,,Vinícius Leite,Male,"Centro de Informática, Universidade Federal de Pernambuco",Brazil,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Detection of backdoor attacks using targeted universal adversarial perturbations for deep neural networks,5,0,0,0,1,0,"Backdoor detection, deep neural networks, adversarial attacks, sequential analysis, image classification",Yubin Qu,Male,"College of Command and Control Engineering, Army Engineering University of PLA; School of Information Engineering, Jiangsu College of Engineering and Technology; Guangxi Key Laboratory of Trusted Software, Guilin University of Electronic Technology",China,0,0,0,0,0,1,0,0,1,1,0,0,1,0,5,0
,,,,,,,,Song Huang,Male,"College of Command and Control Engineering, Army Engineering University of PLA",China,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,
,,,,,,,,Xiang Chen,Male,"School of Information Science and Technology, Nantong University",China,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,
,,,,,,,,Xingya Wang,Male,"College of Command and Control Engineering, Army Engineering University of PLA; College of Computer and Information Engineering, Nanjing Tech University",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Yongming Yao,Male,"College of Command and Control Engineering, Army Engineering University of PLA",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Distribution-aware fairness test generation,4,0,0,0,0,1,"AI fairness, image recognition, OOD testing, fairness violations, image mutation",Sai Sathiesh Rajan,Male,Singapore University of Technology and Design,Singapore,1,0,1,0,0,1,0,0,1,0,1,0,1,1,4,0
,,,,,,,,Ezekiel Soremekun,Male,"Royal Holloway, University of London",United Kingdom,1,0,1,0,0,1,0,0,1,0,1,0,1,1,,
,,,,,,,,Yves Le Traon,Male,"SnT, University of Luxembourg",Luxembourg,1,0,1,0,1,0,0,0,1,0,1,0,1,1,,
,,,,,,,,Sudipta Chattopadhyay,Male,Singapore University of Technology and Design,Singapore,1,0,1,0,1,0,0,0,1,0,1,0,1,1,,
Do code reviews lead to fewer code smells?,3,1,0,0,0,1,"Software quality, Code smells, Maintainability, Code reviews, Process quality",Erdem Tuna,Male,"Bilkent University, Ankara, Turkey",Turkey,1,1,1,0,1,1,0,0,1,0,1,1,1,0,3,1
,,,,,,,,Carolyn Seaman,Female,"University of Maryland, Baltimore County, United States",United States,1,0,0,0,0,1,1,0,0,1,1,0,0,1,,
,,,,,,,,Eray Tüzün,Male,"Bilkent University, Ankara, Turkey",Turkey,1,0,1,0,1,1,1,0,0,1,1,0,0,1,,
Do We Need High-Order Mutation in Fault-Based Boolean-Specification Testing?,4,0,0,0,0,1,Mutation Testing; Boolean Expressions; Software Fault Detection; Testing Techniques; Safety-Critical Systems,Ziyuan Wang,Male,Nanjing University of Posts and Telecommunications,China,1,0,1,0,1,1,0,0,0,1,1,0,1,1,4,0
,,,,,,,,Min Yu,Male,Nanjing University of Posts and Telecommunications,China,1,0,1,0,1,1,0,0,0,0,1,0,1,1,,
,,,,,,,,Yang Feng,Male,Nanjing University,China,1,0,1,0,0,1,0,0,0,0,0,0,1,1,,
,,,,,,,,Weifeng Zhang,Male,Nanjing University of Posts and Telecommunications,China,1,0,1,0,1,0,0,0,0,0,0,0,1,1,,
Early analysis of requirements using NLP and Petri-nets,2,0,0,0,0,1,"Natural language processing, Petri-nets, Scenario-based specifications, Requirements analysis, Automated evaluation",Edgar Sarmiento-Calisaya,Male,Universidad Nacional de San Agustín de Arequipa,Peru,1,0,0,0,0,1,0,1,1,0,0,0,1,0,2,0
,,,,,,,,Julio Cesar Sampaio do Prado Leite,Male,"Instituto de Computação, Universidade Federal da Bahia",Brazil,1,0,0,0,0,0,0,0,0,1,0,0,0,1,,
Eclipse Open SmartCLIDE: An end-to-end framework for facilitating service reuse in cloud development,8,2,0,0,0,1,"SOA, Cloud Development, Service Reuse, API, Enterprise Systems",Nikolaos Nikolaidis,Male,"University of Macedonia, Thessaloniki, Greece",Greece,0,1,1,0,0,1,0,0,1,0,0,0,1,0,8,2
,,,,,,,,Elvira-Maria Arvanitou,Female,"University of Macedonia, Thessaloniki, Greece",Greece,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,
,,,,,,,,Christina Volioti,Female,"University of Macedonia, Thessaloniki, Greece",Greece,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,
,,,,,,,,Theodore Maikantis,Male,"University of Macedonia, Thessaloniki, Greece",Greece,0,1,1,0,0,1,0,0,1,0,0,0,1,0,,
,,,,,,,,Apostolos Ampatzoglou,Male,"University of Macedonia, Thessaloniki, Greece",Greece,1,0,0,0,0,1,0,0,0,1,1,0,1,0,,
,,,,,,,,Daniel Feitosa,Male,"University of Groningen, Groningen, the Netherlands",Netherlands,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,
,,,,,,,,Alexander Chatzigeorgiou,Male,"University of Macedonia, Thessaloniki, Greece",Greece,1,0,0,0,0,0,0,0,0,1,1,0,1,0,,
,,,,,,,,Phillipe Krief,Male,"Eclipse Research Labs, Eclipse Foundation, Germany",Germany,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,
Edge to Cloud Tools: A Multivocal Literature Review,6,1,0,0,0,1,"edge computing, cloud resources, orchestration, offloading, computational tasks",Sergio Moreschini,Male,"Tampere University, Tampere, Finland",Finland,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6,1
,,,,,,,,Elham Younesian,Female,"Tampere University, Tampere, Finland; Brno University of Technology, Brno, Czech Republic","Finland, Czech Republic",1,0,0,0,0,1,0,0,0,0,0,0,1,0,,
,,,,,,,,David Hästbacka,Male,"Tampere University, Tampere, Finland",Finland,1,0,0,1,0,0,0,0,0,1,0,0,0,1,,
,,,,,,,,Michele Albano,Male,"Aalborg University, Aalborg, Denmark",Denmark,1,0,0,0,0,0,0,0,0,1,0,0,0,1,,
,,,,,,,,Jiří Hošek,Male,"Brno University of Technology, Brno, Czech Republic",Czech Republic,1,0,0,0,0,0,0,0,0,1,0,0,0,1,,
,,,,,,,,Davide Taibi,Male,"Tampere University, Tampere, Finland; University of Oulu, Oulu, Finland",Finland,1,0,0,0,0,0,0,0,0,1,0,0,0,1,,
EFACT: An External Function Auto-Completion Tool to strengthen static binary lifting,5,0,0,1,1,0,"[static binary lifting, binary rewriting, EXFC, function symbols, C++]",Yilei Zhang,Male,"School of Data Science and Engineering, East China Normal University, Shanghai 200062, China",China,1,1,0,0,0,0,1,0,1,0,0,1,1,1,5,0
,,,,,,,,Haoyu Liao,Male,"School of Data Science and Engineering, East China Normal University, Shanghai 200062, China",China,0,1,0,0,1,0,0,0,1,0,1,0,0,1,,
,,,,,,,,Zekun Wang,Male,"School of Data Science and Engineering, East China Normal University, Shanghai 200062, China",China,0,1,0,0,0,0,0,0,1,0,0,0,0,1,,
,,,,,,,,Bo Huang,Male,"School of Data Science and Engineering, East China Normal University, Shanghai 200062, China",China,1,0,0,0,0,1,1,0,0,0,0,0,0,1,,
,,,,,,,,Jianmei Guo,Male,"School of Data Science and Engineering, East China Normal University, Shanghai 200062, China",China,1,0,0,0,0,0,1,0,0,1,0,0,0,1,,
Emerging technologies in higher education assessment and feedback practices: A systematic literature review,3,2,1,1,1,0,"Artificial Intelligence, Learning Analytics, Extended Reality, higher education, computing education",Ruchi Sembey,Female,"Department of Software Systems and Cybersecurity, Faculty of Information Technology, Monash University",Australia,1,1,1,1,1,1,1,1,0,0,0,1,1,1,3,2
,,,,,,,,Rashina Hoda,Female,"Department of Software Systems and Cybersecurity, Faculty of Information Technology, Monash University",Australia,0,0,0,0,0,0,0,0,0,1,1,0,0,1,,
,,,,,,,,John Grundy,Male,"Department of Software Systems and Cybersecurity, Faculty of Information Technology, Monash University",Australia,0,0,0,0,0,0,0,0,0,1,1,0,0,1,,
End-to-end log statement generation at block-level,6,3,1,0,1,0,"Software Development, Log Generation, Runtime Issues, Evaluation, Machine Learning",Ying Fu,Female,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,0,0,0,0,0,1,0,0,1,0,1,0,1,1,6,3
,,,,,,,,Meng Yan,Male,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,0,0,0,0,0,0,1,0,0,1,0,0,0,1,,
,,,,,,,,Pinjia He,Male,"School of Data Science, The Chinese University of Hong Kong, Shenzhen (CUHK-Shenzhen), China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Chao Liu,Male,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Xiaohong Zhang,Female,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,0,0,0,0,0,0,1,0,0,1,0,0,0,1,,
,,,,,,,,Dan Yang,Female,"Southwest Jiaotong University, Chengdu, China",China,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,
Enhancing empirical software performance engineering research with kernel-level events: A comprehensive system tracing approach,2,0,0,1,1,0,"software, performance, monitoring, analysis, systems",Morteza Noferesti,Male,"Department of Computer Science, Brock University",Canada,1,0,0,0,0,1,0,1,1,0,1,1,1,0,2,0
,,,,,,,,Naser Ezzati-Jivan,Male,"Department of Computer Science, Brock University",Canada,1,0,0,0,0,1,1,1,1,1,1,0,0,1,,
Enhancing understanding and addressing gender bias in IT/SE job advertisements,3,2,1,0,1,0,"Gender bias, IT/SE, Job advertisements, Inclusiveness, Hiring practices",Tanjila Kanij,Female,"HumaniSE Lab, Faculty of Information Technology, Monash University",Australia,1,1,1,0,1,1,1,1,0,0,1,1,1,1,3,2
,,,,,,,,John Grundy,Male,"HumaniSE Lab, Faculty of Information Technology, Monash University",Australia,1,0,1,1,0,0,0,0,0,1,1,0,0,1,,
,,,,,,,,Jennifer McIntosh,Female,"HumaniSE Lab, Monash University, Melbourne School of Population and Global Health, Melbourne University",Australia,1,0,0,0,0,0,0,0,0,1,0,0,0,1,,
"Equivalence, identity, and unitarity checking in black-box testing of quantum programs",2,0,0,0,0,1,"quantum programs, black-box testing, algorithms, optimization techniques, experimental evaluations",Peixun Long,Male,"State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Science, University of Chinese Academy of Science",China,1,1,1,0,1,1,1,0,1,0,1,1,1,1,2,0
,,,,,,,,Jianjun Zhao,Male,Kyushu University,Japan,0,0,0,0,1,0,0,0,0,1,1,0,0,1,,
EsArCost: Estimating repair costs of software architecture erosion using slice technology,2,0,0,0,1,0,"Software architecture erosion, cost estimation, architecture repair, code changes, repair difficulty",Tong Wang,Male,Anhui University of Technology,China,1,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0
,,,,,,,,BiXin Li,Male,Southeast University,China,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
ETune: Efficient configuration tuning for big-data software systems via configuration space reduction,4,1,0,1,1,0,"Configuration tuning, Bayesian optimization, Configuration space reduction, Big-data systems, Transfer learning",Rong Cao,Male,"School of Computer Science and Technology, Xidian University",China,1,0,1,0,1,1,0,0,1,0,1,1,1,1,4,1
,,,,,,,,Liang Bao,Male,"School of Computer Science and Technology, Xidian University",China,0,0,0,1,0,1,1,1,0,1,0,0,0,1,,
,,,,,,,,Kaibi Zhao,Male,"School of Computer Science and Technology, Xidian University",China,0,0,1,0,1,1,0,0,1,0,1,0,0,0,,
,,,,,,,,Panpan Zhangsun,Female,"School of Computer Science and Technology, Xidian University",China,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,
EvaluateXAI: A framework to evaluate the reliability and consistency of rule-based XAI techniques for software analytics tasks,2,0,0,0,0,1,Explainable AI; Machine Learning; Software Engineering; Software Maintenance; Code Review,Md. Abdul Awal,Male,"Department of Computer Science, University of Saskatchewan, 110 Science Pl, Saskatoon, SK, Canada",Canada,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2,0
,,,,,,,,Chanchal K. Roy,Male,"Department of Computer Science, University of Saskatchewan, 110 Science Pl, Saskatoon, SK, Canada",Canada,0,0,0,1,0,0,0,0,0,1,0,0,0,1,,
"Evaluating intrusion detection for microservice applications: Benchmark, dataset, and case studies",2,0,0,0,0,1,Intrusion Detection; Microservices; Cloud-based Applications; Security Benchmarking; Software Containers,José Flora,Male,"CISUC, Department of Informatics Engineering, University of Coimbra",Portugal,1,1,0,0,1,1,0,0,1,0,1,1,1,1,2,0
,,,,,,,,Nuno Antunes,Male,"CISUC, Department of Informatics Engineering, University of Coimbra",Portugal,1,1,0,1,1,1,0,1,0,1,1,0,1,1,,
Evaluating software security maturity using OWASP SAMM: Different approaches and stakeholders perceptions,4,0,0,0,0,1,Software Security; Cybersecurity Assessment; Maturity Models; OWASP SAMM; Stakeholder Perceptions,Davide Fucci,Male,"Blekinge Institute of Technology, German Aerospace Center (DLR), University of Cologne","Sweden, Germany",1,1,1,0,1,1,0,0,1,0,1,1,1,1,4,0
,,,,,,,,Emil Alégroth,Male,"Blekinge Institute of Technology, German Aerospace Center (DLR), University of Cologne","Sweden, Germany",1,0,1,0,1,0,0,0,0,0,1,0,1,1,,
,,,,,,,,Michael Felderer,Male,"Blekinge Institute of Technology, German Aerospace Center (DLR), University of Cologne","Sweden, Germany",1,0,1,0,1,0,0,0,0,0,1,0,1,1,,
,,,,,,,,Christoffer Johannesson,Male,Ericsson,Sweden,0,0,0,1,0,0,1,1,0,1,0,0,1,0,,
Evaluation of Time-based Virtual Machine Migration as Moving Target Defense Against Host-Based Attacks,3,0,0,0,0,1,Cybersecurity; Virtual Machine Migration; Moving Target Defense; Cloud Computing; System Protection,Matheus Torquato,Male,"University of Coimbra, Centro de Informática, Universidade Federal de Pernambuco, Federal Institute of Alagoas","Portugal, Brazil",1,1,1,0,1,1,0,1,1,0,1,0,1,0,3,0
,,,,,,,,Paulo Maciel,Male,"Centro de Informática, Universidade Federal de Pernambuco",Brazil,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
,,,,,,,,Marco Vieira,Male,"University of North Carolina at Charlotte, University of Coimbra","US, Portugal",1,1,1,1,0,1,0,0,1,1,0,0,0,1,,
Evaluation of visual property specification languages based on practical model-checking experience,3,0,0,0,0,1,Formal Verification; Model Checking; Safety and Reliability; Property Specification Languages; Industrial Control Systems,Antti Pakonen,Male,"VTT Technical Research Centre of Finland Ltd., Espoo, Finland, IPRally Technologies Oy, Helsinki, Finland, Department of Electrical Engineering and Automation, Aalto University, Espoo, Finland",Finland,1,1,1,1,1,1,0,0,0,0,1,1,1,,3,0
,,,,,,,,Igor Buzhinsky,Male,"IPRally Technologies Oy, Helsinki, Finland",Finland,1,1,0,1,0,0,0,0,0,0,0,0,1,,,
,,,,,,,,Valeriy Vyatkin,Male,"Department of Electrical Engineering and Automation, Aalto University, Espoo, Finland, Department of Computer Science, Computer and Space Engineering of Luleå Tekniska Universitet, Sweden",Sweden,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
Evolution patterns of software-architecture smells: An empirical study of intra- and inter-version smells,3,0,0,0,0,1,Software Architecture; Technical Debt; Software Quality Assessment; Software Evolution; Architecture Smells,Philipp Gnoyke,Male,"Otto-von-Guericke University Magdeburg, KSB SE & Co. KGaA, Anhalt University of Applied Sciences","Germany, Germany, Germany",1,1,0,0,1,1,0,1,0,0,1,1,1,1,3,0
,,,,,,,,Sandro Schulze,Male,Eindhoven University of Technology,Netherlands,1,0,0,0,1,1,0,0,0,0,1,0,0,1,,
,,,,,,,,Jacob Krüger,Male,Eindhoven University of Technology,Netherlands,0,0,0,0,0,1,0,0,0,0,1,0,0,1,,
Examining the effect of software professionals’ personality & additional capabilities on agile teams’ climate,2,1,0,0,0,1,Agile Team Climate; Personality Traits; Capability Measures; Organizational Performance; Correlation Analysis,Sai Datta Vishnubhotla,Male,"Department of Computer Science, BTH - Blekinge Tekniska Högskola",Sweden,1,1,1,0,1,0,0,0,0,0,0,0,1,0,2,1
,,,,,,,,Emilia Mendes,Female,"Department of Computer Science, BTH - Blekinge Tekniska Högskola",Sweden,0,1,0,0,0,0,0,0,0,1,0,0,0,1,,
Experimental evaluation of architectural software performance design patterns in microservices,3,2,0,0,0,1,Microservices; Design Patterns; System Performance; Resource Utilization; Cloud Infrastructure,Willem Meijer,Male,"Linköping University, Sweden",Sweden,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2
,,,,,,,,Catia Trubiani,Female,"Gran Sasso Science Institute, Italy",Italy,1,1,1,0,1,1,0,1,1,0,1,1,1,1,,
,,,,,,,,Aldeida Aleti,Female,"Monash University, Australia",Australia,1,1,1,0,1,1,0,1,1,0,1,1,1,1,,
Exploring the REIT architecture for requirements elicitation interview training with robotic and virtual tutors,2,1,0,0,0,1,Requirements Elicitation; Interview Training; Robotic Agents; Virtual Voice Agents; Educational Technologies,Binnur Görer,Female,Boğaziçi University,Türkiye,1,1,0,0,1,1,0,0,1,0,1,1,1,1,2,1
,,,,,,,,Fatma Başak Aydemir,Female,Boğaziçi University,Türkiye,1,0,0,1,0,1,0,0,0,1,0,0,1,1,,
Exploring the relation between personality traits and agile team climate: Aggregating results from a twice replicated study in a telecom company,2,1,0,0,0,1,Personality Traits; Agile Teams; Team Climate; Regression Analysis; Meta-Analysis,Sai Datta Vishnubhotla,Male,"Department of Computer Science, BTH - Blekinge Tekniska Högskola",Sweden,1,1,1,0,1,1,0,0,0,0,0,0,1,0,2,1
,,,,,,,,Emilia Mendes,Female,"Department of Computer Science, BTH - Blekinge Tekniska Högskola",Sweden,0,0,0,0,0,0,0,0,0,1,1,0,0,1,,
Exploring the trade-off between computational power and energy efficiency,5,2,0,0,0,1,Quantum Computing; Energy Efficiency; Computational Complexity; Empirical Studies; Classical Computing,Elena Desdentado,Female,"Institute of Technology and Information Systems, University of Castilla-La Mancha",Spain,0,1,0,0,1,0,0,0,0,0,0,0,1,1,5,2
,,,,,,,,Coral Calero,Female,"Institute of Technology and Information Systems, University of Castilla-La Mancha; Green Quantum Algorithms & Software Research",Spain,0,0,0,0,0,0,0,0,0,1,1,0,0,1,,
,,,,,,,,Ma Ángeles Moraga,Female,"Institute of Technology and Information Systems, University of Castilla-La Mancha; Green Quantum Algorithms & Software Research",Spain,0,0,0,0,0,0,0,0,0,1,1,0,0,1,,
,,,,,,,,Manuel Serrano,Male,"Institute of Technology and Information Systems, University of Castilla-La Mancha; Green Quantum Algorithms & Software Research",Spain,0,0,0,0,0,0,0,0,0,1,1,0,0,1,,
,,,,,,,,Félix García,Male,"Institute of Technology and Information Systems, University of Castilla-La Mancha; Green Quantum Algorithms & Software Research",Spain,0,0,0,0,0,0,0,0,0,1,1,0,0,1,,
Extending the range of bugs that automated program repair can handle,3,0,0,0,0,1,Automated Program Repair; Bug Classification; Termination Bugs; Formal Analysis; Software Model Checking,Omar I. Al-Bataineh,Male,"Simula Research Laboratory, Oslo, Norway",Norway,1,1,1,0,1,1,0,0,0,0,0,0,1,1,3,0
,,,,,,,,Leon Moonen,Male,"Simula Research Laboratory, Oslo, Norway; BI Norwegian Business School, Oslo, Norway",Norway,1,1,0,1,0,1,1,1,0,1,1,0,1,1,,
,,,,,,,,Linas Vidziunas,Male,"Simula Research Laboratory, Oslo, Norway",Norway,0,0,0,0,1,0,0,0,1,0,1,0,0,0,,
Extracting goal models from natural language requirement specifications,4,0,0,0,0,1,Natural Language Processing; Goal Models; Requirement Specifications; Software Systems; Scalability,Souvick Das,Male,"Ca' Foscari University, Indian Institute of Information Technology, Vadodara","Italy, India",1,1,0,0,0,1,0,0,1,0,0,0,1,0,4,0
,,,,,,,,Novarun Deb,Male,"Indian Institute of Information Technology, Vadodara",India,1,1,0,0,1,0,0,0,0,0,1,0,0,1,,
,,,,,,,,Agostino Cortesi,Male,Ca' Foscari University,Italy,1,0,0,1,0,0,1,0,0,1,0,0,0,1,,
,,,,,,,,Nabendu Chaki,Male,University of Calcutta,India,1,0,0,0,0,0,1,0,0,1,0,0,0,1,,
Fast state transfer for updates and live migration of industrial controller runtimes in container orchestration systems,3,0,0,0,0,1,Industrial control systems; Programmable logic controllers; Container virtualization; Dynamic updates; Kubernetes microservices,Heiko Koziolek,Male,"ABB Research, Wallstadter Str. 59, Ladenburg",Germany,1,0,0,0,0,1,0,0,1,1,1,1,1,0,3,0
,,,,,,,,Andreas Burger,Male,"ABB Research, Wallstadter Str. 59, Ladenburg",Germany,1,0,0,0,0,1,0,0,1,0,1,1,1,0,,
,,,,,,,,Abdulla Puthan Peedikayil,Male,"ABB Research, ITPL Main Rd, Bangalore",India,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,
Feature causality,4,1,0,0,0,1,Software Defects; Feature Causality; Counterfactual Reasoning; Causal Impact Estimation; Feature Interactions,Clemens Dubslaff,Male,"Eindhoven University of Technology, Centre for Tactile Internet with Human-in-the-Loop (CeTI), Dresden University of Technology","Netherlands, Germany",1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
,,,,,,,,Kallistos Weis,Male,"Saarland University, Saarland Informatics Campus",Germany,0,1,0,0,1,0,0,0,1,0,1,1,0,1,,
,,,,,,,,Christel Baier,Female,"Dresden University of Technology, Centre for Tactile Internet with Human-in-the-Loop (CeTI)",Germany,0,0,1,1,0,0,0,0,0,0,1,0,0,1,,
,,,,,,,,Sven Apel,Male,"Saarland University, Saarland Informatics Campus",Germany,0,0,0,1,0,0,0,0,0,1,1,0,0,1,,
Feature-oriented test case selection and prioritization during the evolution of highly-configurable systems,3,1,0,0,0,1,Test Case Selection; Software Evolution; Highly Configurable Systems; Feature-based Testing; Test Case Prioritization,Willian D.F. Mendonça,Male,"Federal University of Paraná (UFPR), Brazil; Faculdade Biopark, Brazil",Brazil,1,1,0,0,1,1,0,0,1,0,1,1,0,0,3,1
,,,,,,,,Wesley K.G. Assunção,Male,"Department of Computer Science, North Carolina State University (NCSU), USA",USA,0,0,0,0,0,1,0,0,0,1,1,1,1,1,,
,,,,,,,,Silvia R. Vergilio,Female,"Federal University of Paraná (UFPR), Brazil",Brazil,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,
Few-shot code translation via task-adapted prompt learning,5,1,0,0,0,1,Pre-trained Models; Code Translation; Few-shot Learning; Parameter-efficient Tuning; Software Engineering,Xuan Li,Male,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",China,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5,1
,,,,,,,,Shuai Yuan,Male,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",China,0,1,0,0,1,0,0,0,1,0,0,0,1,0,,
,,,,,,,,Xiaodong Gu,Male,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",China,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,
,,,,,,,,Yuting Chen,Female,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",China,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Beijun Shen,Male,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",China,0,0,0,1,0,0,1,0,0,1,0,0,0,1,,
Field-sensitive program slicing,4,0,0,0,0,1,Program Dependence Graph (PDG); Data Flow Analysis; Program Slicing; Software Engineering; Composite Data Structures,Carlos Galindo,Male,"VRAIN, Universitat Politècnica de València",Spain,0,0,1,0,1,0,0,0,1,0,0,1,0,1,4,0
,,,,,,,,Jens Krinke,Male,"CREST Centre, University College London",United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,0,1,,
,,,,,,,,Sergio Pérez,Male,"VRAIN, Universitat Politècnica de València",Spain,0,0,0,0,1,1,0,0,1,0,0,0,0,1,,
,,,,,,,,Josep Silva,Male,"VRAIN, Universitat Politècnica de València",Spain,0,0,0,0,0,1,0,0,0,1,0,0,1,0,,
Fine-grained smart contract vulnerability detection by heterogeneous code feature learning and automated dataset construction,5,0,0,0,0,1,Smart Contract Security; Deep Learning; Vulnerability Detection; Graph Neural Networks; Code Feature Learning,Jie Cai,Male,"Yangzhou University, Macau University of Science and Technology","China, Macao SAR",0,0,0,0,0,1,0,0,1,0,1,0,1,0,5,0
,,,,,,,,Bin Li,Male,Yangzhou University,China,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
,,,,,,,,Tao Zhang,Male,Macau University of Science and Technology,Macao SAR,0,0,0,0,0,0,0,1,0,1,0,0,0,1,,
,,,,,,,,Jiale Zhang,Male,Yangzhou University,China,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Xiaobing Sun,Male,Yangzhou University,China,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,
