Paper Title,Study Domain Terms,Author Name,Gender,Affiliation,Country,Conceptualization,Data Curation,Formal Analysis,Funding Acquisition,Investigation,Methodology,Project Administration,Resources,Software,Supervision,Validation,Visualization,Writing – Original Draft,Writing – Review & Editing
On the evaluation of usability design guidelines for improving network monitoring tools interfaces,"Usability, Network Monitoring, Human-Computer Interaction, User Interface Design, Software Development",Sofia A.M. Silveira,Female,"Federal University of São Carlos, Sorocaba, SP, Brazil",Brazil,1,1,1,0,1,1,0,1,1,0,1,0,1,1
,,Luciana A.M. Zaina,Female,"Federal University of São Carlos, Sorocaba, SP, Brazil",Brazil,1,1,1,0,1,1,0,0,0,1,1,0,0,1
,,Leobino N. Sampaio,Male,"Federal University of Bahia, Salvador, BA, Brazil",Brazil,1,1,1,0,1,1,0,0,0,0,1,0,0,1
,,Fábio L. Verdi,Male,"Federal University of São Carlos, Sorocaba, SP, Brazil",Brazil,1,1,1,1,1,1,0,0,0,1,1,0,0,1
On the use of artificial intelligence to deal with privacy in IoT systems: A systematic literature review,"IoT, AI, Privacy, Malware Detection, Network Analysis",Giammaria Giordano,Male,"SeSa Lab - Department of Computer Science, University of Salerno",Italy,0,1,1,0,1,0,0,0,0,0,1,1,1,0
,,Fabio Palomba,Male,"SeSa Lab - Department of Computer Science, University of Salerno",Italy,1,0,0,0,0,1,0,0,0,0,1,0,0,1
,,Filomena Ferrucci,Female,"SeSa Lab - Department of Computer Science, University of Salerno",Italy,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Perceptions of the human and social factors that influence the productivity of software development teams in Colombia: A statistical analysis,"Software Development, Team Productivity, Social and Human Factors, Statistical Analysis, Factorial Analysis",Liliana Machuca-Villegas,Female,"Universidad del Valle, Colombia",Colombia,1,0,0,1,1,1,0,0,0,0,0,1,1,0
,,Gloria Piedad Gasca-Hurtado,Female,"Universidad de Medellín, Colombia",Colombia,1,0,0,1,1,1,1,0,0,1,0,0,0,1
,,Solbey Morillo Puente,Female,"Universidad de Medellín, Colombia",Colombia,0,1,1,0,0,0,0,0,0,0,0,0,0,1
,,Luz Marcela Restrepo Tamayo,Female,"Universidad de Medellín, Colombia",Colombia,0,1,0,1,0,0,0,1,0,0,0,0,0,1
Preventing accessibility barriers: Guidelines for using user interface design patterns in mobile applications,"Accessibility, UI Design, Mobile Apps, Guidelines, Prototyping",Luciana A.M. Zaina,Female,Federal University of São Carlos (UFSCAR),Brazil,1,0,0,1,0,1,0,0,0,1,0,0,1,1
,,Renata P.M. Fortes,Female,University of São Paulo (USP),Brazil,0,0,0,1,0,1,0,0,0,1,0,0,0,1
,,Vitor Casadei,Male,Federal University of São Carlos (UFSCAR),Brazil,0,1,1,0,1,1,0,0,0,0,0,0,1,0
,,Leornardo Seiji Nozaki,Male,Federal University of São Carlos (UFSCAR),Brazil,0,1,1,0,1,0,0,0,0,0,0,0,0,0
,,Débora Maria Barroso Paiva,Female,Federal University of Mato Grosso do Sul (UFMS),Brazil,0,0,0,0,0,1,0,0,0,1,0,0,1,0
PRHAN: Automated Pull Request Description Generation Based on Hybrid Attention Network✩,"text summarization, hybrid attention, OOV, ROUGE, BLEU",Sen Fang,Male,"a: Faculty of Information Technology, Macau University of Science and Technology, Macau, China",China,1,0,0,0,1,1,0,0,1,0,1,1,1,0
,,Tao Zhang,Male,"a: Faculty of Information Technology, Macau University of Science and Technology, Macau, China",China,0,0,0,1,0,0,1,1,0,1,0,0,0,1
,,You-Shuai Tan,Male,"a: Faculty of Information Technology, Macau University of Science and Technology, Macau, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,Zhou Xu,Male,"b: School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,Zhi-Xin Yuan,Male,"c: School of Computer Science and Information Engineering, Hubei University, Wuhan, Hubei, China",China,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,,Ling-Ze Meng,Male,"a: Faculty of Information Technology, Macau University of Science and Technology, Macau, China",China,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Profiling gas consumption in Solidity smart contracts,"Blockchain, Smart Contracts, Gas, Solidity, Ethereum",Andrea Di Sorbo,Male,"Department of Engineering, University of Sannio",Italy,1,0,1,0,1,1,0,0,0,0,0,1,1,1
,,Sonia Laudanna,Female,"Department of Engineering, University of Sannio",Italy,0,1,1,0,1,1,0,0,1,0,1,1,1,1
,,Anna Vacca,Female,"Department of Engineering, University of Sannio",Italy,0,1,1,0,1,1,0,0,1,0,1,1,1,1
,,Corrado A. Visaggio,Male,"Department of Engineering, University of Sannio",Italy,1,0,0,0,1,1,0,0,0,0,0,1,1,1
,,Gerardo Canfora,Male,"Department of Engineering, University of Sannio",Italy,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Quality measurement in agile and rapid software development: A systematic mapping,"Quality measurement, Agile development, QR management, Bibliometrics, Software quality",Lidia López,Female,"Universitat Politècnica de Catalunya, Barcelona Supercomputing Center",Spain,1,1,0,0,1,1,0,0,0,1,0,1,1,0
,,Xavier Burgués,Male,Universitat Politècnica de Catalunya,Spain,1,1,0,0,1,1,0,0,0,0,0,1,1,0
,,Silverio Martínez-Fernández,Male,Universitat Politècnica de Catalunya,Spain,1,1,0,0,1,1,0,0,0,0,0,1,1,0
,,Anna Maria Vollmer,Female,Fraunhofer Institute for Experimental Software Engineering,Germany,1,1,0,0,1,1,0,0,0,0,0,1,1,0
,,Woubshet Behutiye,Male,University of Oulu,Finland,1,1,0,0,1,1,0,0,0,0,0,1,1,0
,,Pertti Karhapää,Male,University of Oulu,Finland,1,1,0,0,1,1,0,0,0,0,0,1,1,0
,,Xavier Franch,Male,Universitat Politècnica de Catalunya,Spain,1,0,0,0,0,1,0,0,0,1,0,0,0,1
,,Pilar Rodríguez,Female,Universidad Politécnica de Madrid,Spain,1,0,0,0,0,1,0,0,0,0,0,0,0,1
,,Markku Oivo,Male,University of Oulu,Finland,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Quantitative verification with adaptive uncertainty reduction,"stochastic models, epistemic uncertainty, Markov chains, unit testing, quantitative verification",Naif Alasmari,Male,"Department of Computer Science, University of York",UK,1,1,1,0,1,1,0,0,1,0,1,1,1,1
,,Radu Calinescu,Male,"Department of Computer Science, University of York",UK,1,0,0,1,0,1,0,0,0,1,0,1,1,1
,,Colin Paterson,Male,"Department of Computer Science, University of York",UK,0,0,1,0,0,0,0,0,0,0,0,1,1,0
,,Raffaela Mirandola,Female,Politecnico di Milano,Italy,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Random or heuristic? An empirical study on path search strategies for test generation in KLEE,"Path search, test generation, random strategy, heuristic strategy, optimization",Zhiyi Zhang,Male,"Nanjing University of Aeronautics and Astronautics, National Key Laboratory for Novel Software Technology, Collaborative Innovation Center of Novel Software Technology and Industrialization",China,1,0,0,0,1,1,0,0,1,1,0,0,1,0
,,Ziyuan Wang,Male,Nanjing University of Posts and Telecommunications,China,0,1,0,0,0,0,0,0,0,0,1,0,0,1
,,Fan Yang,Male,Nanjing University of Posts and Telecommunications,China,0,0,1,0,1,0,0,0,0,0,0,0,0,0
,,Jiahao Wei,Male,Nanjing University of Posts and Telecommunications,China,0,0,1,0,1,0,0,0,0,0,0,0,0,0
,,Yuqian Zhou,Female,"Nanjing University of Aeronautics and Astronautics, Ministry Key Laboratory for Safety-Critical Software Development and Verification",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,Zhiqiu Huang,Male,"Nanjing University of Aeronautics and Astronautics, Ministry Key Laboratory for Safety-Critical Software Development and Verification",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Reducing large adaptation spaces in self-adaptive systems using classical machine learning,"self-adaptive systems, machine learning, feedback loop, runtime models, adaptation space",Federico Quin,Male,Katholieke Universiteit Leuven,Belgium,1,0,1,0,1,1,0,0,1,0,1,1,1,1
,,Danny Weyns,Male,"Katholieke Universiteit Leuven, Linnaeus University","Belgium, Sweden",1,0,1,1,0,1,0,0,0,0,0,1,1,1
,,Omid Gheibi,Male,Katholieke Universiteit Leuven,Belgium,0,0,1,0,1,0,0,0,1,0,0,1,0,1
Revealing the state of the art of large-scale agile development research: A systematic mapping study,"Agile methods, Systematic review, Research themes, Classification framework, Software development",Ömer Uludağ,Male,"Technical University of Munich, Department of Informatics, Munich, Germany",Germany,1,0,1,0,1,1,1,0,0,1,1,1,1,1
,,Pascal Philipp,Male,"Technical University of Munich, Department of Informatics, Munich, Germany",Germany,1,0,1,0,1,1,0,0,0,0,1,1,1,0
,,Abheeshta Putta,Female,"Aalto University, Department of Computer Science, Espoo, Finland",Finland,1,0,1,0,1,1,0,0,0,0,1,0,1,0
,,Maria Paasivaara,Female,"Aalto University, Department of Computer Science, Espoo, Finland, LUT University, Finland",Finland,1,0,1,0,1,1,0,0,0,1,1,0,1,1
,,Casper Lassenius,Male,"Aalto University, Department of Computer Science, Espoo, Finland, Simula Research Laboratory, Oslo, Norway","Finland, Norway",1,0,1,0,1,1,0,0,0,1,1,0,1,1
,,Florian Matthes,Male,"Technical University of Munich, Department of Informatics, Munich, Germany",Germany,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Role stereotypes in software designs and their evolution,"Role stereotypes, class roles, Java, Machine learning, Object-Oriented Programming",Truong Ho-Quang,Male,"Chalmers, Gothenburg University",Sweden,0,0,1,0,0,0,0,0,0,0,0,1,1,0
,,Arif Nurwidyantoro,Male,Monash University,Australia,0,1,1,0,1,0,0,0,1,0,0,0,1,0
,,Satrio Adi Rukmono,Male,"Institut Teknologi Bandung, Eindhoven University of Technology","Indonesia, Netherlands",0,0,1,0,0,0,0,0,0,0,0,1,0,1
,,Michel R.V. Chaudron,Male,"Eindhoven University of Technology, Chalmers, Gothenburg University","Netherlands, Sweden",0,1,0,0,0,0,1,0,0,1,0,0,1,0
,,Fabian Fröding,Male,"Chalmers, Gothenburg University",Sweden,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,,Duy Nguyen Ngoc,Male,"Chalmers, Gothenburg University",Sweden,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Self-adaptive mobile web service discovery framework for Dynamic Mobile Environment,"Mobile web service, Dynamic mobile environment, Context-based discovery, Service categorization, Meta-context ontology",Salisu Garba,Male,Universiti Teknologi Malaysia,Malaysia,0,1,1,0,1,1,0,1,0,0,0,0,1,1
,,Radziah Mohamad,Female,Universiti Teknologi Malaysia,Malaysia,0,0,0,0,0,0,1,1,1,1,0,0,0,1
,,Nor Azizah Saadon,Female,Universiti Teknologi Malaysia,Malaysia,0,0,0,0,0,0,0,1,0,0,1,1,0,1
SEXTAMT: A systematic map to navigate the wide seas of factors affecting expert judgment software estimates,"software estimation, expert judgment, factors, systematic mapping, software projects",Patrícia Gomes Fernandes Matsubara,Female,"a: Institute of Computing, UFAM, Brazil; b: Faculty of Computing, UFMS, Brazil",Brazil,1,0,1,0,1,1,0,0,0,0,0,1,1,0
,,Bruno Freitas Gadelha,Male,"a: Institute of Computing, UFAM, Brazil",Brazil,1,0,1,0,0,1,0,0,0,1,1,0,0,1
,,Igor Steinmacher,Male,"c: Federal University of Technology - Paraná, Brazil; d: Northern Arizona University, United States","Brazil, United States",0,0,1,0,0,0,0,0,0,0,1,0,0,1
,,Tayana Uchôa Conte,Female,"a: Institute of Computing, UFAM, Brazil",Brazil,1,0,1,1,0,1,0,0,0,1,1,0,0,1
Sharing runtime permission issues for developers based on similar-app review mining,"Android permissions, Runtime issues, Sentiment analysis, Deep learning, Developer tools",Hongcan Gao,Male,"College of Computer Science, Nankai University, Tianjin 300350, China",China,1,0,0,0,0,1,0,0,0,0,0,0,1,0
,,Chenkai Guo,Male,"College of Computer Science, Nankai University, Tianjin 300350, China",China,1,0,0,0,0,1,0,0,0,0,0,0,0,1
,,Guangdong Bai,Male,"School of Information Technology and Electrical Engineering, The University of Queensland, Australia",Australia,1,0,0,0,0,0,0,0,0,0,0,0,0,1
,,Dengrong Huang,Male,"College of Computer Science, Nankai University, Tianjin 300350, China",China,0,1,0,0,0,0,0,0,1,0,0,0,0,0
,,Zhen He,Male,"College of Artificial Intelligence, Nankai University, Tianjin 300350, China",China,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,Yanfeng Wu,Male,"College of Artificial Intelligence, Nankai University, Tianjin 300350, China",China,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,Jing Xu,Female,"College of Artificial Intelligence, Nankai University, Tianjin 300350, China",China,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Smells and refactorings for microservices security: A multivocal literature review,"Microservices, Security, Smells, Refactorings, Taxonomy",Francisco Ponce,Male,"Universidad Técnica Federico Santa María, Valparaíso, Chile",Chile,1,1,0,0,1,1,0,0,0,0,0,0,1,1
,,Jacopo Soldani,Male,"University of Pisa, Pisa, Italy",Italy,1,1,0,0,1,1,0,0,0,0,0,0,1,1
,,Hernán Astudillo,Male,"Universidad Técnica Federico Santa María, Valparaíso, Chile",Chile,1,0,0,1,1,1,0,0,0,0,0,0,0,1
,,Antonio Brogi,Male,"University of Pisa, Pisa, Italy",Italy,1,0,0,1,1,1,0,0,0,0,0,0,0,1
Software engineering for quantum programming: How far are we?,"Quantum programming, Quantum computing, Software engineering, GitHub repositories, Socio-technical challenges",Manuel De Stefano,Male,"SeSa Lab - University of Salerno, Italy",Italy,1,1,1,0,0,1,0,0,0,0,0,0,1,0
,,Fabiano Pecorelli,Male,"Tampere University, Finland",Finland,0,0,1,0,0,0,0,0,0,0,1,0,0,1
,,Dario Di Nucci,Male,"SeSa Lab - University of Salerno, Italy",Italy,0,1,0,0,0,0,0,0,0,0,1,0,0,1
,,Fabio Palomba,Male,"SeSa Lab - University of Salerno, Italy",Italy,0,0,0,0,0,1,0,0,0,1,1,0,0,1
,,Andrea De Lucia,Male,"SeSa Lab - University of Salerno, Italy",Italy,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Software micro-rejuvenation for Android mobile systems,"Software aging, Android, rejuvenation, heap profiling, mobile OS",Domenico Cotroneo,Male,DIETI - Università degli Studi di Napoli Federico II,Italy,0,0,0,1,0,0,1,1,0,1,0,0,0,1
,,Luigi De Simone,Male,DIETI - Università degli Studi di Napoli Federico II,Italy,0,1,1,0,1,1,0,0,1,0,1,1,1,0
,,Roberto Natella,Male,DIETI - Università degli Studi di Napoli Federico II,Italy,0,1,1,0,1,1,0,0,1,0,1,1,1,0
,,Roberto Pietrantuono,Male,DIETI - Università degli Studi di Napoli Federico II,Italy,0,1,1,0,1,1,0,0,1,0,1,1,1,0
,,Stefano Russo,Male,DIETI - Università degli Studi di Napoli Federico II,Italy,0,0,0,1,0,0,1,1,0,1,0,0,0,1
Software product line scoping: A systematic literature review,"SPL scoping, reuse tasks, systematic review, organizational aspects, literature analysis",Luciano Marchezan,Male,"Institute for Software Systems Engineering, Johannes Kepler University, Linz, Austria",Austria,1,1,0,0,1,1,0,0,0,0,0,1,1,1
,,Elder Rodrigues,Male,"Laboratory of Empirical Studies in Software Engineering, Federal University of Pampa, Alegrete, Brazil",Brazil,1,0,0,0,0,1,1,0,0,1,1,0,0,1
,,Wesley Klewerton Guez Assunção,Male,"Institute for Software Systems Engineering, Johannes Kepler University, Linz, Austria; Opus Research Group – Informatics Department, Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil","Austria, Brazil",1,0,0,0,0,1,0,0,0,1,1,1,1,1
,,Maicon Bernardino,Male,"Laboratory of Empirical Studies in Software Engineering, Federal University of Pampa, Alegrete, Brazil",Brazil,1,0,0,0,0,1,1,0,0,1,0,0,0,1
,,Fábio Paulo Basso,Male,"Laboratory of Empirical Studies in Software Engineering, Federal University of Pampa, Alegrete, Brazil",Brazil,1,0,0,0,0,1,1,0,0,1,1,0,0,1
,,João Carbonell,Male,"Laboratory of Empirical Studies in Software Engineering, Federal University of Pampa, Alegrete, Brazil",Brazil,1,1,0,0,1,1,0,0,0,0,0,0,1,1
Spreadsheet debugging: The perils of tool over-reliance,"spreadsheets, debugging, heuristic, fault identification, tool reliance",Adil Mukhtar,Male,Graz University of Technology,Austria,0,1,1,0,1,1,0,1,1,0,0,1,1,1
,,Birgit Hofer,Female,Graz University of Technology,Austria,0,0,0,0,0,0,0,0,1,0,1,1,1,1
,,Dietmar Jannach,Male,University of Klagenfurt,Austria,1,0,0,1,0,1,0,0,0,1,0,0,1,1
,,Franz Wotawa,Male,Graz University of Technology,Austria,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Systematic literature review of domain-oriented specification techniques,"Domain-specific languages, System specification, Cognitive concepts, Model integration, Domain models",Robert Deckers,Male,"Vrije Universiteit Amsterdam, Atom Free IT",The Netherlands,1,1,1,0,1,1,0,0,0,0,1,1,1,0
,,Patricia Lago,Female,"Vrije Universiteit Amsterdam, Chalmers University of Technology","The Netherlands, Sweden",0,0,0,0,0,0,0,0,0,1,0,0,0,1
Taxonomy of security weaknesses in Java and Kotlin Android apps,"Security, Mobile apps, Android, Java, Kotlin",Alejandro Mazuera-Rozo,Male,"Università della Svizzera Italiana, Lugano, Switzerland; Universidad de los Andes, Bogotá, Colombia","Switzerland, Colombia",1,1,1,0,1,1,1,0,1,0,1,1,1,1
,,Camilo Escobar-Velásquez,Male,"Universidad de los Andes, Bogotá, Colombia",Colombia,1,1,0,0,1,1,0,0,0,0,0,0,1,1
,,Juan Espitia-Acero,Male,"Universidad de los Andes, Bogotá, Colombia",Colombia,0,1,0,0,1,0,0,0,0,0,0,0,0,0
,,David Vega-Guzmán,Male,"Universidad de los Andes, Bogotá, Colombia",Colombia,0,1,0,0,1,0,0,0,0,0,0,0,0,0
,,Catia Trubiani,Female,"Gran Sasso Science Institute, L’Aquila, Italy",Italy,1,1,0,0,1,1,0,0,0,0,0,0,1,1
,,Mario Linares-Vásquez,Male,"Universidad de los Andes, Bogotá, Colombia",Colombia,1,1,0,1,1,1,0,0,0,1,0,0,1,1
,,Gabriele Bavota,Male,"Università della Svizzera Italiana, Lugano, Switzerland",Switzerland,1,1,0,1,1,1,0,0,0,1,0,0,1,1
Technical debts and faults in open-source quantum software systems: An empirical study,"Quantum computing, software maintenance, technical debt, fault occurrence, code design",Moses Openja,Male,"SWAT Lab, École Polytechnique de Montréal",Canada,1,1,0,0,0,1,0,0,0,0,0,1,1,0
,,Mohammad Mehdi Morovati,Male,"SWAT Lab, École Polytechnique de Montréal",Canada,1,1,0,0,0,1,0,0,0,0,0,0,1,1
,,Le An,Male,"SWAT Lab, École Polytechnique de Montréal",Canada,1,0,0,0,1,1,0,0,0,0,0,0,1,0
,,Foutse Khomh,Male,"SWAT Lab, École Polytechnique de Montréal",Canada,1,0,0,0,0,1,0,0,0,1,0,0,0,1
,,Mouna Abidi,Female,"SWAT Lab, École Polytechnique de Montréal",Canada,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Test automation maturity improves product quality—Quantitative study of open source projects using continuous integration,"Continuous integration, test automation, maturity, product quality, open source projects",Yuqing Wang,Male,"M3S research unit, University of Oulu",Finland,1,1,1,0,1,1,0,0,0,0,0,0,1,0
,,Mika V. Mäntylä,Male,"M3S research unit, University of Oulu",Finland,1,0,0,1,1,1,0,0,0,1,0,0,0,1
,,Zihao Liu,Male,"M3S research unit, University of Oulu",Finland,0,1,1,0,1,1,0,0,0,0,1,0,0,0
,,Jouni Markkula,Male,"M3S research unit, University of Oulu",Finland,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Test case prioritization using partial attention✩,"Test case prioritization, regression testing, greedy-based techniques, fault detection, partition ordering",Quanjun Zhang,Male,"State Key Laboratory for Novel Software Technology, Nanjing University",China,1,0,1,0,1,1,0,0,1,0,0,0,1,1
,,Chunrong Fang,Male,"State Key Laboratory for Novel Software Technology, Nanjing University",China,0,0,0,1,1,0,1,1,0,1,0,0,0,1
,,Weisong Sun,Male,"State Key Laboratory for Novel Software Technology, Nanjing University",China,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,,Shengcheng Yu,Male,"State Key Laboratory for Novel Software Technology, Nanjing University",China,0,0,1,0,0,0,0,0,0,0,0,1,0,0
,,Yutao Xu,Male,"State Key Laboratory for Novel Software Technology, Nanjing University",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,Yulei Liu,Male,"State Key Laboratory for Novel Software Technology, Nanjing University",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Testing anticipatory systems: A systematic mapping study on the state of the art,"Artificial Intelligence, Autonomous Systems, Quality Assurance, Cyber-Physical Systems, Software Testing",Bernhard Peischl,Male,"Institute for Software Technology, Graz University of Technology, Christian Doppler Laboratory for QAMCAS, Austria",Austria,1,1,0,0,1,0,0,0,0,0,0,0,1,0
,,Oliver A. Tazl,Male,"Institute for Software Technology, Graz University of Technology, Christian Doppler Laboratory for QAMCAS, Austria",Austria,0,1,0,0,1,0,0,0,0,0,0,0,0,1
,,Franz Wotawa,Male,"Christian Doppler Laboratory for QAMCAS, Graz University of Technology, Austria",Austria,0,0,0,1,0,0,0,0,0,1,1,0,,
The state of research on software engineering competencies: A systematic mapping study,"Software engineering, Competencies, Agile, DevOps, Systematic review",Nana Assyne,Female,"University of Jyväskylä, Faculty of Information Technology, FI-40014 Jyväskylä, Finland",Finland,1,1,1,0,0,1,0,0,0,0,0,1,1,1
,,Hadi Ghanbari,Male,"Aalto University, School of Business, Espoo, Finland; FinEst Centre for Smart Cities, TalTech, Estonia","Finland, Estonia",1,0,0,0,0,1,0,0,0,1,0,0,1,1
,,Mirja Pulkkinen,Female,"University of Jyväskylä, Faculty of Information Technology, FI-40014 Jyväskylä, Finland",Finland,0,0,0,0,0,1,0,0,0,1,0,0,1,1
Towards a logical framework for ideal MBSE tool selection based on discipline specific requirements,"Model-Based Systems Engineering, Product Development, Market Research, Quality Function Deployment, Decision Matrix",Azad Khandoker,Male,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",Austria,1,1,1,0,1,1,1,0,0,0,0,1,1,1
,,Sabine Sint,Female,"Christian Doppler Laboratory for Model-Integrated Smart Production (CDL-MINT), Department of Business Informatics",Austria,0,1,1,0,0,0,0,0,0,0,0,1,1,1
,,Guido Gessl,Male,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",Austria,0,0,1,0,0,0,0,0,0,0,0,1,1,0
,,Klaus Zeman,Male,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",Austria,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,Franz Jungreitmayr,Male,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",Austria,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,,Helmut Wahl,Male,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",Austria,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,,Andreas Wenigwieser,Male,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",Austria,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,,Roland Kretschmer,Male,"Institute for Software Systems Engineering, Johannes Kepler University Linz",Austria,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Towards using visual, semantic and structural features to improve code readability classification","Software Quality, Code Readability, Deep Learning, Neural Networks, Software Maintenance",Qing Mi,Male,Beijing University of Technology,China,1,1,0,1,0,1,0,0,0,1,0,0,0,1
,,Yiqun Hao,Male,Beijing University of Technology,China,0,0,0,0,0,0,0,0,0,0,0,1,1,0
,,Liwei Ou,Male,Beijing University of Technology,China,0,0,1,0,1,0,0,0,1,0,0,0,0,0
,,Wei Ma,Male,Beijing University of Technology,China,0,0,0,1,0,0,0,0,0,1,0,0,0,1
Transformation-based model checking temporal trust in multi-agent systems,"Multi-Agent Systems, Model Checking, Temporal Logic, Trust Frameworks, Formal Methods",Nagat Drawel,Female,Concordia Institute for Information Systems Engineering,Canada,1,0,1,0,1,1,0,0,0,0,0,0,1,0
,,Amine Laarej,Male,Concordia Institute for Information Systems Engineering,Canada,0,0,0,0,1,1,0,0,1,0,0,0,0,0
,,Jamal Bentahar,Male,Concordia Institute for Information Systems Engineering,Canada,1,0,1,1,0,1,0,0,0,0,1,0,0,1
,,Mohamed El Menshawy,Male,"Computer Science, Menoufia University",Egypt,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Understanding Roxygen package documentation in R,"R package documentation, Technical debt, Roxygen, API documentation, Smells",Melina Vidoni,Female,"Australian National University, CESC School of Computing",,1,1,1,0,1,1,0,0,0,0,0,1,1,1
Usability inspection: Novice crowd inspectors versus expert✩,"Usability, Crowdsourcing, Heuristic Evaluation, Experiment Design, Cost-effectiveness",Muhammad Nasir,Male,"Faculty of Basic and Applied Sciences, International Islamic University, Islamabad, Pakistan; Faculty of Computing, Riphah International University, Islamabad, Pakistan",Pakistan,1,0,1,0,1,1,0,1,0,0,1,1,1,1
,,Naveed Ikram,Male,"Faculty of Computing, Riphah International University, Islamabad, Pakistan",Pakistan,1,0,1,0,0,1,0,0,0,1,1,0,0,1
,,Zakia Jalil,Female,"Faculty of Basic and Applied Sciences, International Islamic University, Islamabad, Pakistan",Pakistan,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Using deep temporal convolutional networks to just-in-time forecast technical debt principal,"Technical debt, software maintenance, deep learning, source code, process metrics",Pasquale Ardimento,Male,"University of Bari Aldo Moro, Department of Informatics, Bari, Italy",Italy,1,0,0,0,0,1,0,0,0,0,0,0,0,0
,,Lerina Aversano,Female,"University of Sannio, Department of Engineering, Benevento, Italy",Italy,1,0,0,0,0,1,0,0,0,0,0,0,0,1
,,Mario Luca Bernardi,Male,"University of Sannio, Department of Engineering, Benevento, Italy",Italy,1,0,0,0,0,1,0,0,0,0,0,0,0,0
,,Marta Cimitile,Female,"UnitelmaSapienza University, Rome, Italy",Italy,1,0,0,0,0,1,0,0,0,0,0,0,0,1
,,Martina Iammarino,Female,"University of Sannio, Department of Engineering, Benevento, Italy",Italy,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Using mutual information to test from Finite State Machines: Test suite generation,"Test generation, fault detection, mutual information, genetic programming, software testing",Alfredo Ibias,Male,"Design and Testing of Reliable Systems Research Group, Complutense University of Madrid",Spain,1,1,0,0,1,1,0,0,1,0,1,0,1,1
Visualization of aggregated information to support class-level software evolution,"Software Evolution, Source Code Changes, Visualization, GitHub, Jira",Mona Rahimi,Female,"Northern Illinois University, 100 Normal Rd. DeKalb, IL, 60115, United States",United States,1,0,0,0,1,1,0,0,1,0,0,1,1,0
,,Michael Vierhauser,Male,"Department of Business Informatics–Software Engineering, Johannes Kepler University, Altenberger Str. 69, 4040 Linz, Austria",Austria,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Vulpedia: Detecting vulnerable ethereum smart contracts via abstracted vulnerability signatures,"Smart contracts, vulnerabilities, static analysis, decentralized applications, Ethereum",Jiaming Ye,Male,Kyushu University,Japan,0,0,0,0,0,0,0,0,0,0,1,0,1,1
,,Mingliang Ma,Male,Nanjing University,China,0,0,0,0,1,0,0,0,1,0,0,0,0,0
,,Yun Lin,Male,National University of Singapore,Singapore,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,,Lei Ma,Male,University of Alberta,Canada,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,,Yinxing Xue,Male,University of Science and Technology of China,China,1,0,0,0,0,0,0,0,0,1,0,0,0,0
,,Jianjun Zhao,Male,Kyushu University,Japan,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VulSlicer: Vulnerability detection through code slicing,"Vulnerability detection, code slicing, open-source projects, vulnerability-relevant statements, program analysis",Solmaz Salimi,Female,"S4Lab, Department of Computer Engineering, Sharif University of Technology",Iran,1,1,0,0,1,1,0,0,1,0,1,1,1,1
,,Mehdi Kharrazi,Male,"S4Lab, Department of Computer Engineering, Sharif University of Technology",Iran,0,0,0,0,1,1,1,0,0,1,0,1,1,1
