Paper Title,Study Domain Terms,Author Name,Gender,gender_annotation,Affiliation,Country,Total Authors,Female Authors,Female_lead?,Male_lead?,local_Contribution?,national_collaboration?,International_collaboration?,Supervision,FemaleSupervision,MaleSupervision,Unique Institute Count
ExploitGen: Template-augmented exploit code generation based on CodeBERT,,Taolue Chen,Male,0.0,"Department of Computer Science and Data Science, Birkbeck, University of London, UK",UK,,,,,,,,0.0,0.0,0.0,
Software engineering research on the Robot Operating System: A systematic mapping study,"robotics, software engineering, research, industry, evaluation",Michel Albonico,Male,0.0,"Federal University of Technology, ParanÃ¡ (UTFPR), Brazil",Brazil,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Software engineering research on the Robot Operating System: A systematic mapping study,,Milica ÄorÄ‘eviÄ‡,Female,1.0,"Vrije Universiteit Amsterdam, Netherlands",Netherlands,,,,,,,,0.0,0.0,0.0,
Software engineering research on the Robot Operating System: A systematic mapping study,,Engel Hamer,Male,0.0,"Vrije Universiteit Amsterdam, Netherlands",Netherlands,,,,,,,,0.0,0.0,0.0,
Software engineering research on the Robot Operating System: A systematic mapping study,,Ivano Malavolta,Male,0.0,"Vrije Universiteit Amsterdam, Netherlands",Netherlands,,,,,,,,1.0,0.0,1.0,
"A critical comparison on six static analysis tools: Detection, agreement, and precision","Static Analysis Tools, Software Engineering, Quality Assurance, Technical Debt, Java Projects",Valentina Lenarduzzi,Female,1.0,M3S Research Unit - University of Oulu,Finland,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
"A critical comparison on six static analysis tools: Detection, agreement, and precision",,Fabiano Pecorelli,Male,0.0,Clowee Research group - Tampere University,Finland,,,,,,,,0.0,0.0,0.0,
"A critical comparison on six static analysis tools: Detection, agreement, and precision",,Nyyti Saarimaki,Female,1.0,Clowee Research group - Tampere University,Finland,,,,,,,,0.0,0.0,0.0,
"A critical comparison on six static analysis tools: Detection, agreement, and precision",,Savanna Lujan,Female,1.0,Clowee Research group - Tampere University,Finland,,,,,,,,0.0,0.0,0.0,
"A critical comparison on six static analysis tools: Detection, agreement, and precision",,Fabio Palomba,Male,0.0,SeSa Lab - University of Salerno,Italy,,,,,,,,1.0,0.0,1.0,
Catalog and detection techniques of microservice anti-patterns and bad smells: A tertiary study,"microservices, anti-patterns, detection, architecture, quality",Tomas Cerny,Male,0.0,"SIE, University of Arizona, Tucson, AZ, USA",USA,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0
Catalog and detection techniques of microservice anti-patterns and bad smells: A tertiary study,,Amr S. Abdelfattah,Male,0.0,"Baylor University, Waco, TX, USA",USA,,,,,,,,0.0,0.0,0.0,
Catalog and detection techniques of microservice anti-patterns and bad smells: A tertiary study,,Abdullah Al Maruf,Male,0.0,"Baylor University, Waco, TX, USA",USA,,,,,,,,0.0,0.0,0.0,
Catalog and detection techniques of microservice anti-patterns and bad smells: A tertiary study,,Andrea Janes,Female,1.0,"FHV Vorarlberg University of Applied Sciences, Dornbirn, Austria",Austria,,,,,,,,0.0,0.0,0.0,
Catalog and detection techniques of microservice anti-patterns and bad smells: A tertiary study,,Davide Taibi,Male,0.0,"Tampere University, Tampere, Finland",Finland,,,,,,,,1.0,0.0,1.0,
Pragmatic evidence of cross-language link detection: A systematic literature review,"software, engineering, applications, multilingual, analysis",Saira Latif a,Female,1.0,"University of Central Punjab, Lahore 54000, Pakistan",Pakistan,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0
Pragmatic evidence of cross-language link detection: A systematic literature review,,Zaigham Mushtaq b,Male,0.0,"The Islamia University, Bahawalpur 63102, Pakistan",Pakistan,,,,,,,,0.0,0.0,0.0,
Pragmatic evidence of cross-language link detection: A systematic literature review,,Ghulam Rasool c,Male,0.0,"COMSATS University Islamabad, Lahore Campus, 54000, Pakistan",Pakistan,,,,,,,,0.0,0.0,0.0,
Pragmatic evidence of cross-language link detection: A systematic literature review,,Furqan Rustam d,Male,0.0,"School of Computer Science, University College Dublin, Belfield Dublin 4, Ireland",Ireland,,,,,,,,0.0,0.0,0.0,
Pragmatic evidence of cross-language link detection: A systematic literature review,,Naila Aslam e,Female,1.0,"School of Electronics and Information Engineering, Hebei University of Technology, Tianjin 300401, China",China,,,,,,,,0.0,0.0,0.0,
Pragmatic evidence of cross-language link detection: A systematic literature review,,Imran Ashraf f,Male,0.0,"Information and Communication Engineering, Yeungnam University, Gyeongsan 38541, Republic of Korea",South Korea,,,,,,,,1.0,0.0,1.0,
CharM â€” Evaluating a model for characterizing service-based architectures,"service, architecture, microservice, software, model",Thatiane de Oliveira Rosa,Female,1.0,"Mathematics and Statistics Institute of the University of SÃ£o Paulo - IME-USP, Federal Institute of Tocantins",Brazil,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
CharM â€” Evaluating a model for characterizing service-based architectures,,Eduardo Martins Guerra,Male,0.0,Computer Science Faculty of the Free University of Bozen-Bolzano,Italy,,,,,,,,0.0,0.0,0.0,
CharM â€” Evaluating a model for characterizing service-based architectures,,Filipe Figueiredo Correia,Male,0.0,"Faculty of Engineering of the University of Porto, INESCTEC",Portugal,,,,,,,,1.0,0.0,1.0,
CharM â€” Evaluating a model for characterizing service-based architectures,,Alfredo Goldman,Male,0.0,Mathematics and Statistics Institute of the University of SÃ£o Paulo - IME-USP,Brazil,,,,,,,,0.0,0.0,0.0,
Comparing software product lines and Clone and Own for game software engineering under two paradigms: Model-driven development and code-driven development,"Software engineering, Game development, Code reuse, Empirical evaluation, Model-driven development",Jorge Chueca,Male,0.0,"Universidad San Jorge, SVIT Research Group",Spain,6.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Comparing software product lines and Clone and Own for game software engineering under two paradigms: Model-driven development and code-driven development,,Jose Ignacio Trasobares,Male,0.0,"Universidad San Jorge, SVIT Research Group",Spain,,,,,,,,0.0,0.0,0.0,
Comparing software product lines and Clone and Own for game software engineering under two paradigms: Model-driven development and code-driven development,,Ãfrica Domingo,Female,1.0,"Universidad San Jorge, SVIT Research Group",Spain,,,,,,,,0.0,0.0,0.0,
Comparing software product lines and Clone and Own for game software engineering under two paradigms: Model-driven development and code-driven development,,Lorena Arcega,Female,1.0,"Universidad San Jorge, SVIT Research Group",Spain,,,,,,,,0.0,0.0,0.0,
Comparing software product lines and Clone and Own for game software engineering under two paradigms: Model-driven development and code-driven development,,Carlos Cetina,Male,0.0,"Universidad San Jorge, SVIT Research Group",Spain,,,,,,,,0.0,0.0,0.0,
Comparing software product lines and Clone and Own for game software engineering under two paradigms: Model-driven development and code-driven development,,Jaime Font,Male,0.0,"Universidad San Jorge, SVIT Research Group",Spain,,,,,,,,1.0,0.0,1.0,
On the impact of single and co-occurrent refactorings on quality attributes in android applications,"Software refactoring, Android applications, Software quality, Empirical study, Quality metrics",Ali Ouni,Male,0.0,"Ecole de Technologie Superieure, University of Quebec, Montreal, QC, Canada",Canada,6.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0
On the impact of single and co-occurrent refactorings on quality attributes in android applications,,Eman Abdullah AlOmar,Female,1.0,"Stevens Institute of Technology, Hoboken, NJ, USA",USA,,,,,,,,0.0,0.0,0.0,
On the impact of single and co-occurrent refactorings on quality attributes in android applications,,Oumayma Hamdi,Female,1.0,"Ecole de Technologie Superieure, University of Quebec, Montreal, QC, Canada",Canada,,,,,,,,0.0,0.0,0.0,
On the impact of single and co-occurrent refactorings on quality attributes in android applications,,Mel Ã“ CinnÃ©ide,Male,0.0,"University College Dublin, Dublin, Ireland",Ireland,,,,,,,,0.0,0.0,0.0,
On the impact of single and co-occurrent refactorings on quality attributes in android applications,,Mohamed Wiem Mkaouer,Male,0.0,"Rochester Institute of Technology, Rochester, NY, USA",USA,,,,,,,,0.0,0.0,0.0,
On the impact of single and co-occurrent refactorings on quality attributes in android applications,,Mohamed Aymen Saied,Male,0.0,"Laval University, Quebec, QC, Canada",Canada,,,,,,,,0.0,0.0,0.0,
An empirical study on real bug fixes from solidity smart contract projects,"blockchain, security, smart contracts, bug fixes, Solidity",Yilin Wang,Female,1.0,"School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, China",China,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
An empirical study on real bug fixes from solidity smart contract projects,,Xiangping Chen,Male,0.0,"School of Journalism and Communication, Sun Yat-sen University, Guangzhou, China",China,,,,,,,,0.0,0.0,0.0,
An empirical study on real bug fixes from solidity smart contract projects,,Yuan Huang,Male,0.0,"School of Software Engineering, Sun Yat-sen University, Zhuhai, China",China,,,,,,,,0.0,0.0,0.0,
An empirical study on real bug fixes from solidity smart contract projects,,Hao-Nan Zhu,Male,0.0,"Department of Computer Science, University of California, Davis, United States of America",United States of America,,,,,,,,0.0,0.0,0.0,
An empirical study on real bug fixes from solidity smart contract projects,,Jing Bian,Female,1.0,"School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, China",China,,,,,,,,0.0,0.0,0.0,
An empirical study on real bug fixes from solidity smart contract projects,,Zibin Zheng,Male,0.0,"School of Software Engineering, Sun Yat-sen University, Zhuhai, China",China,,,,,,,,1.0,0.0,1.0,
A catalogue of game-specific anti-patterns based on GitHub and Game Development Stack Exchange,"Game Development, Anti-patterns, Software Engineering, Code Quality, Open-Source",Vartika Agrahari,Female,1.0,Indian Institute of Technology Tirupati,India,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
A catalogue of game-specific anti-patterns based on GitHub and Game Development Stack Exchange,,Shriram Shanbhag,Male,0.0,Indian Institute of Technology Tirupati,India,,,,,,,,0.0,0.0,0.0,
A catalogue of game-specific anti-patterns based on GitHub and Game Development Stack Exchange,,Sridhar Chimalakonda,Male,0.0,Indian Institute of Technology Tirupati,India,,,,,,,,1.0,0.0,1.0,
A catalogue of game-specific anti-patterns based on GitHub and Game Development Stack Exchange,,A. Eashaan Rao,Male,0.0,Indian Institute of Technology Tirupati,India,,,,,,,,0.0,0.0,0.0,
ARist: An effective API argument recommendation approach,"API, Recommendation, Software, Programming, Evaluation",Son Nguyen,Male,0.0,"Faculty of Information Technology, VNU University of Engineering and Technology",Viet Nam,7.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
ARist: An effective API argument recommendation approach,,Cuong Tran Manh,Male,0.0,"Faculty of Information Technology, VNU University of Engineering and Technology",Viet Nam,,,,,,,,0.0,0.0,0.0,
ARist: An effective API argument recommendation approach,,Kien T. Tran,Male,0.0,"Faculty of Information Technology, VNU University of Engineering and Technology",Viet Nam,,,,,,,,0.0,0.0,0.0,
ARist: An effective API argument recommendation approach,,Tan M. Nguyen,Male,0.0,"Faculty of Information Technology, VNU University of Engineering and Technology",Viet Nam,,,,,,,,0.0,0.0,0.0,
ARist: An effective API argument recommendation approach,,Thu-Trang Nguyen,Female,1.0,"Faculty of Information Technology, VNU University of Engineering and Technology",Viet Nam,,,,,,,,0.0,0.0,0.0,
ARist: An effective API argument recommendation approach,,Kien-Tuan Ngo,Male,0.0,"Faculty of Information Technology, VNU University of Engineering and Technology",Viet Nam,,,,,,,,0.0,0.0,0.0,
ARist: An effective API argument recommendation approach,,Hieu Dinh Vo,Male,0.0,"Faculty of Information Technology, VNU University of Engineering and Technology",Viet Nam,,,,,,,,1.0,0.0,1.0,
On the maintenance support for microservice-based systems through the specification and the detection of microservice antipatterns,"microservices, software, systems, architectures, antipatterns",Rafik Tighilt,Male,0.0,"University of Quebec in Montreal, Ã‰cole de Technologie SupÃ©rieure, Concordia University",Canada,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
On the maintenance support for microservice-based systems through the specification and the detection of microservice antipatterns,,Manel Abdellatif,Male,0.0,Ã‰cole de Technologie SupÃ©rieure,Canada,,,,,,,,1.0,0.0,1.0,
On the maintenance support for microservice-based systems through the specification and the detection of microservice antipatterns,,Imen Trabelsi,Female,1.0,Ã‰cole de Technologie SupÃ©rieure,Canada,,,,,,,,0.0,0.0,0.0,
On the maintenance support for microservice-based systems through the specification and the detection of microservice antipatterns,,LoÃ¯c Madern,Male,0.0,Polytech Nice Sophia,France,,,,,,,,0.0,0.0,0.0,
On the maintenance support for microservice-based systems through the specification and the detection of microservice antipatterns,,Naouel Moha,Male,0.0,Ã‰cole de Technologie SupÃ©rieure,Canada,,,,,,,,1.0,0.0,1.0,
On the maintenance support for microservice-based systems through the specification and the detection of microservice antipatterns,,Yann-GaÃ«l GuÃ©hÃ©neuc,Male,0.0,Concordia University,Canada,,,,,,,,1.0,0.0,1.0,
Application of metamorphic testing on UAV path planning software,"Software test, Path planning, Oracle problem, Metamorphic testing",Lvyuan Wu,Male,0.0,"Beihang University, Institute of Systems Engineering Integration",China,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Application of metamorphic testing on UAV path planning software,,Zhiyu Xi,Male,0.0,Beihang University,China,,,,,,,,1.0,0.0,1.0,
Application of metamorphic testing on UAV path planning software,,Zheng Zheng,Male,0.0,Beihang University,China,,,,,,,,0.0,0.0,0.0,
Application of metamorphic testing on UAV path planning software,,Xiaoli Li,Female,1.0,Institute of Systems Engineering Integration,China,,,,,,,,0.0,0.0,0.0,
BPEL process defects prediction using multi-objective evolutionary search,"web services, BPEL, software, defects, programming",Marwa Daaji,Female,1.0,"Faculty of Sciences, University of Tunis El Manar, Tunisia, ETS Montreal, University of Quebec, Montreal, QC, Canada","Tunisia, Canada",4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
BPEL process defects prediction using multi-objective evolutionary search,,Mohamed Mohsen Gammoudi,Male,0.0,"Higher Institute of Multimedia Art, University of Manouba, Tunisia",Tunisia,,,,,,,,1.0,0.0,1.0,
BPEL process defects prediction using multi-objective evolutionary search,,Salah Bouktif,Male,0.0,"Department of Computer Science and Software Engineering, CIT, UAE University, United Arab Emirates",UAE,,,,,,,,1.0,0.0,1.0,
BPEL process defects prediction using multi-objective evolutionary search,,Mohamed Wiem Mkaouer,Male,0.0,"Rochester Institute of Technology, Rochester, NY, USA",USA,,,,,,,,0.0,0.0,0.0,
CausalRCA: Causal inference based precise fine-grained root cause localization for microservice applications,"microservices, performance, cloud, root cause, localization",Ruyue Xin a,Female,1.0,"Multiscale Networked Systems (MNS), University of Amsterdam, Amsterdam, The Netherlands",The Netherlands,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
CausalRCA: Causal inference based precise fine-grained root cause localization for microservice applications,,Peng Chen b,Male,0.0,"School of Computer and Software Engineering, Xihua University, Chengdu, China",China,,,,,,,,0.0,0.0,0.0,
CausalRCA: Causal inference based precise fine-grained root cause localization for microservice applications,,Zhiming Zhao a,Male,0.0,"Multiscale Networked Systems (MNS), University of Amsterdam, Amsterdam, The Netherlands",The Netherlands,,,,,,,,1.0,0.0,1.0,
A comprehensive evaluation of SZZ Variants through a developer-informed oracle,"Empirical Studies, Software Engineering, Bug Inducing Changes, Natural Language Processing (NLP), SZZ Algorithm",Giovanni Rosa,Male,0.0,"STAKE Lab, University of Molise",Italy,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
A comprehensive evaluation of SZZ Variants through a developer-informed oracle,,Luca Pascarella,Male,0.0,"Software Institute, USI UniversitÃ della Svizzera Italiana",Switzerland,,,,,,,,0.0,0.0,0.0,
A comprehensive evaluation of SZZ Variants through a developer-informed oracle,,Simone Scalabrino,Male,0.0,"STAKE Lab, University of Molise",Italy,,,,,,,,0.0,0.0,0.0,
A comprehensive evaluation of SZZ Variants through a developer-informed oracle,,Rosalia Tufano,Female,1.0,"Software Institute, USI UniversitÃ della Svizzera Italiana",Switzerland,,,,,,,,0.0,0.0,0.0,
A comprehensive evaluation of SZZ Variants through a developer-informed oracle,,Gabriele Bavota,Male,0.0,"Software Institute, USI UniversitÃ della Svizzera Italiana",Switzerland,,,,,,,,1.0,0.0,1.0,
A comprehensive evaluation of SZZ Variants through a developer-informed oracle,,Michele Lanza,Male,0.0,"Software Institute, USI UniversitÃ della Svizzera Italiana",Switzerland,,,,,,,,1.0,0.0,1.0,
A comprehensive evaluation of SZZ Variants through a developer-informed oracle,,Rocco Oliveto,Male,0.0,"STAKE Lab, University of Molise",Italy,,,,,,,,1.0,0.0,1.0,
A decade of code comment quality assessment: A systematic literature review,"Software Engineering, Code Quality, Literature Review, Software Maintenance, Program Comprehension",Pooja Rani,Female,1.0,"Software Composition Group, University of Bern, Bern, Switzerland",Switzerland,6.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
A decade of code comment quality assessment: A systematic literature review,,Arianna Blasi,Female,1.0,"UniversitÃ della Svizzera italiana, Lugano, Switzerland",Switzerland,,,,,,,,0.0,0.0,0.0,
A decade of code comment quality assessment: A systematic literature review,,Nataliia Stulova,Female,1.0,"Software Composition Group, University of Bern, Bern, Switzerland",Switzerland,,,,,,,,0.0,0.0,0.0,
A decade of code comment quality assessment: A systematic literature review,,Sebastiano Panichella,Male,0.0,"Zurich University of Applied Science, Zurich, Switzerland",Switzerland,,,,,,,,0.0,0.0,0.0,
A decade of code comment quality assessment: A systematic literature review,,Alessandra Gorla,Female,1.0,"IMDEA Software Institute, Madrid, Spain",Spain,,,,,,,,0.0,0.0,0.0,
A decade of code comment quality assessment: A systematic literature review,,Oscar Nierstrasz,Male,0.0,"Software Composition Group, University of Bern, Bern, Switzerland",Switzerland,,,,,,,,1.0,0.0,1.0,
GitHub Copilot AI pair programmer: Asset or Liability?,"AI Programming, Software Engineering, Deep Learning, Code Synthesis, Empirical Study",Arghavan Moradi Dakhel,Female,1.0,"Polytechnique Montreal, Montreal, Canada",Canada,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
GitHub Copilot AI pair programmer: Asset or Liability?,,Vahid Majdinasab,Male,0.0,"Polytechnique Montreal, Montreal, Canada",Canada,,,,,,,,0.0,0.0,0.0,
GitHub Copilot AI pair programmer: Asset or Liability?,,Amin Nikanjam,Male,0.0,"Polytechnique Montreal, Montreal, Canada",Canada,,,,,,,,0.0,0.0,0.0,
GitHub Copilot AI pair programmer: Asset or Liability?,,Foutse Khomh,Male,0.0,"Polytechnique Montreal, Montreal, Canada",Canada,,,,,,,,1.0,0.0,1.0,
GitHub Copilot AI pair programmer: Asset or Liability?,,Michel C. Desmarais,Male,0.0,"Polytechnique Montreal, Montreal, Canada",Canada,,,,,,,,1.0,0.0,1.0,
GitHub Copilot AI pair programmer: Asset or Liability?,,Zhen Ming (Jack) Jiang,Male,0.0,"York University, Toronto, Canada",Canada,,,,,,,,1.0,0.0,1.0,
Reliability in software engineering qualitative research through Inter-Coder Agreement,"Empirical Software Engineering, Qualitative Research, Data Analysis, Inter-Coder Agreement, DevOps Culture",Ãngel GonzÃ¡lez-Prieto,Male,0.0,"Facultad de Ciencias MatemÃ¡ticas, Universidad Complutense de Madrid, Spain, Instituto de Ciencias MatemÃ¡ticas (CSIC-UAM-UCM-UC3M), C/ NicolÃ¡s Cabrera 13-15, Madrid, 28049, Spain",Spain,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0
Reliability in software engineering qualitative research through Inter-Coder Agreement,,Jorge Perez,Male,0.0,"ETSI de Sistemas InformÃ¡ticos, Universidad PolitÃ©cnica de Madrid, Spain",Spain,,,,,,,,1.0,0.0,1.0,
Reliability in software engineering qualitative research through Inter-Coder Agreement,,Jessica Diaz,Female,1.0,"ETSI de Sistemas InformÃ¡ticos, Universidad PolitÃ©cnica de Madrid, Spain",Spain,,,,,,,,0.0,0.0,0.0,
Reliability in software engineering qualitative research through Inter-Coder Agreement,,Daniel LÃ³pez-FernÃ¡ndez,Male,0.0,"ETSI de Sistemas InformÃ¡ticos, Universidad PolitÃ©cnica de Madrid, Spain",Spain,,,,,,,,0.0,0.0,0.0,
An empirical study of software architecture resilience evaluation methods,"Software Architecture, Resilience Evaluation, Empirical Study, Security, Method Comparison",Jiaxin Pan,Male,0.0,"School of Computer Science and Engineering, Southeast University, Nanjing, China",China,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
An empirical study of software architecture resilience evaluation methods,,Zixuan Liu,Male,0.0,"The College of Software Engineering, Southeast University, Nanjing, China",China,,,,,,,,0.0,0.0,0.0,
An empirical study of software architecture resilience evaluation methods,,Donglin Li,Male,0.0,"The College of Software Engineering, Southeast University, Nanjing, China",China,,,,,,,,0.0,0.0,0.0,
An empirical study of software architecture resilience evaluation methods,,Lulu Wang,Female,1.0,"The College of Software Engineering, Southeast University, Nanjing, China",China,,,,,,,,0.0,0.0,0.0,
An empirical study of software architecture resilience evaluation methods,,Bixin Li,Male,0.0,"The College of Software Engineering, Southeast University, Nanjing, China",China,,,,,,,,1.0,0.0,1.0,
A taxonomy of assets for the development of software-intensive products and services,"Software Engineering, Asset Management",Ehsan Zabardast,Male,0.0,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
A taxonomy of assets for the development of software-intensive products and services,,Javier Gonzalez-Huerta,Male,0.0,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,,,,,,,,0.0,0.0,0.0,
A taxonomy of assets for the development of software-intensive products and services,,Tony Gorschek,Male,0.0,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden, fortiss GmbH, GuerickestraÃŸe 25, 80805 Munich, Germany","Sweden, Germany",,,,,,,,1.0,0.0,1.0,
A taxonomy of assets for the development of software-intensive products and services,,Darja Å mite,Female,1.0,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,,,,,,,,0.0,0.0,0.0,
A taxonomy of assets for the development of software-intensive products and services,,Emil AlÃ©groth,Male,0.0,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,,,,,,,,0.0,0.0,0.0,
A taxonomy of assets for the development of software-intensive products and services,,Fabian Fagerholm,Male,0.0,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden, Department of Computer Science, Aalto University, Espoo, Finland","Sweden, Finland",,,,,,,,0.0,0.0,0.0,
Graph collaborative filtering-based bug triaging,"Software Engineering, AI",Jie Dai,Male,0.0,"Xidian University, School of Computer Science",China,6.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Graph collaborative filtering-based bug triaging,,Qingshan Li,Male,0.0,"Xidian University, School of Computer Science",China,,,,,,,,1.0,0.0,1.0,
Graph collaborative filtering-based bug triaging,,Hui Xue,Female,1.0,"Xidian University, School of Computer Science",China,,,,,,,,0.0,0.0,0.0,
Graph collaborative filtering-based bug triaging,,Zhao Luo,Male,0.0,"Xidian University, School of Computer Science",China,,,,,,,,0.0,0.0,0.0,
Graph collaborative filtering-based bug triaging,,Yinglin Wang,Male,0.0,"Xidian University, School of Computer Science",China,,,,,,,,0.0,0.0,0.0,
Graph collaborative filtering-based bug triaging,,Siyuan Zhan,Male,0.0,"Xidian University, School of Computer Science",China,,,,,,,,0.0,0.0,0.0,
On measuring coupling between microservices,Software Engineering,Chenxing Zhong,Male,0.0,"Software Institute, Nanjing University, Nanjing, China",China,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
On measuring coupling between microservices,,He Zhang,Male,0.0,"Software Institute, Nanjing University, Nanjing, China",China,,,,,,,,1.0,0.0,1.0,
On measuring coupling between microservices,,Chao Li,Male,0.0,"Software Institute, Nanjing University, Nanjing, China",China,,,,,,,,0.0,0.0,0.0,
On measuring coupling between microservices,,Huang Huang,Female,1.0,"State Grid Nanjing Power Supply Company, Nanjing, China",China,,,,,,,,0.0,0.0,0.0,
On measuring coupling between microservices,,Daniel Feitosa,Male,0.0,"Faculty of Science and Engineering, University of Groningen, Groningen, The Netherlands",Netherlands,,,,,,,,0.0,0.0,0.0,
Analyzing the impact of API changes on Android apps,"Software Engineering, Android",Tarek Mahmud,Male,0.0,"Texas State University, San Marcos, TX, USA",USA,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Analyzing the impact of API changes on Android apps,,Meiru Che,Female,1.0,"Data61, CSIRO, Brisbane, Australia",Australia,,,,,,,,0.0,0.0,0.0,
Analyzing the impact of API changes on Android apps,,Guowei Yang,Male,0.0,"The University of Queensland, Brisbane, Australia",Australia,,,,,,,,1.0,0.0,1.0,
Web API evolution patterns: A usage-driven approach,"Software Engineering, Computer Science",Rediana KoÃ§i,Female,1.0,"Universitat PolitÃ¨cnica de Catalunya, BarcelonaTech, Barcelona, Spain",Spain,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Web API evolution patterns: A usage-driven approach,,Xavier Franch,Male,0.0,"Universitat PolitÃ¨cnica de Catalunya, BarcelonaTech, Barcelona, Spain",Spain,,,,,,,,1.0,0.0,1.0,
Web API evolution patterns: A usage-driven approach,,Petar Jovanovic,Male,0.0,"Universitat PolitÃ¨cnica de Catalunya, BarcelonaTech, Barcelona, Spain",Spain,,,,,,,,1.0,0.0,1.0,
Web API evolution patterns: A usage-driven approach,,Alberto AbellÃ³,Male,0.0,"Universitat PolitÃ¨cnica de Catalunya, BarcelonaTech, Barcelona, Spain",Spain,,,,,,,,1.0,0.0,1.0,
The pipeline for the continuous development of artificial intelligence modelsâ€”Current state of research and practice,"Artificial Intelligence, Machine Learning, DevOps, Continuous Integration, MLOps",Monika Steidl,Female,1.0,University of Innsbruck,Austria,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
The pipeline for the continuous development of artificial intelligence modelsâ€”Current state of research and practice,,Rudolf Ramler,Male,0.0,Software Competence Center Hagenberg GmbH,Austria,,,,,,,,0.0,0.0,0.0,
The pipeline for the continuous development of artificial intelligence modelsâ€”Current state of research and practice,,Michael Felderer,Male,0.0,"University of Innsbruck, Blekinge Institute of Technology","Austria, Sweden",,,,,,,,1.0,0.0,1.0,
The uphill journey of FaaS in the open-source community,"Cloud Computing, Software Engineering",Nafise Eskandani,Female,1.0,Technische UniversitÃ¤t Darmstadt,Germany,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
The uphill journey of FaaS in the open-source community,,Guido Salvaneschi,Male,0.0,University of St.Gallen,Switzerland,,,,,,,,1.0,0.0,1.0,
Towards automated Android app internationalisation: An exploratory study,"Software Engineering, Mobile Applications",Pei Liu,Female,1.0,"Monash University, Victoria, Australia",Australia,8.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0
Towards automated Android app internationalisation: An exploratory study,,Qingxin Xia,Male,0.0,"North China Institute of Science and Technology, Hebei, China",China,,,,,,,,1.0,0.0,1.0,
Towards automated Android app internationalisation: An exploratory study,,Kui Liu,Male,0.0,"Huawei Software Engineering Application Technology Lab, Hangzhou, China",China,,,,,,,,0.0,0.0,0.0,
Towards automated Android app internationalisation: An exploratory study,,Juncai Guo,Male,0.0,"Wuhan University, Wuhan, China",China,,,,,,,,0.0,0.0,0.0,
Towards automated Android app internationalisation: An exploratory study,,Xin Wang,Male,0.0,"Wuhan University, Wuhan, China",China,,,,,,,,0.0,0.0,0.0,
Towards automated Android app internationalisation: An exploratory study,,Jin Liu,Male,0.0,"Wuhan University, Wuhan, China",China,,,,,,,,0.0,0.0,0.0,
