Paper Title,Study Domain Terms,Author Name,Gender,gender_annotation,Affiliation,UniqueInstituteCount,Country,UniqueCountryCount,Total Authors,Female Authors,Female_lead?,Male_lead?,local_Contribution?,national_collaboration?,International_collaboration?,FemaleLedLocalCollaboration,MaleLedLocalCollaboration,FemaleLedNationalCollaboration,MaleLedNationalCollaboration,FemaleLedInternationalCollaboration,MaleLedInternationalCollaboration
,,Xiang Chen,Male,0,"Key Laboratory of Safety-Critical Software, Ministry of Industry and Information Technology, Nanjing, China, School of Information Science and Technology, Nantong University, Nantong, China",,China,,,,,,,,,0,0,0,0,0,0
,,Xiangyu Zhang,Male,0,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China, Key Laboratory of Safety-Critical Software, Ministry of Industry and Information Technology, Nanjing, China",,China,,,,,,,,,0,0,0,0,0,0
,,Tingting Han,Female,1,"Department of Computer Science and Data Science, Birkbeck, University of London, UK",,UK,,,,,,,,,0,0,0,0,0,0
,,Taolue Chen,Male,0,"Department of Computer Science and Data Science, Birkbeck, University of London, UK",,UK,,,,,,,,,0,0,0,0,0,0
Software engineering research on the Robot Operating System: A systematic mapping study,"robotics, software engineering, research, industry, evaluation",Michel Albonico,Male,0,"Federal University of Technology, ParanÃ¡ (UTFPR), Brazil",2,Brazil,2,4,1,0,1,0,0,1,0,0,0,0,0,1
,,Milica ÄorÄ‘eviÄ‡,Female,1,"Vrije Universiteit Amsterdam, Netherlands",,Netherlands,,,,,,,,,0,0,0,0,0,0
,,Engel Hamer,Male,0,"Vrije Universiteit Amsterdam, Netherlands",,Netherlands,,,,,,,,,0,0,0,0,0,0
,,Ivano Malavolta,Male,0,"Vrije Universiteit Amsterdam, Netherlands",,Netherlands,,,,,,,,,0,0,0,0,0,0
Open tracing tools: Overview and critical comparison,"software, tracing, tools, architecture, engineers",Andrea Janes,Female,1,FHV Vorarlberg University of Applied Sciences,3,Austria,2,3,2,1,0,0,0,1,0,0,0,0,1,0
,,Xiaozhou Li,Male,0,"Tampere University, University of Oulu",,Finland,,,,,,,,,0,0,0,0,0,0
,,Valentina Lenarduzzi,Female,1,University of Oulu,,Finland,,,,,,,,,0,0,0,0,0,0
"A critical comparison on six static analysis tools: Detection, agreement, and precision","Static Analysis Tools, Software Engineering, Quality Assurance, Technical Debt, Java Projects",Valentina Lenarduzzi,Female,1,M3S Research Unit - University of Oulu,3,Finland,2,5,3,1,0,0,0,1,0,0,0,0,1,0
,,Fabiano Pecorelli,Male,0,Clowee Research group - Tampere University,,Finland,,,,,,,,,0,0,0,0,0,0
,,Nyyti Saarimaki,Female,1,Clowee Research group - Tampere University,,Finland,,,,,,,,,0,0,0,0,0,0
,,Savanna Lujan,Female,1,Clowee Research group - Tampere University,,Finland,,,,,,,,,0,0,0,0,0,0
,,Fabio Palomba,Male,0,SeSa Lab - University of Salerno,,Italy,,,,,,,,,0,0,0,0,0,0
"Test flakinessâ€™ causes, detection, impact and responses: A multivocal review","Software Testing, Software Development, Software Quality, Software Engineering, Computer Science",Amjed Tahir,Male,0,"School of Mathematical and Computational Sciences, Massey University, New Zealand; Key Laboratory of High Confidence Software Technologies, MoE and the Department of Computer Science and Technology, Peking University, China",5,"New Zealand, China",3,5,2,0,1,0,0,1,0,0,0,0,0,1
,,Shawn Rasheed,Male,0,"Information & Communication Technology Group, UCOL - Te PÅ«kenga, New Zealand",,New Zealand,,,,,,,,,0,0,0,0,0,0
,,Jens Dietrich,Male,0,"School of Engineering and Computer Science, Victoria University of Wellington, New Zealand",,New Zealand,,,,,,,,,0,0,0,0,0,0
,,Negar Hashemi,Female,1,"School of Mathematical and Computational Sciences, Massey University, New Zealand",,New Zealand,,,,,,,,,0,0,0,0,0,0
,,Lu Zhang,Female,1,"Key Laboratory of High Confidence Software Technologies, MoE and the Department of Computer Science and Technology, Peking University, China",,China,,,,,,,,,0,0,0,0,0,0
Transitioning a project-based course between onsite and online. An experience report,"Software engineering, Online learning, Project-based courses, Education, Qualitative research",Dan Mircea Suciu,Male,0,"Babes-Bolyai University, Department of Computer Science, M. Kogalniceanu 1, Cluj-Napoca, Romania",1,Romania,1,3,1,0,1,1,1,0,0,1,0,1,0,0
,,Simona Motogna,Female,1,"Babes-Bolyai University, Department of Computer Science, M. Kogalniceanu 1, Cluj-Napoca, Romania",,Romania,,,,,,,,,0,0,0,0,0,0
,,Arthur-Jozsef Molnar,Male,0,"Babes-Bolyai University, Department of Computer Science, M. Kogalniceanu 1, Cluj-Napoca, Romania",,Romania,,,,,,,,,0,0,0,0,0,0
Catalog and detection techniques of microservice anti-patterns and bad smells: A tertiary study,"microservices, anti-patterns, detection, architecture, quality",Tomas Cerny,Male,0,"SIE, University of Arizona, Tucson, AZ, USA",4,USA,3,5,1,0,1,0,0,1,0,0,0,0,0,1
,,Amr S. Abdelfattah,Male,0,"Baylor University, Waco, TX, USA",,USA,,,,,,,,,0,0,0,0,0,0
,,Abdullah Al Maruf,Male,0,"Baylor University, Waco, TX, USA",,USA,,,,,,,,,0,0,0,0,0,0
,,Andrea Janes,Female,1,"FHV Vorarlberg University of Applied Sciences, Dornbirn, Austria",,Austria,,,,,,,,,0,0,0,0,0,0
,,Davide Taibi,Male,0,"Tampere University, Tampere, Finland",,Finland,,,,,,,,,0,0,0,0,0,0
Automatic prediction of developersâ€™ resolutions for software merge conflicts,"software, machine learning, developers, conflicts, prediction",Waad Aldndni,Female,1,Virginia Polytechnic Institute and State University,2,USA,2,3,2,1,0,0,0,1,0,0,0,0,1,0
,,Na Meng,Female,1,Virginia Polytechnic Institute and State University,,USA,,,,,,,,,0,0,0,0,0,0
,,Francisco Servant,Male,0,"ITIS Software, Universidad de MÃ¡laga",,Spain,,,,,,,,,0,0,0,0,0,0
Investigating the role of Product Owner in Scrum teams: Differentiation between organisational and individual impacts and opportunities,"agile, software, Product Owner, organisational, stakeholders",Maja Due Kadenic,Female,1,"Department of Business Development and Technology, Aarhus BSS, Aarhus University",1,Denmark,1,5,2,1,0,1,1,0,1,0,1,0,0,0
,,Diego Augusto de Jesus Pacheco,Male,0,"Department of Business Development and Technology, Aarhus BSS, Aarhus University",,Denmark,,,,,,,,,0,0,0,0,0,0
,,Konstantinos Koumaditis,Male,0,"Department of Business Development and Technology, Aarhus BSS, Aarhus University",,Denmark,,,,,,,,,0,0,0,0,0,0
,,Gitte TjÃ¸rnehÃ¸j,Female,1,"Department of Business Development and Technology, Aarhus BSS, Aarhus University",,Denmark,,,,,,,,,0,0,0,0,0,0
,,Torben Tambo,Male,0,"Department of Business Development and Technology, Aarhus BSS, Aarhus University",,Denmark,,,,,,,,,0,0,0,0,0,0
The impact of unequal contributions in student software engineering team projects,"software engineering, education, teamwork, contribution, performance",Kamilla Kopec-Harding,Female,1,"Research IT, University of Manchester",3,United Kingdom,2,5,3,1,0,0,0,1,0,0,0,0,1,0
,,Sukru Eraslan,Male,0,"Middle East Technical University, Northern Cyprus Campus",,Turkey,,,,,,,,,0,0,0,0,0,0
,,Bowen Cai,Male,0,"Department of Computer Science, University of Manchester",,United Kingdom,,,,,,,,,0,0,0,0,0,0
,,Suzanne M. Embury,Female,1,"Department of Computer Science, University of Manchester",,United Kingdom,,,,,,,,,0,0,0,0,0,0
,,Caroline Jay,Female,1,"Department of Computer Science, University of Manchester",,United Kingdom,,,,,,,,,0,0,0,0,0,0
Pragmatic evidence of cross-language link detection: A systematic literature review,"software, engineering, applications, multilingual, analysis",Saira Latif a,Female,1,"University of Central Punjab, Lahore 54000, Pakistan",6,Pakistan,4,6,2,1,0,0,0,1,0,0,0,0,1,0
,,Zaigham Mushtaq b,Male,0,"The Islamia University, Bahawalpur 63102, Pakistan",,Pakistan,,,,,,,,,0,0,0,0,0,0
,,Ghulam Rasool c,Male,0,"COMSATS University Islamabad, Lahore Campus, 54000, Pakistan",,Pakistan,,,,,,,,,0,0,0,0,0,0
,,Furqan Rustam d,Male,0,"School of Computer Science, University College Dublin, Belfield Dublin 4, Ireland",,Ireland,,,,,,,,,0,0,0,0,0,0
,,Naila Aslam e,Female,1,"School of Electronics and Information Engineering, Hebei University of Technology, Tianjin 300401, China",,China,,,,,,,,,0,0,0,0,0,0
,,Imran Ashraf f,Male,0,"Information and Communication Engineering, Yeungnam University, Gyeongsan 38541, Republic of Korea",,South Korea,,,,,,,,,0,0,0,0,0,0
CharM â€” Evaluating a model for characterizing service-based architectures,"service, architecture, microservice, software, model",Thatiane de Oliveira Rosa,Female,1,"Mathematics and Statistics Institute of the University of SÃ£o Paulo - IME-USP, Federal Institute of Tocantins",4,Brazil,3,4,1,1,0,0,0,1,0,0,0,0,1,0
,,Eduardo Martins Guerra,Male,0,Computer Science Faculty of the Free University of Bozen-Bolzano,,Italy,,,,,,,,,0,0,0,0,0,0
,,Filipe Figueiredo Correia,Male,0,"Faculty of Engineering of the University of Porto, INESCTEC",,Portugal,,,,,,,,,0,0,0,0,0,0
,,Alfredo Goldman,Male,0,Mathematics and Statistics Institute of the University of SÃ£o Paulo - IME-USP,,Brazil,,,,,,,,,0,0,0,0,0,0
Comparing software product lines and Clone and Own for game software engineering under two paradigms: Model-driven development and code-driven development,"Software engineering, Game development, Code reuse, Empirical evaluation, Model-driven development",Jorge Chueca,Male,0,"Universidad San Jorge, SVIT Research Group",1,Spain,1,6,2,0,1,1,1,0,0,1,0,1,0,0
,,Jose Ignacio Trasobares,Male,0,"Universidad San Jorge, SVIT Research Group",,Spain,,,,,,,,,0,0,0,0,0,0
,,Ãfrica Domingo,Female,1,"Universidad San Jorge, SVIT Research Group",,Spain,,,,,,,,,0,0,0,0,0,0
,,Lorena Arcega,Female,1,"Universidad San Jorge, SVIT Research Group",,Spain,,,,,,,,,0,0,0,0,0,0
,,Carlos Cetina,Male,0,"Universidad San Jorge, SVIT Research Group",,Spain,,,,,,,,,0,0,0,0,0,0
,,Jaime Font,Male,0,"Universidad San Jorge, SVIT Research Group",,Spain,,,,,,,,,0,0,0,0,0,0
Human factors in developing automated vehicles: A requirements engineering perspective,"automated vehicles, engineering, human factors, agile development, requirements engineering",Amna Pir Muhammad,Female,1,"Department of Computer Science and Engineering, Chalmers University of Gothenburg",2,Sweden,1,3,1,1,0,0,1,0,0,0,1,0,0,0
,,Eric Knauss,Male,0,"Department of Computer Science and Engineering, Chalmers University of Gothenburg",,Sweden,,,,,,,,,0,0,0,0,0,0
,,Jonas BÃ¤rgman,Male,0,"Department of Mechanics and Maritime Sciences, Chalmers Technical University",,Sweden,,,,,,,,,0,0,0,0,0,0
On the impact of single and co-occurrent refactorings on quality attributes in android applications,"Software refactoring, Android applications, Software quality, Empirical study, Quality metrics",Ali Ouni,Male,0,"Ecole de Technologie Superieure, University of Quebec, Montreal, QC, Canada",5,Canada,3,6,2,0,1,0,0,1,0,0,0,0,0,1
,,Eman Abdullah AlOmar,Female,1,"Stevens Institute of Technology, Hoboken, NJ, USA",,USA,,,,,,,,,0,0,0,0,0,0
,,Oumayma Hamdi,Female,1,"Ecole de Technologie Superieure, University of Quebec, Montreal, QC, Canada",,Canada,,,,,,,,,0,0,0,0,0,0
,,Mel Ã“ CinnÃ©ide,Male,0,"University College Dublin, Dublin, Ireland",,Ireland,,,,,,,,,0,0,0,0,0,0
,,Mohamed Wiem Mkaouer,Male,0,"Rochester Institute of Technology, Rochester, NY, USA",,USA,,,,,,,,,0,0,0,0,0,0
,,Mohamed Aymen Saied,Male,0,"Laval University, Quebec, QC, Canada",,Canada,,,,,,,,,0,0,0,0,0,0
An effective fault localization approach based on PageRank and mutation analysis,"mutation testing, PageRank, fault localization, software testing, experimental results",Yue Yan,Female,1,"Engineering Research Center of Mine Digitalization (China University of Mining and Technology), School of Computer Science and Technology",1,China,1,4,3,1,0,1,1,0,1,0,1,0,0,0
,,Shujuan Jiang,Female,1,"Engineering Research Center of Mine Digitalization (China University of Mining and Technology), School of Computer Science and Technology",,China,,,,,,,,,0,0,0,0,0,0
,,Yanmei Zhang,Female,1,"Engineering Research Center of Mine Digitalization (China University of Mining and Technology), School of Computer Science and Technology",,China,,,,,,,,,0,0,0,0,0,0
,,Cheng Zhang,Male,0,"Engineering Research Center of Mine Digitalization (China University of Mining and Technology), School of Computer Science and Technology",,China,,,,,,,,,0,0,0,0,0,0
An empirical study on real bug fixes from solidity smart contract projects,"blockchain, security, smart contracts, bug fixes, Solidity",Yilin Wang,Female,1,"School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, China",4,China,2,6,2,1,0,0,0,1,0,0,0,0,1,0
,,Xiangping Chen,Male,0,"School of Journalism and Communication, Sun Yat-sen University, Guangzhou, China",,China,,,,,,,,,0,0,0,0,0,0
,,Yuan Huang,Male,0,"School of Software Engineering, Sun Yat-sen University, Zhuhai, China",,China,,,,,,,,,0,0,0,0,0,0
,,Hao-Nan Zhu,Male,0,"Department of Computer Science, University of California, Davis, United States of America",,United States of America,,,,,,,,,0,0,0,0,0,0
,,Jing Bian,Female,1,"School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, China",,China,,,,,,,,,0,0,0,0,0,0
,,Zibin Zheng,Male,0,"School of Software Engineering, Sun Yat-sen University, Zhuhai, China",,China,,,,,,,,,0,0,0,0,0,0
A catalogue of game-specific anti-patterns based on GitHub and Game Development Stack Exchange,"Game Development, Anti-patterns, Software Engineering, Code Quality, Open-Source",Vartika Agrahari,Female,1,Indian Institute of Technology Tirupati,1,India,1,4,1,1,0,1,1,0,1,0,1,0,0,0
,,Shriram Shanbhag,Male,0,Indian Institute of Technology Tirupati,,India,,,,,,,,,0,0,0,0,0,0
,,Sridhar Chimalakonda,Male,0,Indian Institute of Technology Tirupati,,India,,,,,,,,,0,0,0,0,0,0
,,A. Eashaan Rao,Male,0,Indian Institute of Technology Tirupati,,India,,,,,,,,,0,0,0,0,0,0
Automatic software vulnerability assessment by extracting vulnerability elements,"Software security, Vulnerability assessment, BERT, Automated assessment, Machine learning",Xiaobing Sun,Male,0,"School of Information Engineering, Yangzhou University, Yangzhou, China, Jiangsu Province Engineering Research Center of Knowledge Management and Intelligent Service, Yangzhou University, Yangzhou, China",3,China,2,7,3,0,1,0,0,1,0,0,0,0,0,1
,,Zhenlei Ye,Male,0,"School of Information Engineering, Yangzhou University, Yangzhou, China, Jiangsu Province Engineering Research Center of Knowledge Management and Intelligent Service, Yangzhou University, Yangzhou, China",,China,,,,,,,,,0,0,0,0,0,0
,,Lili Bo,Female,1,"School of Information Engineering, Yangzhou University, Yangzhou, China, Jiangsu Province Engineering Research Center of Knowledge Management and Intelligent Service, Yangzhou University, Yangzhou, China, Key Laboratory of Safetyâ€“Critical Software Ministry of Industry and Information Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China",,China,,,,,,,,,0,0,0,0,0,0
,,Xiaoxue Wu,Female,1,"School of Information Engineering, Yangzhou University, Yangzhou, China, Jiangsu Province Engineering Research Center of Knowledge Management and Intelligent Service, Yangzhou University, Yangzhou, China",,China,,,,,,,,,0,0,0,0,0,0
,,Ying Wei,Female,1,"School of Information Engineering, Yangzhou University, Yangzhou, China, Jiangsu Province Engineering Research Center of Knowledge Management and Intelligent Service, Yangzhou University, Yangzhou, China",,China,,,,,,,,,0,0,0,0,0,0
,,Tao Zhang,Male,0,"School of Computer Science and Engineering, Macau University of Science and Technology (MUST), Macao Special Administrative Region of China",,Macao,,,,,,,,,0,0,0,0,0,0
,,Bin Li,Male,0,"School of Information Engineering, Yangzhou University, Yangzhou, China, Jiangsu Province Engineering Research Center of Knowledge Management and Intelligent Service, Yangzhou University, Yangzhou, China",,China,,,,,,,,,0,0,0,0,0,0
Semantic feature learning for software defect prediction from source code and external knowledge,"software, defect, prediction, machine learning, model",Jingyu Liu,Male,0,"School of Reliability and Systems Engineering, Beihang University",1,China,1,5,1,0,1,1,1,0,0,1,0,1,0,0
,,Jun Ai,Male,0,"School of Reliability and Systems Engineering, Beihang University",,China,,,,,,,,,0,0,0,0,0,0
,,Minyan Lu,Female,1,"School of Reliability and Systems Engineering, Beihang University",,China,,,,,,,,,0,0,0,0,0,0
,,Jie Wang,Male,0,"School of Reliability and Systems Engineering, Beihang University",,China,,,,,,,,,0,0,0,0,0,0
,,Haoxiang Shi,Male,0,"School of Reliability and Systems Engineering, Beihang University",,China,,,,,,,,,0,0,0,0,0,0
ARist: An effective API argument recommendation approach,"API, Recommendation, Software, Programming, Evaluation",Son Nguyen,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology",1,Viet Nam,1,7,1,0,1,1,1,0,0,1,0,1,0,0
,,Cuong Tran Manh,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology",,Viet Nam,,,,,,,,,0,0,0,0,0,0
,,Kien T. Tran,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology",,Viet Nam,,,,,,,,,0,0,0,0,0,0
,,Tan M. Nguyen,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology",,Viet Nam,,,,,,,,,0,0,0,0,0,0
,,Thu-Trang Nguyen,Female,1,"Faculty of Information Technology, VNU University of Engineering and Technology",,Viet Nam,,,,,,,,,0,0,0,0,0,0
,,Kien-Tuan Ngo,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology",,Viet Nam,,,,,,,,,0,0,0,0,0,0
,,Hieu Dinh Vo,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology",,Viet Nam,,,,,,,,,0,0,0,0,0,0
On the roles of software testers: An exploratory study,"software testing, thematic analysis, skill acquisition, software development, job ads",Raluca Florea,Female,1,University of Oslo,1,Norway,1,3,2,1,0,1,1,0,1,0,1,0,0,0
,,Viktoria Stray,Female,1,University of Oslo,,Norway,,,,,,,,,0,0,0,0,0,0
,,Dag I.K. SjÃ¸berg,Male,0,University of Oslo,,Norway,,,,,,,,,0,0,0,0,0,0
Dialog summarization for software collaborative platform via tuning pre-trained models,"Summarization, Transformer, Pre-trained models, Few-shot learning, Software maintenance",Guodong Fan,Male,0,"College of Intelligence and Computing, Tianjin University",3,China,1,7,1,0,1,0,1,0,0,0,0,1,0,0
,,Shizhan Chen,Male,0,"College of Intelligence and Computing, Tianjin University",,China,,,,,,,,,0,0,0,0,0,0
,,Hongyue Wu,Male,0,"College of Intelligence and Computing, Tianjin University",,China,,,,,,,,,0,0,0,0,0,0
,,Cuiyun Gao,Female,1,"School of Computer Science and Technology, Harbin Institute of Technology, Shenzhen",,China,,,,,,,,,0,0,0,0,0,0
,,Jianmao Xiao,Male,0,"School of Software, Jiangxi Normal University, Nanchang",,China,,,,,,,,,0,0,0,0,0,0
,,Xiao Xue,Male,0,"College of Intelligence and Computing, Tianjin University",,China,,,,,,,,,0,0,0,0,0,0
,,Zhiyong Feng,Male,0,"College of Intelligence and Computing, Tianjin University",,China,,,,,,,,,0,0,0,0,0,0
On the maintenance support for microservice-based systems through the specification and the detection of microservice antipatterns,"microservices, software, systems, architectures, antipatterns",Rafik Tighilt,Male,0,"University of Quebec in Montreal, Ã‰cole de Technologie SupÃ©rieure, Concordia University",4,Canada,2,6,1,0,1,0,0,1,0,0,0,0,0,1
,,Manel Abdellatif,Male,0,Ã‰cole de Technologie SupÃ©rieure,,Canada,,,,,,,,,0,0,0,0,0,0
,,Imen Trabelsi,Female,1,Ã‰cole de Technologie SupÃ©rieure,,Canada,,,,,,,,,0,0,0,0,0,0
,,LoÃ¯c Madern,Male,0,Polytech Nice Sophia,,France,,,,,,,,,0,0,0,0,0,0
,,Naouel Moha,Male,0,Ã‰cole de Technologie SupÃ©rieure,,Canada,,,,,,,,,0,0,0,0,0,0
,,Yann-GaÃ«l GuÃ©hÃ©neuc,Male,0,Concordia University,,Canada,,,,,,,,,0,0,0,0,0,0
Application of metamorphic testing on UAV path planning software," Software test, Path planning, Oracle problem, Metamorphic testing",Lvyuan Wu,Male,0,"Beihang University, Institute of Systems Engineering Integration",3,China,1,4,1,0,1,0,1,0,0,0,0,1,0,0
,,Zhiyu Xi,Male,0,Beihang University,,China,,,,,,,,,0,0,0,0,0,0
,,Zheng Zheng,Male,0,Beihang University,,China,,,,,,,,,0,0,0,0,0,0
,,Xiaoli Li,Female,1,Institute of Systems Engineering Integration,,China,,,,,,,,,0,0,0,0,0,0
Transforming Numerical Feature Models into Propositional Formulas and the Universal Variability Language,"software product lines, numeric attributes, boolean constraints, #SAT, Binary Decision Tree",Daniel-Jesus Munoz,Male,0,"ITIS Software, Universidad de Malaga, Andalucia Tech",2,Spain,2,4,2,0,1,0,0,1,0,0,0,0,0,1
,,MÃ³nica Pinto,Female,1,"ITIS Software, Universidad de Malaga, Andalucia Tech",,Spain,,,,,,,,,0,0,0,0,0,0
,,Lidia Fuentes,Female,1,"ITIS Software, Universidad de Malaga, Andalucia Tech",,Spain,,,,,,,,,0,0,0,0,0,0
,,Don Batory,Male,0,"Department of Computer Science, University of Texas at Austin",,USA,,,,,,,,,0,0,0,0,0,0
BPEL process defects prediction using multi-objective evolutionary search,"web services, BPEL, software, defects, programming",Marwa Daaji,Female,1,"Faculty of Sciences, University of Tunis El Manar, Tunisia, ETS Montreal, University of Quebec, Montreal, QC, Canada",4,"Tunisia, Canada",4,4,1,1,0,0,0,1,0,0,0,0,1,0
,,Mohamed Mohsen Gammoudi,Male,0,"Higher Institute of Multimedia Art, University of Manouba, Tunisia",,Tunisia,,,,,,,,,0,0,0,0,0,0
,,Salah Bouktif,Male,0,"Department of Computer Science and Software Engineering, CIT, UAE University, United Arab Emirates",,UAE,,,,,,,,,0,0,0,0,0,0
,,Mohamed Wiem Mkaouer,Male,0,"Rochester Institute of Technology, Rochester, NY, USA",,USA,,,,,,,,,0,0,0,0,0,0
Adaptive robustness evaluation for complex system prognostics and health management software platform,"complex systems, reliability, software platforms, genetic algorithms, random forest",He Liu,Male,0,"School of Astronautics, Harbin Institute of Technology, Harbin, 150080, China; Beijing Institute of Spacecraft System Engineering, China Academy of Space Technology, Beijing, 100086, China",4,China,1,4,1,0,1,0,1,0,0,0,0,1,0,0
,,Cheng Wei,Male,0,"School of Astronautics, Harbin Institute of Technology, Harbin, 150080, China",,China,,,,,,,,,0,0,0,0,0,0
,,Bo Sun,Male,0,"Beijing Institute of Spacecraft System Engineering, China Academy of Space Technology, Beijing, 100086, China",,China,,,,,,,,,0,0,0,0,0,0
,,Yinxue Zeng,Female,1,"College of Electrical Engineering, Sichuan University, Chengdu, 610065, China",,China,,,,,,,,,0,0,0,0,0,0
"Characteristics, causes, and consequences of technical debt in the automation domain","Technical debt, Automation, Software development, Interdisciplinary collaboration, Causal chains",Fandi Bi,Male,0,"Institute of Automation and Information Systems, Technische UniversitÃ¤t MÃ¼nchen, Garching b. MÃ¼nchen, Germany",1,Germany,1,4,2,0,1,1,1,0,0,1,0,1,0,0
,,Birgit Vogel-Heuser,Female,1,"Institute of Automation and Information Systems, Technische UniversitÃ¤t MÃ¼nchen, Garching b. MÃ¼nchen, Germany",,Germany,,,,,,,,,0,0,0,0,0,0
,,Ziyi Huang,Female,1,"Institute of Automation and Information Systems, Technische UniversitÃ¤t MÃ¼nchen, Garching b. MÃ¼nchen, Germany",,Germany,,,,,,,,,0,0,0,0,0,0
,,Felix Ocker,Male,0,"Institute of Automation and Information Systems, Technische UniversitÃ¤t MÃ¼nchen, Garching b. MÃ¼nchen, Germany",,Germany,,,,,,,,,0,0,0,0,0,0
An Investigation of Confusing Code Patterns in JavaScript,"software, JavaScript, programming, research, cognitive",Adriano Torres,Male,0,"Computer Science Department, University of BrasÃ­lia, Brazil",5,Brazil,2,10,1,0,1,0,0,1,0,0,0,0,0,1
,,Caio Oliveira,Male,0,"Computer Science Department, University of BrasÃ­lia, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
,,MÃ¡rcio Okimoto,Male,0,"Computer Science Department, University of BrasÃ­lia, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
,,Diego MarcÃ­lio,Male,0,"UniversitÃ¡ Della Svizzera Italiana, Switzerland",,Switzerland,,,,,,,,,0,0,0,0,0,0
,,Pedro Queiroga,Male,0,"Informatics Center, University Federal of Pernambuco, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
,,Fernando Castor,Male,0,"Informatics Center, University Federal of Pernambuco, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
,,Rodrigo BonifÃ¡cio,Male,0,"Computer Science Department, University of BrasÃ­lia, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
,,Edna Dias Canedo,Female,1,"Computer Science Department, University of BrasÃ­lia, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
,,MÃ¡rcio Ribeiro,Male,0,"Institute of Computing, Federal University of Alagoas, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
,,Eduardo Monteiro,Male,0,"Statistics Department, University of BrasÃ­lia, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
CausalRCA: Causal inference based precise fine-grained root cause localization for microservice applications,"microservices, performance, cloud, root cause, localization",Ruyue Xin a,Female,1,"Multiscale Networked Systems (MNS), University of Amsterdam, Amsterdam, The Netherlands",2,The Netherlands,2,3,1,1,0,0,0,1,0,0,0,0,1,0
,,Peng Chen b,Male,0,"School of Computer and Software Engineering, Xihua University, Chengdu, China",,China,,,,,,,,,0,0,0,0,0,0
,,Zhiming Zhao a,Male,0,"Multiscale Networked Systems (MNS), University of Amsterdam, Amsterdam, The Netherlands",,The Netherlands,,,,,,,,,0,0,0,0,0,0
Predicting resource consumption of Kubernetes container systems using resource models,"cloud computing, Kubernetes, microservices, service management, orchestration",Gianluca Turin,Male,0,"University of Oslo, Gaustadalleen 23B, NO-0373, Oslo, Norway, Universitaâ€™ degli Studi di Torino, Corso Svizzera 185, 10149, Torino, Italy",3,"Norway, Italy",3,6,1,0,1,0,0,1,0,0,0,0,0,1
,,Andrea Borgarelli,Male,0,"Universitaâ€™ degli Studi di Torino, Corso Svizzera 185, 10149, Torino, Italy",,Italy,,,,,,,,,0,0,0,0,0,0
,,Simone Donetti,Male,0,"Universitaâ€™ degli Studi di Torino, Corso Svizzera 185, 10149, Torino, Italy",,Italy,,,,,,,,,0,0,0,0,0,0
,,Ferruccio Damiani,Male,0,"Universitaâ€™ degli Studi di Torino, Corso Svizzera 185, 10149, Torino, Italy",,Italy,,,,,,,,,0,0,0,0,0,0
,,Einar Broch Johnsen,Male,0,"University of Oslo, Gaustadalleen 23B, NO-0373, Oslo, Norway",,Norway,,,,,,,,,0,0,0,0,0,0
,,S. Lizeth Tapia Tarifa,Female,1,"University of Oslo, Gaustadalleen 23B, NO-0373, Oslo, Norway, Universitaâ€™ degli Studi di Torino, Corso Svizzera 185, 10149, Torino, Italy",,"Norway, Italy",,,,,,,,,0,0,0,0,0,0
A comprehensive evaluation of SZZ Variants through a developer-informed oracle,"Empirical Studies, Software Engineering, Bug Inducing Changes, Natural Language Processing (NLP), SZZ Algorithm",Giovanni Rosa,Male,0,"STAKE Lab, University of Molise",2,Italy,2,7,1,0,1,0,0,1,0,0,0,0,0,1
,,Luca Pascarella,Male,0,"Software Institute, USI UniversitÃ  della Svizzera Italiana",,Switzerland,,,,,,,,,0,0,0,0,0,0
,,Simone Scalabrino,Male,0,"STAKE Lab, University of Molise",,Italy,,,,,,,,,0,0,0,0,0,0
,,Rosalia Tufano,Female,1,"Software Institute, USI UniversitÃ  della Svizzera Italiana",,Switzerland,,,,,,,,,0,0,0,0,0,0
,,Gabriele Bavota,Male,0,"Software Institute, USI UniversitÃ  della Svizzera Italiana",,Switzerland,,,,,,,,,0,0,0,0,0,0
,,Michele Lanza,Male,0,"Software Institute, USI UniversitÃ  della Svizzera Italiana",,Switzerland,,,,,,,,,0,0,0,0,0,0
,,Rocco Oliveto,Male,0,"STAKE Lab, University of Molise",,Italy,,,,,,,,,0,0,0,0,0,0
