Paper Title,Study Domain Terms,Total Authors,Female Authors,lead?,local_Contribution?,national_collaboration?,International_collaboration?,Author Name,Gender,Affiliation,Country,Conceptualization,Data Curation,Formal Analysis,Funding Acquisition,Investigation,Methodology,Project Administration,Resources,Software,Supervision,Validation,Visualization,Writing – Original Draft,Writing – Review & Editing
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
On the roles of software testers: An exploratory study,"software testing, thematic analysis, skill acquisition, software development, job ads",3,2,1,1,1,0,Raluca Florea,Female,University of Oslo,Norway,1,1,0,0,1,1,1,1,0,0,1,1,1,1
,,,,,,,,Viktoria Stray,Female,University of Oslo,Norway,1,1,0,0,0,1,1,1,0,1,1,1,1,1
,,,,,,,,Dag I.K. Sjøberg,Male,University of Oslo,Norway,1,1,0,0,0,1,1,1,0,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
Dialog summarization for software collaborative platform via tuning pre-trained models,"Summarization, Transformer, Pre-trained models, Few-shot learning, Software maintenance",7,1,0,0,1,0,Guodong Fan,Male,"College of Intelligence and Computing, Tianjin University",China,0,0,0,0,0,1,0,0,1,0,0,0,1,0
,,,,,,,,Shizhan Chen,Male,"College of Intelligence and Computing, Tianjin University",China,1,0,0,0,0,1,0,0,0,1,0,0,0,0
,,,,,,,,Hongyue Wu,Male,"College of Intelligence and Computing, Tianjin University",China,0,1,0,0,0,0,0,0,0,0,1,0,0,0
,,,,,,,,Cuiyun Gao,Female,"School of Computer Science and Technology, Harbin Institute of Technology, Shenzhen",China,0,1,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,Jianmao Xiao,Male,"School of Software, Jiangxi Normal University, Nanchang",China,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,Xiao Xue,Male,"College of Intelligence and Computing, Tianjin University",China,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,,,,,,,,Zhiyong Feng,Male,"College of Intelligence and Computing, Tianjin University",China,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,
On the maintenance support for microservice-based systems through the specification and the detection of microservice antipatterns,"microservices, software, systems, architectures, antipatterns",6,1,0,0,0,1,Rafik Tighilt,Male,"University of Quebec in Montreal, École de Technologie Supérieure, Concordia University",Canada,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,,,,,,,,Manel Abdellatif,Male,École de Technologie Supérieure,Canada,0,0,0,0,0,0,0,0,1,1,1,0,0,1
,,,,,,,,Imen Trabelsi,Female,École de Technologie Supérieure,Canada,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,,Loïc Madern,Male,Polytech Nice Sophia,France,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,,,,,,,,Naouel Moha,Male,École de Technologie Supérieure,Canada,0,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,Yann-Gaël Guéhéneuc,Male,Concordia University,Canada,0,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
Application of metamorphic testing on UAV path planning software,N/A,4,1,0,0,1,0,Lvyuan Wu,Male,"Beihang University, Institute of Systems Engineering Integration",China,0,0,1,0,1,0,0,0,1,0,0,0,1,0
,,,,,,,,Zhiyu Xi,Male,Beihang University,China,0,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,Zheng Zheng,Male,Beihang University,China,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,Xiaoli Li,Female,Institute of Systems Engineering Integration,China,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,
Variable-strength combinatorial testing of exported activities based on misexposure prediction,"Combinatorial testing, Android apps, Inter-component communication, Software engineering, Testing frameworks",5,0,0,0,1,0,Xi Deng,Male,"State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China, University of Chinese Academy of Sciences, Beijing, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,Jiwei Yan,Male,"Technology Center of Software Engineering, Institute of Software, Chinese Academy of Sciences, Beijing, China, University of Chinese Academy of Sciences, Beijing, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,Shixin Zhang,Male,"Technology Center of Software Engineering, Institute of Software, Chinese Academy of Sciences, Beijing, China, School of Software Engineering, Beijing Jiaotong University, Beijing, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,Jun Yan,Male,"State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China, Technology Center of Software Engineering, Institute of Software, Chinese Academy of Sciences, Beijing, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,Jian Zhang,Male,"State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China, University of Chinese Academy of Sciences, Beijing, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,
Transforming Numerical Feature Models into Propositional Formulas and the Universal Variability Language,"software product lines, numeric attributes, boolean constraints, #SAT, Binary Decision Tree",4,2,0,0,0,1,Daniel-Jesus Munoz,Male,"ITIS Software, Universidad de Malaga, Andalucia Tech",Spain,1,1,1,0,1,1,0,0,1,0,1,1,1,1
,,,,,,,,Mónica Pinto,Female,"ITIS Software, Universidad de Malaga, Andalucia Tech",Spain,1,0,0,1,1,0,0,0,0,1,0,1,0,1
,,,,,,,,Lidia Fuentes,Female,"ITIS Software, Universidad de Malaga, Andalucia Tech",Spain,1,1,0,0,1,1,1,1,0,1,0,1,0,1
,,,,,,,,Don Batory,Male,"Department of Computer Science, University of Texas at Austin",USA,1,0,1,0,1,1,1,0,0,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BPEL process defects prediction using multi-objective evolutionary search,"web services, BPEL, software, defects, programming",4,1,1,0,0,1,Marwa Daaji,Female,"Faculty of Sciences, University of Tunis El Manar, Tunisia, ETS Montreal, University of Quebec, Montreal, QC, Canada","Tunisia, Canada",1,1,1,0,1,1,0,0,1,0,1,0,1,0
,,,,,,,,Mohamed Mohsen Gammoudi,Male,"Higher Institute of Multimedia Art, University of Manouba, Tunisia",Tunisia,0,0,1,0,0,1,0,0,0,1,1,0,0,1
,,,,,,,,Salah Bouktif,Male,"Department of Computer Science and Software Engineering, CIT, UAE University, United Arab Emirates",UAE,0,0,1,0,0,1,0,0,0,1,1,0,0,1
,,,,,,,,Mohamed Wiem Mkaouer,Male,"Rochester Institute of Technology, Rochester, NY, USA",USA,0,0,1,0,0,1,0,0,0,0,1,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
Adaptive robustness evaluation for complex system prognostics and health management software platform,"complex systems, reliability, software platforms, genetic algorithms, random forest",4,1,0,0,1,0,He Liu,Male,"School of Astronautics, Harbin Institute of Technology, Harbin, 150080, China; Beijing Institute of Spacecraft System Engineering, China Academy of Space Technology, Beijing, 100086, China",China,0,1,1,0,1,0,0,0,1,0,0,0,1,0
,,,,,,,,Cheng Wei,Male,"School of Astronautics, Harbin Institute of Technology, Harbin, 150080, China",China,1,0,0,0,1,1,1,0,0,0,0,0,0,1
,,,,,,,,Bo Sun,Male,"Beijing Institute of Spacecraft System Engineering, China Academy of Space Technology, Beijing, 100086, China",China,1,0,0,0,1,1,1,0,0,0,0,0,0,1
,,,,,,,,Yinxue Zeng,Female,"College of Electrical Engineering, Sichuan University, Chengdu, 610065, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
"Characteristics, causes, and consequences of technical debt in the automation domain","Technical debt, Automation, Software development, Interdisciplinary collaboration, Causal chains",4,2,0,1,1,0,Fandi Bi,Male,"Institute of Automation and Information Systems, Technische Universität München, Garching b. München, Germany",Germany,1,1,1,1,1,1,1,0,1,0,0,1,1,1
,,,,,,,,Birgit Vogel-Heuser,Female,"Institute of Automation and Information Systems, Technische Universität München, Garching b. München, Germany",Germany,1,0,0,1,1,1,1,0,0,1,1,0,0,1
,,,,,,,,Ziyi Huang,Female,"Institute of Automation and Information Systems, Technische Universität München, Garching b. München, Germany",Germany,0,1,1,0,0,1,0,0,1,0,0,1,0,0
,,,,,,,,Felix Ocker,Male,"Institute of Automation and Information Systems, Technische Universität München, Garching b. München, Germany",Germany,1,0,0,0,0,1,0,0,0,0,1,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
Empirical analysis of security-related code reviews in npm packages,"npm, software, security, code review, packages",5,0,0,0,0,1,Mahmoud Alfadel,Male,"University of Waterloo, Canada",Canada,1,1,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Nicholas Alexandre Nagy,Male,"Concordia University, Canada",Canada,1,1,0,0,1,0,0,0,0,0,0,0,0,1
,,,,,,,,Diego Elias Costa,Male,"University of Quebec in Montreal, Canada",Canada,1,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,Rabe Abdalkareem,Male,"Omar Al-Mukhtar University, Libya",Libya,1,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Emad Shihab,Male,"Concordia University, Canada",Canada,1,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
"Architecting complex, long-lived scientific software","software, science, architecture, engineering, data",5,0,0,0,0,1,Neil A. Ernst,Male,"University of Victoria, Canada",Canada,0,1,1,0,1,1,0,1,1,0,1,1,1,1
,,,,,,,,John Klein,Male,"Carnegie Mellon University Software Engineering Institute, USA",USA,1,1,1,1,1,1,1,1,1,1,0,0,1,1
,,,,,,,,Marco Bartolini,Male,"SKA Observatory, United Kingdom",United Kingdom,0,1,1,0,1,0,1,1,0,0,1,1,1,1
,,,,,,,,Jeremy Coles,Male,"University of Cambridge, United Kingdom",United Kingdom,0,0,0,1,0,0,0,0,0,0,1,0,0,1
,,,,,,,,Nick Rees,Male,"SKA Observatory, United Kingdom",United Kingdom,1,0,0,1,0,0,0,1,0,1,1,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
Generic and robust root cause localization for multi-dimensional data in online service systems,"[localization, multi-dimensional data, online services, root cause analysis, fault diagnosis]",12,0,0,0,1,0,Zeyan Li,Male,"Tsinghua University, Beijing, China",China,1,0,0,0,1,1,0,0,1,0,0,1,1,1
,,,,,,,,Junjie Chen,Male,"Tianjin University, College of Intelligence and Computing, Tianjin, China",China,1,0,0,0,0,0,1,0,0,1,0,0,0,1
,,,,,,,,Yihao Chen,Male,"Tsinghua University, Beijing, China",China,1,0,0,0,1,1,0,0,1,0,0,1,0,0
,,,,,,,,Chengyang Luo,Male,"Tsinghua University, Beijing, China",China,0,0,0,0,1,1,0,0,0,0,0,0,0,0
,,,,,,,,Yiwei Zhao,Male,"Tsinghua University, Beijing, China",China,0,0,0,0,1,0,0,0,1,0,0,0,0,0
,,,,,,,,Yongqian Sun,Male,"Nankai University, College of Software, Tianjin, China",China,0,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,Kaixin Sui,Male,"Bizseer, Beijing, China",China,1,0,0,0,0,0,0,1,0,0,0,0,0,0
,,,,,,,,Xiping Wang,Male,"Tsinghua University, Beijing, China",China,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,,,,,,,,Dapeng Liu,Male,"Bizseer, Beijing, China",China,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,,,,,,,,Xing Jin,Male,"China Construction Bank, Beijing, China",China,0,1,0,0,0,0,0,1,0,0,0,0,0,0
,,,,,,,,Qi Wang,Male,"China Construction Bank, Beijing, China",China,0,1,0,0,0,0,0,1,0,0,0,0,0,0
,,,,,,,,Dan Pei,Male,"Beijing National Research Center for Information Science and Technology (BNRist), Beijing, China",China,0,0,0,1,0,0,1,1,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Learning a holistic and comprehensive code representation for code summarization,"code, summarization, neural network, software, productivity",3,0,0,0,1,0,Kaiyuan Yang,Male,"College of Computer Science, Sichuan University, Chengdu 610065, China",China,0,0,0,0,1,1,0,0,1,0,1,0,1,1
,,,,,,,,Junfeng Wang,Male,"College of Computer Science, Sichuan University, Chengdu 610065, China",China,0,0,0,0,1,0,0,0,0,1,1,0,0,1
,,,,,,,,Zihua Song,Male,"School of Cyber Science and Engineering, Sichuan University, Chengdu 610207, China",China,0,1,0,0,0,1,0,0,0,0,1,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
An Investigation of Confusing Code Patterns in JavaScript,"software, JavaScript, programming, research, cognitive",10,1,0,0,0,1,Adriano Torres,Male,"Computer Science Department, University of Brasília, Brazil",Brazil,1,0,0,0,1,0,0,0,0,1,0,0,1,1
,,,,,,,,Caio Oliveira,Male,"Computer Science Department, University of Brasília, Brazil",Brazil,1,0,0,0,1,0,0,0,0,1,0,0,1,1
,,,,,,,,Márcio Okimoto,Male,"Computer Science Department, University of Brasília, Brazil",Brazil,0,0,1,0,1,0,0,0,0,0,0,0,1,1
,,,,,,,,Diego Marcílio,Male,"Universitá Della Svizzera Italiana, Switzerland",Switzerland,0,0,1,0,1,0,0,0,0,0,0,0,1,1
,,,,,,,,Pedro Queiroga,Male,"Informatics Center, University Federal of Pernambuco, Brazil",Brazil,1,0,0,0,0,0,0,0,0,0,0,0,1,1
,,,,,,,,Fernando Castor,Male,"Informatics Center, University Federal of Pernambuco, Brazil",Brazil,1,0,0,0,0,0,0,0,0,0,0,0,1,1
,,,,,,,,Rodrigo Bonifácio,Male,"Computer Science Department, University of Brasília, Brazil",Brazil,0,0,0,0,0,0,0,0,0,1,0,0,1,1
,,,,,,,,Edna Dias Canedo,Female,"Computer Science Department, University of Brasília, Brazil",Brazil,0,0,0,0,0,0,0,0,0,1,0,0,1,1
,,,,,,,,Márcio Ribeiro,Male,"Institute of Computing, Federal University of Alagoas, Brazil",Brazil,0,0,0,0,0,0,0,0,0,1,0,0,1,1
,,,,,,,,Eduardo Monteiro,Male,"Statistics Department, University of Brasília, Brazil",Brazil,0,0,1,0,0,0,0,0,0,1,0,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
CausalRCA: Causal inference based precise fine-grained root cause localization for microservice applications,"microservices, performance, cloud, root cause, localization",3,1,1,0,0,1,Ruyue Xin a,Female,"Multiscale Networked Systems (MNS), University of Amsterdam, Amsterdam, The Netherlands",The Netherlands,1,0,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Peng Chen b,Male,"School of Computer and Software Engineering, Xihua University, Chengdu, China",China,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,,,,,,,,Zhiming Zhao a,Male,"Multiscale Networked Systems (MNS), University of Amsterdam, Amsterdam, The Netherlands",The Netherlands,0,0,0,0,0,0,0,1,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
DongTing: A large-scale dataset for anomaly detection of the Linux kernel,"kernel, anomaly, dataset, detection, applications",5,0,0,0,1,0,Guoyun Duan,Male,"CSEE of Hunan University, Information and Network Center, Hunan University of Science and Engineering, Information and Network Center, Hunan University of Science and Engineering, Yongzhou, Hunan 425199, China",China,1,0,0,0,1,1,0,0,1,0,1,0,1,0
,,,,,,,,Yuanzhi Fu,Male,"CSEE of Hunan University, Information and Network Center, Hunan University of Science and Engineering",China,0,0,1,0,1,0,0,0,0,0,1,0,1,0
,,,,,,,,Minjie Cai,Male,"CSEE of Hunan University, Information and Network Center, Hunan University of Science and Engineering",China,0,0,0,1,1,0,0,0,0,0,0,0,0,1
,,,,,,,,Hao Chen,Male,"CSEE of Hunan University, Information and Network Center, Hunan University of Science and Engineering",China,1,0,0,0,1,0,0,0,0,0,0,0,0,1
,,,,,,,,Jianhua Sun,Male,"CSEE of Hunan University, Information and Network Center, Hunan University of Science and Engineering",China,0,0,0,1,0,0,1,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,
Out of the BLEU: How should we assess quality of the Code Generation models?,"code generation, metrics, evaluation, human judgement, datasets",4,0,0,0,0,1,Mikhail Evtikhiev,Male,"JetBrains Research, JetBrains","Cyprus, Germany",1,1,1,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Egor Bogomolov,Male,JetBrains Research,Cyprus,1,1,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Yaroslav Sokolov,Male,JetBrains,Germany,1,1,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,Timofey Bryksin,Male,JetBrains Research,Cyprus,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
Predicting resource consumption of Kubernetes container systems using resource models,"cloud computing, Kubernetes, microservices, service management, orchestration",6,1,0,0,0,1,Gianluca Turin,Male,"University of Oslo, Gaustadalleen 23B, NO-0373, Oslo, Norway, Universita’ degli Studi di Torino, Corso Svizzera 185, 10149, Torino, Italy","Norway, Italy",1,1,0,0,1,1,0,0,1,0,1,1,1,0
,,,,,,,,Andrea Borgarelli,Male,"Universita’ degli Studi di Torino, Corso Svizzera 185, 10149, Torino, Italy",Italy,1,0,0,0,0,0,0,0,1,0,1,0,1,0
,,,,,,,,Simone Donetti,Male,"Universita’ degli Studi di Torino, Corso Svizzera 185, 10149, Torino, Italy",Italy,1,0,0,0,0,0,0,0,1,0,1,0,0,0
,,,,,,,,Ferruccio Damiani,Male,"Universita’ degli Studi di Torino, Corso Svizzera 185, 10149, Torino, Italy",Italy,1,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,Einar Broch Johnsen,Male,"University of Oslo, Gaustadalleen 23B, NO-0373, Oslo, Norway",Norway,1,0,0,0,1,1,0,0,0,1,0,0,1,1
,,,,,,,,S. Lizeth Tapia Tarifa,Female,"University of Oslo, Gaustadalleen 23B, NO-0373, Oslo, Norway, Universita’ degli Studi di Torino, Corso Svizzera 185, 10149, Torino, Italy","Norway, Italy",1,0,0,0,1,1,0,0,0,1,0,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
LWS: A framework for log-based workload simulation in session-based SUT,"AIOps, cloud-native systems, simulation, workloads, microservices",8,0,0,0,1,0,Yongqi Han,Male,"School of Software Engineering, Tongji University",China,1,1,0,0,1,1,0,0,1,0,0,0,1,1
,,,,,,,,Qingfeng Du,Male,"School of Software Engineering, Tongji University",China,0,0,0,0,0,1,1,1,0,0,1,0,0,1
,,,,,,,,Jincheng Xu,Male,"School of Software Engineering, Tongji University",China,1,0,0,0,1,1,0,0,1,0,0,0,1,1
,,,,,,,,Shengjie Zhao,Male,"School of Software Engineering, Tongji University",China,0,0,0,0,0,0,0,1,0,0,1,0,0,1
,,,,,,,,Zhekang Chen,Male,"Bizseer, Department of Computer Science and Technology, Tsinghua University",China,1,1,0,0,0,1,0,1,0,0,1,0,0,1
,,,,,,,,Li Cao,Male,"Bizseer, Department of Computer Science and Technology, Tsinghua University",China,0,1,0,0,0,0,0,1,0,0,1,0,0,1
,,,,,,,,Kanglin Yin,Male,"Department of Computer Science and Technology, Tsinghua University",China,1,1,0,0,0,1,0,1,0,0,1,0,0,1
,,,,,,,,Dan Pei,Male,"Department of Computer Science and Technology, Tsinghua University",China,0,1,0,1,0,0,1,1,0,0,1,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
A benchmark generator framework for evolving variant-rich software,"Software variants, Variant-rich systems, Software product line engineering, Benchmarking, Tool evaluation",3,0,0,0,0,1,Christoph Derks,Male,"Ruhr University Bochum, Universitätsstraße 150, Bochum, 44801, Germany, Chalmers/University of Gothenburg, Department of Computer Science and Engineering, Gothenburg, 41296, Sweden","Germany, Sweden",1,1,0,0,1,0,0,0,1,0,1,1,1,1
,,,,,,,,Daniel Strüber,Male,"Chalmers/University of Gothenburg, Department of Computer Science and Engineering, Gothenburg, 41296, Sweden, Radboud University Nijmegen, Toernooiveld 212, Nijmegen, 6525 EC, The Netherlands","Sweden, Netherlands",1,0,0,0,0,1,0,1,0,1,0,0,1,1
,,,,,,,,Thorsten Berger,Male,"Ruhr University Bochum, Universitätsstraße 150, Bochum, 44801, Germany, Chalmers/University of Gothenburg, Department of Computer Science and Engineering, Gothenburg, 41296, Sweden","Germany, Sweden",1,0,0,1,0,1,1,1,0,1,0,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
Enhancing Web Applications Observability through Instrumented Automated Browsers,"software engineering, web applications, observability, empirical study, browser extension",4,0,0,0,0,1,Boni García,Male,"Universidad Carlos III de Madrid, ETSI Telecomunicación, Universidad Politécnica de Madrid",Spain,1,0,0,0,0,1,0,0,1,0,1,0,1,1
,,,,,,,,Filippo Ricca,Male,Università di Genova,Italy,0,0,0,0,0,1,0,0,0,0,1,0,0,1
,,,,,,,,Jose M. del Alamo,Male,Universidad Politécnica de Madrid,Spain,1,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,,Maurizio Leotta,Male,Università di Genova,Italy,0,0,0,0,0,1,0,0,0,0,1,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
A Grey Literature Review on Data Stream Processing applications testing,"data stream processing, software testing, grey literature, real-time data, quality assurance",5,0,0,0,1,0,Alexandre Vianna,Male,"Centro de Informatica, Universidade Federal de Pernambuco (UFPE), Brazil, Instituto Federal de Pernambuco (IFPE), Brazil",Brazil,1,1,0,0,1,0,1,0,0,0,1,1,1,0
,,,,,,,,Fernando Kenji Kamei,Male,"Centro de Informatica, Universidade Federal de Pernambuco (UFPE), Brazil, Instituto Federal de Alagoas (IFAL), Brazil",Brazil,0,0,0,0,0,1,0,0,0,0,1,0,0,0
,,,,,,,,Kiev Gama,Male,"Centro de Informatica, Universidade Federal de Pernambuco (UFPE), Brazil",Brazil,0,0,0,0,0,0,0,0,0,1,1,0,0,1
,,,,,,,,Carlos Zimmerle,Male,"Centro de Informatica, Universidade Federal de Pernambuco (UFPE), Brazil",Brazil,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,,João Alexandre Neto,Male,"Centro de Informatica, Universidade Federal de Pernambuco (UFPE), Brazil",Brazil,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,
On the relation of method popularity to breaking changes in the Maven ecosystem,"Software Engineering, Dependency Management, Semantic Versioning, Library Reuse, Impact Analysis",3,0,0,1,1,0,Mehdi Keshani,Male,Delft University of Technology,Netherlands,1,0,0,0,0,1,0,0,1,0,0,0,1,0
,,,,,,,,Simcha Vos,Male,Delft University of Technology,Netherlands,0,0,0,0,1,0,0,0,1,0,0,1,0,0
,,,,,,,,Sebastian Proksch,Male,Delft University of Technology,Netherlands,0,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
A comprehensive evaluation of SZZ Variants through a developer-informed oracle,"Empirical Studies, Software Engineering, Bug Inducing Changes, Natural Language Processing (NLP), SZZ Algorithm",7,1,0,0,0,1,Giovanni Rosa,Male,"STAKE Lab, University of Molise",Italy,1,1,1,0,1,1,0,0,1,0,1,1,1,1
,,,,,,,,Luca Pascarella,Male,"Software Institute, USI Università della Svizzera Italiana",Switzerland,1,1,1,0,1,1,0,0,1,0,1,1,1,1
,,,,,,,,Simone Scalabrino,Male,"STAKE Lab, University of Molise",Italy,1,0,1,0,0,1,0,0,1,0,1,1,1,1
,,,,,,,,Rosalia Tufano,Female,"Software Institute, USI Università della Svizzera Italiana",Switzerland,1,0,0,0,1,1,0,0,0,0,0,0,1,1
,,,,,,,,Gabriele Bavota,Male,"Software Institute, USI Università della Svizzera Italiana",Switzerland,1,0,0,1,0,0,0,0,0,1,0,0,1,1
,,,,,,,,Michele Lanza,Male,"Software Institute, USI Università della Svizzera Italiana",Switzerland,1,0,0,1,0,0,0,0,0,1,0,0,1,1
,,,,,,,,Rocco Oliveto,Male,"STAKE Lab, University of Molise",Italy,1,0,0,1,0,0,0,0,0,1,0,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
A decade of code comment quality assessment: A systematic literature review,"Software Engineering, Code Quality, Literature Review, Software Maintenance, Program Comprehension",12,8,1,0,0,1,Pooja Rani,Female,"Software Composition Group, University of Bern, Bern, Switzerland",Switzerland,1,1,0,0,1,1,1,0,1,0,1,1,1,1
,,,,,,,,Arianna Blasi,Female,"Università della Svizzera italiana, Lugano, Switzerland",Switzerland,1,1,0,0,1,1,0,0,1,0,1,1,0,1
,,,,,,,,Nataliia Stulova,Female,"Software Composition Group, University of Bern, Bern, Switzerland",Switzerland,1,1,0,0,1,1,1,0,1,0,1,1,0,1
,,,,,,,,Sebastiano Panichella,Male,"Zurich University of Applied Science, Zurich, Switzerland",Switzerland,1,0,0,0,1,1,0,0,0,0,1,0,0,1
,,,,,,,,Alessandra Gorla,Female,"IMDEA Software Institute, Madrid, Spain",Spain,1,1,0,0,1,0,0,0,1,0,0,0,0,1
,,,,,,,,Oscar Nierstrasz,Male,"Software Composition Group, University of Bern, Bern, Switzerland",Switzerland,0,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
A first look at bug report templates on GitHub,"bug report templates, GitHub, empirical study, software engineering, template mechanism",5,2,1,1,1,0,Hongyan Li,Female,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,0,0,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Meng Yan,Female,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,1,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,Weifeng Sun,Male,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,0,0,0,0,1,0,0,0,0,0,1,0,0,1
,,,,,,,,Xiao Liu,Male,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,Yunsong Wu,Male,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,0,1,0,0,0,0,0,0,0,0,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,
A multi-objective evolutionary approach towards automated online controlled experiments,"A/B Testing, Software Engineering, Automation, Multi-Objective Optimization, Experimentation",3,0,0,1,1,0,Jie J.W. Wu,Male,"Department of Engineering Management and Systems Engineering, George Washington University, Washington, DC 20052, United States of America",United States,1,1,0,0,0,1,0,0,0,0,0,0,1,1
,,,,,,,,Thomas A. Mazzuchi,Male,"Department of Engineering Management and Systems Engineering, George Washington University, Washington, DC 20052, United States of America",United States,0,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,Shahram Sarkani,Male,"Department of Engineering Management and Systems Engineering, George Washington University, Washington, DC 20052, United States of America",United States,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GitHub Copilot AI pair programmer: Asset or Liability?,"AI Programming, Software Engineering, Deep Learning, Code Synthesis, Empirical Study",6,1,1,0,1,0,Arghavan Moradi Dakhel,Female,"Polytechnique Montreal, Montreal, Canada",Canada,1,0,0,0,1,1,0,0,1,0,1,1,1,1
,,,,,,,,Vahid Majdinasab,Male,"Polytechnique Montreal, Montreal, Canada",Canada,0,0,0,0,0,1,0,0,0,0,0,0,1,1
,,,,,,,,Amin Nikanjam,Male,"Polytechnique Montreal, Montreal, Canada",Canada,1,0,0,0,0,1,0,0,0,0,0,0,0,1
,,,,,,,,Foutse Khomh,Male,"Polytechnique Montreal, Montreal, Canada",Canada,0,0,0,0,0,0,1,0,0,1,0,0,0,0
