Paper Title,Study Domain Terms,Author Name,Gender,gender_annotation,Affiliation,Unique Institute Count,Country,Unique Country Count,Total Authors,Female Authors,Female_lead?,Male_lead?,local_Contribution?,national_collaboration?,International_collaboration?,Supervision,FemaleSupervision,MaleSupervision
,,Radu Calinescu,Male,0,"Department of Computer Science, University of York",,UK,,,,,,,,,1,0,1
,,Colin Paterson,Male,0,"Department of Computer Science, University of York",,UK,,,,,,,,,0,0,0
,,Raffaela Mirandola,Female,1,Politecnico di Milano,,Italy,,,,,,,,,0,0,0
Random or heuristic? An empirical study on path search strategies for test generation in KLEE,"Path search, test generation, random strategy, heuristic strategy, optimization",Zhiyi Zhang,Male,0,"Nanjing University of Aeronautics and Astronautics, National Key Laboratory for Novel Software Technology, Collaborative Innovation Center of Novel Software Technology and Industrialization",3,China,1,6,1,0,1,0,1,0,1,0,1
,,Ziyuan Wang,Male,0,Nanjing University of Posts and Telecommunications,,China,,,,,,,,,0,0,0
,,Fan Yang,Male,0,Nanjing University of Posts and Telecommunications,,China,,,,,,,,,0,0,0
,,Jiahao Wei,Male,0,Nanjing University of Posts and Telecommunications,,China,,,,,,,,,0,0,0
,,Yuqian Zhou,Female,1,"Nanjing University of Aeronautics and Astronautics, Ministry Key Laboratory for Safety-Critical Software Development and Verification",,China,,,,,,,,,0,0,0
,,Zhiqiu Huang,Male,0,"Nanjing University of Aeronautics and Astronautics, Ministry Key Laboratory for Safety-Critical Software Development and Verification",,China,,,,,,,,,0,0,0
Spreadsheet debugging: The perils of tool over-reliance,"spreadsheets, debugging, heuristic, fault identification, tool reliance",Adil Mukhtar,Male,0,Graz University of Technology,2,Austria,1,4,1,0,1,0,1,0,0,0,0
,,Birgit Hofer,Female,1,Graz University of Technology,,Austria,,,,,,,,,0,0,0
,,Dietmar Jannach,Male,0,University of Klagenfurt,,Austria,,,,,,,,,1,0,1
,,Franz Wotawa,Male,0,Graz University of Technology,,Austria,,,,,,,,,1,0,1
Taxonomy of security weaknesses in Java and Kotlin Android apps,"Security, Mobile apps, Android, Java, Kotlin",Alejandro Mazuera-Rozo,Male,0,"UniversitÃ della Svizzera Italiana, Lugano, Switzerland; Universidad de los Andes, BogotÃ¡, Colombia",4,"Switzerland, Colombia",4,7,1,0,1,0,0,1,0,0,0
,,Camilo Escobar-VelÃ¡squez,Male,0,"Universidad de los Andes, BogotÃ¡, Colombia",,Colombia,,,,,,,,,0,0,0
,,Juan Espitia-Acero,Male,0,"Universidad de los Andes, BogotÃ¡, Colombia",,Colombia,,,,,,,,,0,0,0
,,David Vega-GuzmÃ¡n,Male,0,"Universidad de los Andes, BogotÃ¡, Colombia",,Colombia,,,,,,,,,0,0,0
,,Catia Trubiani,Female,1,"Gran Sasso Science Institute, Lâ€™Aquila, Italy",,Italy,,,,,,,,,0,0,0
,,Mario Linares-VÃ¡squez,Male,0,"Universidad de los Andes, BogotÃ¡, Colombia",,Colombia,,,,,,,,,1,0,1
,,Gabriele Bavota,Male,0,"UniversitÃ della Svizzera Italiana, Lugano, Switzerland",,Switzerland,,,,,,,,,1,0,1
Technical debts and faults in open-source quantum software systems: An empirical study,"Quantum computing, software maintenance, technical debt, fault occurrence, code design",Moses Openja,Male,0,"SWAT Lab, Ã‰cole Polytechnique de MontrÃ©al",1,Canada,1,5,1,0,1,1,1,0,0,0,0
,,Mohammad Mehdi Morovati,Male,0,"SWAT Lab, Ã‰cole Polytechnique de MontrÃ©al",,Canada,,,,,,,,,0,0,0
,,Le An,Male,0,"SWAT Lab, Ã‰cole Polytechnique de MontrÃ©al",,Canada,,,,,,,,,0,0,0
,,Foutse Khomh,Male,0,"SWAT Lab, Ã‰cole Polytechnique de MontrÃ©al",,Canada,,,,,,,,,1,0,1
,,Mouna Abidi,Female,1,"SWAT Lab, Ã‰cole Polytechnique de MontrÃ©al",,Canada,,,,,,,,,0,0,0
Towards a logical framework for ideal MBSE tool selection based on discipline specific requirements,"Model-Based Systems Engineering, Product Development, Market Research, Quality Function Deployment, Decision Matrix",Azad Khandoker,Male,0,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",3,Austria,1,8,1,0,1,0,1,0,0,0,0
,,Sabine Sint,Female,1,"Christian Doppler Laboratory for Model-Integrated Smart Production (CDL-MINT), Department of Business Informatics",,Austria,,,,,,,,,0,0,0
,,Guido Gessl,Male,0,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",,Austria,,,,,,,,,0,0,0
,,Klaus Zeman,Male,0,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",,Austria,,,,,,,,,1,0,1
,,Franz Jungreitmayr,Male,0,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",,Austria,,,,,,,,,0,0,0
,,Helmut Wahl,Male,0,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",,Austria,,,,,,,,,0,0,0
,,Andreas Wenigwieser,Male,0,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",,Austria,,,,,,,,,0,0,0
,,Roland Kretschmer,Male,0,"Institute for Software Systems Engineering, Johannes Kepler University Linz",,Austria,,,,,,,,,0,0,0
Usability inspection: Novice crowd inspectors versus expertâœ©,"Usability, Crowdsourcing, Heuristic Evaluation, Experiment Design, Cost-effectiveness",Muhammad Nasir,Male,0,"Faculty of Basic and Applied Sciences, International Islamic University, Islamabad, Pakistan; Faculty of Computing, Riphah International University, Islamabad, Pakistan",3,Pakistan,1,3,1,0,1,0,1,0,0,0,0
,,Naveed Ikram,Male,0,"Faculty of Computing, Riphah International University, Islamabad, Pakistan",,Pakistan,,,,,,,,,1,0,1
,,Zakia Jalil,Female,1,"Faculty of Basic and Applied Sciences, International Islamic University, Islamabad, Pakistan",,Pakistan,,,,,,,,,0,0,0
VulSlicer: Vulnerability detection through code slicing,"Vulnerability detection, code slicing, open-source projects, vulnerability-relevant statements, program analysis",Solmaz Salimi,Female,1,"S4Lab, Department of Computer Engineering, Sharif University of Technology",1,Iran,1,2,1,1,0,1,1,0,0,0,0
,,Mehdi Kharrazi,Male,0,"S4Lab, Department of Computer Engineering, Sharif University of Technology",,Iran,,,,,,,,,1,0,1
Studying the association between Gitcoinâ€™s issues and resolving outcomes,"Open-source software, Bug bounty platforms, Statistical analysis, Machine learning, Issue resolution",Morakot Choetkiertikul,Male,0,"Faculty of Information and Communication Technology, Mahidol University, Thailand",3,Thailand,2,8,3,0,1,0,0,1,1,0,1
,,Arada Puengmongkolchaikit,Female,1,"Faculty of Information and Communication Technology, Mahidol University, Thailand",,Thailand,,,,,,,,,0,0,0
,,Pandaree Chandra,Female,1,"Faculty of Information and Communication Technology, Mahidol University, Thailand",,Thailand,,,,,,,,,0,0,0
,,Chaiyong Ragkhitwetsagul,Male,0,"Faculty of Information and Communication Technology, Mahidol University, Thailand",,Thailand,,,,,,,,,0,0,0
,,Rungroj Maipradit,Male,0,"Nara Institute of Science and Technology, Japan",,Japan,,,,,,,,,0,0,0
,,Hideaki Hata,Male,0,"Shinshu University, Japan",,Japan,,,,,,,,,1,0,1
,,Thanwadee Sunetnanta,Female,1,"Faculty of Information and Communication Technology, Mahidol University, Thailand",,Thailand,,,,,,,,,0,0,0
,,Kenichi Matsumoto,Male,0,"Nara Institute of Science and Technology, Japan",,Japan,,,,,,,,,0,0,0
Continuous verification with acknowledged MAPE-K pattern and time logic-based slicing: A platooning system of systems case study,"SoS, platooning, control loop, resilience, verification",Jiyoung Song,Female,1,"Computer Engineering, Hannam University, 70 Hannamro, Daedeok-Gu, Daejeon, 34430",2,Republic of Korea,1,2,1,1,0,0,1,0,0,0,0
,,Doo-Hwan Bae,Male,0,"School of Computing, Korea Advanced Institute of Science and Technology (KAIST), 291 Daehak-ro, Yuseong-gu, Daejeon, 34141",,Republic of Korea,,,,,,,,,1,0,1
Enhancing Ethereum smart-contracts static analysis by computing a precise Control-Flow Graph of Ethereum bytecode,"Ethereum, Smart contracts, Static analysis, Control-Flow Graph, Blockchain",Michele Pasqua,Male,0,"University of Verona, Strada le Grazie 15, Verona 37134, Verona, Italy",1,Italy,1,6,1,0,1,1,1,0,0,0,0
,,Andrea Benini,Male,0,"University of Verona, Strada le Grazie 15, Verona 37134, Verona, Italy",,Italy,,,,,,,,,0,0,0
,,Filippo Contro,Male,0,"University of Verona, Strada le Grazie 15, Verona 37134, Verona, Italy",,Italy,,,,,,,,,0,0,0
,,Marco Crosara,Male,0,"University of Verona, Strada le Grazie 15, Verona 37134, Verona, Italy",,Italy,,,,,,,,,0,0,0
,,Mila Dalla Preda,Female,1,"University of Verona, Strada le Grazie 15, Verona 37134, Verona, Italy",,Italy,,,,,,,,,0,0,0
,,Mariano Ceccato,Male,0,"University of Verona, Strada le Grazie 15, Verona 37134, Verona, Italy",,Italy,,,,,,,,,1,0,1
VsusFL: Variable-suspiciousness-based Fault Localization for novice programs,"programming, fault localization, novice programs, debugging, empirical studies",Zheng Li,Male,0,"College of Information Science and Technology, Beijing University of Chemical Technology",2,China,1,7,1,0,1,0,1,0,1,0,1
,,Shumei Wu,Female,1,"College of Information Science and Technology, Beijing University of Chemical Technology",,China,,,,,,,,,0,0,0
,,Yong Liu,Male,0,"College of Information Science and Technology, Beijing University of Chemical Technology",,China,,,,,,,,,1,0,1
,,Jitao Shen,Male,0,"College of Information Science and Technology, Beijing University of Chemical Technology",,China,,,,,,,,,0,0,0
,,Yonghao Wu,Male,0,"College of Information Science and Technology, Beijing University of Chemical Technology",,China,,,,,,,,,0,0,0
,,Zhanwen Zhang,Male,0,"College of Information Science and Technology, Beijing University of Chemical Technology",,China,,,,,,,,,0,0,0
,,Xiang Chen,Male,0,"School of Information Science and Technology, Nantong University",,China,,,,,,,,,0,0,0
Boosting multi-objective just-in-time software defect prediction by fusing expert metrics and semantic metrics,"software, prediction, code, metrics, learning",Xiang Chen,Male,0,"School of Information Science and Technology, Nantong University, Nantong, China",2,China,1,5,1,0,1,0,1,0,1,0,1
,,Hongling Xia,Female,1,"School of Information Science and Technology, Nantong University, Nantong, China",,China,,,,,,,,,0,0,0
,,Wenlong Pei,Male,0,"School of Information Science and Technology, Nantong University, Nantong, China",,China,,,,,,,,,0,0,0
,,Chao Ni,Male,0,"School of Software Technology, Zhejiang University, Hangzhou, China",,China,,,,,,,,,0,0,0
,,Ke Liu,Male,0,"School of Information Science and Technology, Nantong University, Nantong, China",,China,,,,,,,,,0,0,0
TitleGen-FL: Quality prediction-based filter for automated issue title generation,"Automated issue title generation, Quality prediction, Software engineering, Deep learning, Information retrieval",Hao Lin,Male,0,"School of Information Science and Technology, Nantong University, Nantong, China",4,China,1,8,1,0,1,0,1,0,0,0,0
,,Xiang Chen,Male,0,"School of Information Science and Technology, Nantong University, Nantong, China, Key Laboratory of Safety-Critical Software (Nanjing University of Aeronautics and Astronautics), Ministry of Industry and Information Technology, Nanjing, China",,China,,,,,,,,,1,0,1
,,Xuejiao Chen,Female,1,"School of Information Science and Technology, Nantong University, Nantong, China",,China,,,,,,,,,0,0,0
,,Zhanqi Cui,Male,0,"Computer School, Beijing Information Science and Technology University, Beijing, China",,China,,,,,,,,,0,0,0
,,Yun Miao,Male,0,"School of Information Science and Technology, Nantong University, Nantong, China",,China,,,,,,,,,0,0,0
,,Shan Zhou,Male,0,"Technology and Engineering Center for Space Utilization, Chinese Academy of Sciences, Beijing, China",,China,,,,,,,,,0,0,0
,,Jianmin Wang,Male,0,"Technology and Engineering Center for Space Utilization, Chinese Academy of Sciences, Beijing, China",,China,,,,,,,,,0,0,0
,,Zhan Su,Male,0,"School of Information Science and Technology, Nantong University, Nantong, China",,China,,,,,,,,,0,0,0
ExploitGen: Template-augmented exploit code generation based on CodeBERT,"code generation, vulnerabilities, code, security, evaluation",Guang Yang,Male,0,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China, Key Laboratory of Safety-Critical Software, Ministry of Industry and Information Technology, Nanjing, China",3,China,2,6,1,0,1,0,0,1,0,0,0
,,Yu Zhou,Male,0,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China, Key Laboratory of Safety-Critical Software, Ministry of Industry and Information Technology, Nanjing, China",,China,,,,,,,,,1,0,1
,,Xiang Chen,Male,0,"Key Laboratory of Safety-Critical Software, Ministry of Industry and Information Technology, Nanjing, China, School of Information Science and Technology, Nantong University, Nantong, China",,China,,,,,,,,,0,0,0
,,Xiangyu Zhang,Male,0,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China, Key Laboratory of Safety-Critical Software, Ministry of Industry and Information Technology, Nanjing, China",,China,,,,,,,,,0,0,0
,,Tingting Han,Female,1,"Department of Computer Science and Data Science, Birkbeck, University of London, UK",,UK,,,,,,,,,0,0,0
,,Taolue Chen,Male,0,"Department of Computer Science and Data Science, Birkbeck, University of London, UK",,UK,,,,,,,,,0,0,0
Software engineering research on the Robot Operating System: A systematic mapping study,"robotics, software engineering, research, industry, evaluation",Michel Albonico,Male,0,"Federal University of Technology, ParanÃ¡ (UTFPR), Brazil",2,Brazil,2,4,1,0,1,0,0,1,0,0,0
,,Milica ÄorÄ‘eviÄ‡,Female,1,"Vrije Universiteit Amsterdam, Netherlands",,Netherlands,,,,,,,,,0,0,0
,,Engel Hamer,Male,0,"Vrije Universiteit Amsterdam, Netherlands",,Netherlands,,,,,,,,,0,0,0
,,Ivano Malavolta,Male,0,"Vrije Universiteit Amsterdam, Netherlands",,Netherlands,,,,,,,,,1,0,1
"A critical comparison on six static analysis tools: Detection, agreement, and precision","Static Analysis Tools, Software Engineering, Quality Assurance, Technical Debt, Java Projects",Valentina Lenarduzzi,Female,1,M3S Research Unit - University of Oulu,3,Finland,2,5,3,1,0,0,0,1,0,0,0
,,Fabiano Pecorelli,Male,0,Clowee Research group - Tampere University,,Finland,,,,,,,,,0,0,0
,,Nyyti Saarimaki,Female,1,Clowee Research group - Tampere University,,Finland,,,,,,,,,0,0,0
,,Savanna Lujan,Female,1,Clowee Research group - Tampere University,,Finland,,,,,,,,,0,0,0
,,Fabio Palomba,Male,0,SeSa Lab - University of Salerno,,Italy,,,,,,,,,1,0,1
Catalog and detection techniques of microservice anti-patterns and bad smells: A tertiary study,"microservices, anti-patterns, detection, architecture, quality",Tomas Cerny,Male,0,"SIE, University of Arizona, Tucson, AZ, USA",4,USA,3,5,1,0,1,0,0,1,1,0,1
,,Amr S. Abdelfattah,Male,0,"Baylor University, Waco, TX, USA",,USA,,,,,,,,,0,0,0
,,Abdullah Al Maruf,Male,0,"Baylor University, Waco, TX, USA",,USA,,,,,,,,,0,0,0
,,Andrea Janes,Female,1,"FHV Vorarlberg University of Applied Sciences, Dornbirn, Austria",,Austria,,,,,,,,,0,0,0
,,Davide Taibi,Male,0,"Tampere University, Tampere, Finland",,Finland,,,,,,,,,1,0,1
Pragmatic evidence of cross-language link detection: A systematic literature review,"software, engineering, applications, multilingual, analysis",Saira Latif a,Female,1,"University of Central Punjab, Lahore 54000, Pakistan",6,Pakistan,4,6,2,1,0,0,0,1,0,0,0
,,Zaigham Mushtaq b,Male,0,"The Islamia University, Bahawalpur 63102, Pakistan",,Pakistan,,,,,,,,,0,0,0
,,Ghulam Rasool c,Male,0,"COMSATS University Islamabad, Lahore Campus, 54000, Pakistan",,Pakistan,,,,,,,,,0,0,0
,,Furqan Rustam d,Male,0,"School of Computer Science, University College Dublin, Belfield Dublin 4, Ireland",,Ireland,,,,,,,,,0,0,0
,,Naila Aslam e,Female,1,"School of Electronics and Information Engineering, Hebei University of Technology, Tianjin 300401, China",,China,,,,,,,,,0,0,0
,,Imran Ashraf f,Male,0,"Information and Communication Engineering, Yeungnam University, Gyeongsan 38541, Republic of Korea",,South Korea,,,,,,,,,1,0,1
CharM â€” Evaluating a model for characterizing service-based architectures,"service, architecture, microservice, software, model",Thatiane de Oliveira Rosa,Female,1,"Mathematics and Statistics Institute of the University of SÃ£o Paulo - IME-USP, Federal Institute of Tocantins",4,Brazil,3,4,1,1,0,0,0,1,0,0,0
,,Eduardo Martins Guerra,Male,0,Computer Science Faculty of the Free University of Bozen-Bolzano,,Italy,,,,,,,,,0,0,0
,,Filipe Figueiredo Correia,Male,0,"Faculty of Engineering of the University of Porto, INESCTEC",,Portugal,,,,,,,,,1,0,1
,,Alfredo Goldman,Male,0,Mathematics and Statistics Institute of the University of SÃ£o Paulo - IME-USP,,Brazil,,,,,,,,,0,0,0
Comparing software product lines and Clone and Own for game software engineering under two paradigms: Model-driven development and code-driven development,"Software engineering, Game development, Code reuse, Empirical evaluation, Model-driven development",Jorge Chueca,Male,0,"Universidad San Jorge, SVIT Research Group",1,Spain,1,6,2,0,1,1,1,0,0,0,0
,,Jose Ignacio Trasobares,Male,0,"Universidad San Jorge, SVIT Research Group",,Spain,,,,,,,,,0,0,0
,,Ãfrica Domingo,Female,1,"Universidad San Jorge, SVIT Research Group",,Spain,,,,,,,,,0,0,0
,,Lorena Arcega,Female,1,"Universidad San Jorge, SVIT Research Group",,Spain,,,,,,,,,0,0,0
,,Carlos Cetina,Male,0,"Universidad San Jorge, SVIT Research Group",,Spain,,,,,,,,,0,0,0
,,Jaime Font,Male,0,"Universidad San Jorge, SVIT Research Group",,Spain,,,,,,,,,1,0,1
On the impact of single and co-occurrent refactorings on quality attributes in android applications,"Software refactoring, Android applications, Software quality, Empirical study, Quality metrics",Ali Ouni,Male,0,"Ecole de Technologie Superieure, University of Quebec, Montreal, QC, Canada",5,Canada,3,6,2,0,1,0,0,1,1,0,1
,,Eman Abdullah AlOmar,Female,1,"Stevens Institute of Technology, Hoboken, NJ, USA",,USA,,,,,,,,,0,0,0
,,Oumayma Hamdi,Female,1,"Ecole de Technologie Superieure, University of Quebec, Montreal, QC, Canada",,Canada,,,,,,,,,0,0,0
,,Mel Ã“ CinnÃ©ide,Male,0,"University College Dublin, Dublin, Ireland",,Ireland,,,,,,,,,0,0,0
,,Mohamed Wiem Mkaouer,Male,0,"Rochester Institute of Technology, Rochester, NY, USA",,USA,,,,,,,,,0,0,0
,,Mohamed Aymen Saied,Male,0,"Laval University, Quebec, QC, Canada",,Canada,,,,,,,,,0,0,0
An empirical study on real bug fixes from solidity smart contract projects,"blockchain, security, smart contracts, bug fixes, Solidity",Yilin Wang,Female,1,"School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, China",4,China,2,6,2,1,0,0,0,1,0,0,0
,,Xiangping Chen,Male,0,"School of Journalism and Communication, Sun Yat-sen University, Guangzhou, China",,China,,,,,,,,,0,0,0
,,Yuan Huang,Male,0,"School of Software Engineering, Sun Yat-sen University, Zhuhai, China",,China,,,,,,,,,0,0,0
,,Hao-Nan Zhu,Male,0,"Department of Computer Science, University of California, Davis, United States of America",,United States of America,,,,,,,,,0,0,0
,,Jing Bian,Female,1,"School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, China",,China,,,,,,,,,0,0,0
,,Zibin Zheng,Male,0,"School of Software Engineering, Sun Yat-sen University, Zhuhai, China",,China,,,,,,,,,1,0,1
A catalogue of game-specific anti-patterns based on GitHub and Game Development Stack Exchange,"Game Development, Anti-patterns, Software Engineering, Code Quality, Open-Source",Vartika Agrahari,Female,1,Indian Institute of Technology Tirupati,1,India,1,4,1,1,0,1,1,0,0,0,0
,,Shriram Shanbhag,Male,0,Indian Institute of Technology Tirupati,,India,,,,,,,,,0,0,0
,,Sridhar Chimalakonda,Male,0,Indian Institute of Technology Tirupati,,India,,,,,,,,,1,0,1
,,A. Eashaan Rao,Male,0,Indian Institute of Technology Tirupati,,India,,,,,,,,,0,0,0
ARist: An effective API argument recommendation approach,"API, Recommendation, Software, Programming, Evaluation",Son Nguyen,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology",1,Viet Nam,1,7,1,0,1,1,1,0,0,0,0
,,Cuong Tran Manh,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology",,Viet Nam,,,,,,,,,0,0,0
,,Kien T. Tran,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology",,Viet Nam,,,,,,,,,0,0,0
,,Tan M. Nguyen,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology",,Viet Nam,,,,,,,,,0,0,0
,,Thu-Trang Nguyen,Female,1,"Faculty of Information Technology, VNU University of Engineering and Technology",,Viet Nam,,,,,,,,,0,0,0
,,Kien-Tuan Ngo,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology",,Viet Nam,,,,,,,,,0,0,0
,,Hieu Dinh Vo,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology",,Viet Nam,,,,,,,,,1,0,1
On the maintenance support for microservice-based systems through the specification and the detection of microservice antipatterns,"microservices, software, systems, architectures, antipatterns",Rafik Tighilt,Male,0,"University of Quebec in Montreal, Ã‰cole de Technologie SupÃ©rieure, Concordia University",4,Canada,2,6,1,0,1,0,0,1,0,0,0
,,Manel Abdellatif,Male,0,Ã‰cole de Technologie SupÃ©rieure,,Canada,,,,,,,,,1,0,1
,,Imen Trabelsi,Female,1,Ã‰cole de Technologie SupÃ©rieure,,Canada,,,,,,,,,0,0,0
,,LoÃ¯c Madern,Male,0,Polytech Nice Sophia,,France,,,,,,,,,0,0,0
,,Naouel Moha,Male,0,Ã‰cole de Technologie SupÃ©rieure,,Canada,,,,,,,,,1,0,1
,,Yann-GaÃ«l GuÃ©hÃ©neuc,Male,0,Concordia University,,Canada,,,,,,,,,1,0,1
Application of metamorphic testing on UAV path planning software,"Software test, Path planning, Oracle problem, Metamorphic testing",Lvyuan Wu,Male,0,"Beihang University, Institute of Systems Engineering Integration",3,China,1,4,1,0,1,0,1,0,0,0,0
,,Zhiyu Xi,Male,0,Beihang University,,China,,,,,,,,,1,0,1
,,Zheng Zheng,Male,0,Beihang University,,China,,,,,,,,,0,0,0
,,Xiaoli Li,Female,1,Institute of Systems Engineering Integration,,China,,,,,,,,,0,0,0
BPEL process defects prediction using multi-objective evolutionary search,"web services, BPEL, software, defects, programming",Marwa Daaji,Female,1,"Faculty of Sciences, University of Tunis El Manar, Tunisia, ETS Montreal, University of Quebec, Montreal, QC, Canada",4,"Tunisia, Canada",4,4,1,1,0,0,0,1,0,0,0
,,Mohamed Mohsen Gammoudi,Male,0,"Higher Institute of Multimedia Art, University of Manouba, Tunisia",,Tunisia,,,,,,,,,1,0,1
,,Salah Bouktif,Male,0,"Department of Computer Science and Software Engineering, CIT, UAE University, United Arab Emirates",,UAE,,,,,,,,,1,0,1
,,Mohamed Wiem Mkaouer,Male,0,"Rochester Institute of Technology, Rochester, NY, USA",,USA,,,,,,,,,0,0,0
CausalRCA: Causal inference based precise fine-grained root cause localization for microservice applications,"microservices, performance, cloud, root cause, localization",Ruyue Xin a,Female,1,"Multiscale Networked Systems (MNS), University of Amsterdam, Amsterdam, The Netherlands",2,The Netherlands,2,3,1,1,0,0,0,1,0,0,0
,,Peng Chen b,Male,0,"School of Computer and Software Engineering, Xihua University, Chengdu, China",,China,,,,,,,,,0,0,0
,,Zhiming Zhao a,Male,0,"Multiscale Networked Systems (MNS), University of Amsterdam, Amsterdam, The Netherlands",,The Netherlands,,,,,,,,,1,0,1
A comprehensive evaluation of SZZ Variants through a developer-informed oracle,"Empirical Studies, Software Engineering, Bug Inducing Changes, Natural Language Processing (NLP), SZZ Algorithm",Giovanni Rosa,Male,0,"STAKE Lab, University of Molise",2,Italy,2,7,1,0,1,0,0,1,0,0,0
,,Luca Pascarella,Male,0,"Software Institute, USI UniversitÃ della Svizzera Italiana",,Switzerland,,,,,,,,,0,0,0
,,Simone Scalabrino,Male,0,"STAKE Lab, University of Molise",,Italy,,,,,,,,,0,0,0
,,Rosalia Tufano,Female,1,"Software Institute, USI UniversitÃ della Svizzera Italiana",,Switzerland,,,,,,,,,0,0,0
,,Gabriele Bavota,Male,0,"Software Institute, USI UniversitÃ della Svizzera Italiana",,Switzerland,,,,,,,,,1,0,1
,,Michele Lanza,Male,0,"Software Institute, USI UniversitÃ della Svizzera Italiana",,Switzerland,,,,,,,,,1,0,1
,,Rocco Oliveto,Male,0,"STAKE Lab, University of Molise",,Italy,,,,,,,,,1,0,1
A decade of code comment quality assessment: A systematic literature review,"Software Engineering, Code Quality, Literature Review, Software Maintenance, Program Comprehension",Pooja Rani,Female,1,"Software Composition Group, University of Bern, Bern, Switzerland",4,Switzerland,2,6,4,1,0,0,0,1,0,0,0
,,Arianna Blasi,Female,1,"UniversitÃ della Svizzera italiana, Lugano, Switzerland",,Switzerland,,,,,,,,,0,0,0
,,Nataliia Stulova,Female,1,"Software Composition Group, University of Bern, Bern, Switzerland",,Switzerland,,,,,,,,,0,0,0
,,Sebastiano Panichella,Male,0,"Zurich University of Applied Science, Zurich, Switzerland",,Switzerland,,,,,,,,,0,0,0
,,Alessandra Gorla,Female,1,"IMDEA Software Institute, Madrid, Spain",,Spain,,,,,,,,,0,0,0
,,Oscar Nierstrasz,Male,0,"Software Composition Group, University of Bern, Bern, Switzerland",,Switzerland,,,,,,,,,1,0,1
GitHub Copilot AI pair programmer: Asset or Liability?,"AI Programming, Software Engineering, Deep Learning, Code Synthesis, Empirical Study",Arghavan Moradi Dakhel,Female,1,"Polytechnique Montreal, Montreal, Canada",2,Canada,1,6,1,1,0,0,1,0,0,0,0
,,Vahid Majdinasab,Male,0,"Polytechnique Montreal, Montreal, Canada",,Canada,,,,,,,,,0,0,0
,,Amin Nikanjam,Male,0,"Polytechnique Montreal, Montreal, Canada",,Canada,,,,,,,,,0,0,0
,,Foutse Khomh,Male,0,"Polytechnique Montreal, Montreal, Canada",,Canada,,,,,,,,,1,0,1
,,Michel C. Desmarais,Male,0,"Polytechnique Montreal, Montreal, Canada",,Canada,,,,,,,,,1,0,1
,,Zhen Ming (Jack) Jiang,Male,0,"York University, Toronto, Canada",,Canada,,,,,,,,,1,0,1
Reliability in software engineering qualitative research through Inter-Coder Agreement,"Empirical Software Engineering, Qualitative Research, Data Analysis, Inter-Coder Agreement, DevOps Culture",Ãngel GonzÃ¡lez-Prieto,Male,0,"Facultad de Ciencias MatemÃ¡ticas, Universidad Complutense de Madrid, Spain, Instituto de Ciencias MatemÃ¡ticas (CSIC-UAM-UCM-UC3M), C/ NicolÃ¡s Cabrera 13-15, Madrid, 28049, Spain",2,Spain,1,4,1,0,1,0,1,0,1,0,1
,,Jorge Perez,Male,0,"ETSI de Sistemas InformÃ¡ticos, Universidad PolitÃ©cnica de Madrid, Spain",,Spain,,,,,,,,,1,0,1
,,Jessica Diaz,Female,1,"ETSI de Sistemas InformÃ¡ticos, Universidad PolitÃ©cnica de Madrid, Spain",,Spain,,,,,,,,,0,0,0
,,Daniel LÃ³pez-FernÃ¡ndez,Male,0,"ETSI de Sistemas InformÃ¡ticos, Universidad PolitÃ©cnica de Madrid, Spain",,Spain,,,,,,,,,0,0,0
An empirical study of software architecture resilience evaluation methods,"Software Architecture, Resilience Evaluation, Empirical Study, Security, Method Comparison",Jiaxin Pan,Male,0,"School of Computer Science and Engineering, Southeast University, Nanjing, China",2,China,1,5,1,0,1,0,1,0,0,0,0
,,Zixuan Liu,Male,0,"The College of Software Engineering, Southeast University, Nanjing, China",,China,,,,,,,,,0,0,0
,,Donglin Li,Male,0,"The College of Software Engineering, Southeast University, Nanjing, China",,China,,,,,,,,,0,0,0
,,Lulu Wang,Female,1,"The College of Software Engineering, Southeast University, Nanjing, China",,China,,,,,,,,,0,0,0
,,Bixin Li,Male,0,"The College of Software Engineering, Southeast University, Nanjing, China",,China,,,,,,,,,1,0,1
A taxonomy of assets for the development of software-intensive products and services,"Software Engineering, Asset Management",Ehsan Zabardast,Male,0,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",3,Sweden,3,6,1,0,1,0,0,1,0,0,0
