Paper Title,Author Name,Gender,Affiliation,Industrial/Institutional,Country,local_Contribution?,national_collaboration?,International_collaboration?
,Naouel Moha,Male,Ã‰cole de Technologie SupÃ©rieure,,Canada,,,
,Yann-GaÃ«l GuÃ©hÃ©neuc,Male,Concordia University,,Canada,,,
Application of metamorphic testing on UAV path planning software,Lvyuan Wu,Male,"Beihang University, Institute of Systems Engineering Integration",TRUE,China,0,1,0
,Zhiyu Xi,Male,Beihang University,,China,,,
,Zheng Zheng,Male,Beihang University,,China,,,
,Xiaoli Li,Female,Institute of Systems Engineering Integration,,China,,,
BPEL process defects prediction using multi-objective evolutionary search,Marwa Daaji,Female,"Faculty of Sciences, University of Tunis El Manar, Tunisia, ETS Montreal, University of Quebec, Montreal, QC, Canada",TRUE,"Tunisia, Canada",0,0,1
,Mohamed Mohsen Gammoudi,Male,"Higher Institute of Multimedia Art, University of Manouba, Tunisia",,Tunisia,,,
,Salah Bouktif,Male,"Department of Computer Science and Software Engineering, CIT, UAE University, United Arab Emirates",,UAE,,,
,Mohamed Wiem Mkaouer,Male,"Rochester Institute of Technology, Rochester, NY, USA",,USA,,,
CausalRCA: Causal inference based precise fine-grained root cause localization for microservice applications,Ruyue Xin a,Female,"Multiscale Networked Systems (MNS), University of Amsterdam, Amsterdam, The Netherlands",TRUE,The Netherlands,0,0,1
,Peng Chen b,Male,"School of Computer and Software Engineering, Xihua University, Chengdu, China",,China,,,
,Zhiming Zhao a,Male,"Multiscale Networked Systems (MNS), University of Amsterdam, Amsterdam, The Netherlands",,The Netherlands,,,
A comprehensive evaluation of SZZ Variants through a developer-informed oracle,Giovanni Rosa,Male,"STAKE Lab, University of Molise",TRUE,Italy,0,0,1
,Luca Pascarella,Male,"Software Institute, USI UniversitÃ della Svizzera Italiana",,Switzerland,,,
,Simone Scalabrino,Male,"STAKE Lab, University of Molise",,Italy,,,
,Rosalia Tufano,Female,"Software Institute, USI UniversitÃ della Svizzera Italiana",,Switzerland,,,
,Gabriele Bavota,Male,"Software Institute, USI UniversitÃ della Svizzera Italiana",,Switzerland,,,
,Michele Lanza,Male,"Software Institute, USI UniversitÃ della Svizzera Italiana",,Switzerland,,,
,Rocco Oliveto,Male,"STAKE Lab, University of Molise",,Italy,,,
A decade of code comment quality assessment: A systematic literature review,Pooja Rani,Female,"Software Composition Group, University of Bern, Bern, Switzerland",TRUE,Switzerland,0,0,1
,Arianna Blasi,Female,"UniversitÃ della Svizzera italiana, Lugano, Switzerland",,Switzerland,,,
,Nataliia Stulova,Female,"Software Composition Group, University of Bern, Bern, Switzerland",,Switzerland,,,
,Sebastiano Panichella,Male,"Zurich University of Applied Science, Zurich, Switzerland",,Switzerland,,,
,Alessandra Gorla,Female,"IMDEA Software Institute, Madrid, Spain",,Spain,,,
,Oscar Nierstrasz,Male,"Software Composition Group, University of Bern, Bern, Switzerland",,Switzerland,,,
GitHub Copilot AI pair programmer: Asset or Liability?,Arghavan Moradi Dakhel,Female,"Polytechnique Montreal, Montreal, Canada",FALSE,Canada,0,1,0
,Vahid Majdinasab,Male,"Polytechnique Montreal, Montreal, Canada",,Canada,,,
,Amin Nikanjam,Male,"Polytechnique Montreal, Montreal, Canada",,Canada,,,
,Foutse Khomh,Male,"Polytechnique Montreal, Montreal, Canada",,Canada,,,
,Michel C. Desmarais,Male,"Polytechnique Montreal, Montreal, Canada",,Canada,,,
,Zhen Ming (Jack) Jiang,Male,"York University, Toronto, Canada",,Canada,,,
Reliability in software engineering qualitative research through Inter-Coder Agreement,Ãngel GonzÃ¡lez-Prieto,Male,"Facultad de Ciencias MatemÃ¡ticas, Universidad Complutense de Madrid, Spain, Instituto de Ciencias MatemÃ¡ticas (CSIC-UAM-UCM-UC3M), C/ NicolÃ¡s Cabrera 13-15, Madrid, 28049, Spain",TRUE,Spain,0,1,0
,Jorge Perez,Male,"ETSI de Sistemas InformÃ¡ticos, Universidad PolitÃ©cnica de Madrid, Spain",,Spain,,,
,Jessica Diaz,Female,"ETSI de Sistemas InformÃ¡ticos, Universidad PolitÃ©cnica de Madrid, Spain",,Spain,,,
,Daniel LÃ³pez-FernÃ¡ndez,Male,"ETSI de Sistemas InformÃ¡ticos, Universidad PolitÃ©cnica de Madrid, Spain",,Spain,,,
An empirical study of software architecture resilience evaluation methods,Jiaxin Pan,Male,"School of Computer Science and Engineering, Southeast University, Nanjing, China",TRUE,China,0,1,0
,Zixuan Liu,Male,"The College of Software Engineering, Southeast University, Nanjing, China",,China,,,
,Donglin Li,Male,"The College of Software Engineering, Southeast University, Nanjing, China",,China,,,
,Lulu Wang,Female,"The College of Software Engineering, Southeast University, Nanjing, China",,China,,,
,Bixin Li,Male,"The College of Software Engineering, Southeast University, Nanjing, China",,China,,,
A taxonomy of assets for the development of software-intensive products and services,Ehsan Zabardast,Male,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",TRUE,Sweden,0,0,1
,Javier Gonzalez-Huerta,Male,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",,Sweden,,,
,Tony Gorschek,Male,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden, fortiss GmbH, GuerickestraÃŸe 25, 80805 Munich, Germany",,"Sweden, Germany",,,
,Darja Å mite,Female,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",,Sweden,,,
,Emil AlÃ©groth,Male,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",,Sweden,,,
,Fabian Fagerholm,Male,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden, Department of Computer Science, Aalto University, Espoo, Finland",,"Sweden, Finland",,,
Graph collaborative filtering-based bug triaging,Jie Dai,Male,"Xidian University, School of Computer Science",TRUE,China,1,0,0
,Qingshan Li,Male,"Xidian University, School of Computer Science",,China,,,
,Hui Xue,Female,"Xidian University, School of Computer Science",,China,,,
,Zhao Luo,Male,"Xidian University, School of Computer Science",,China,,,
,Yinglin Wang,Male,"Xidian University, School of Computer Science",,China,,,
,Siyuan Zhan,Male,"Xidian University, School of Computer Science",,China,,,
On measuring coupling between microservices,Chenxing Zhong,Male,"Software Institute, Nanjing University, Nanjing, China",FALSE,China,0,0,1
,He Zhang,Male,"Software Institute, Nanjing University, Nanjing, China",,China,,,
,Chao Li,Male,"Software Institute, Nanjing University, Nanjing, China",,China,,,
,Huang Huang,Female,"State Grid Nanjing Power Supply Company, Nanjing, China",,China,,,
,Daniel Feitosa,Male,"Faculty of Science and Engineering, University of Groningen, Groningen, The Netherlands",,Netherlands,,,
Analyzing the impact of API changes on Android apps,Tarek Mahmud,Male,"Texas State University, San Marcos, TX, USA",FALSE,USA,0,0,1
,Meiru Che,Female,"Data61, CSIRO, Brisbane, Australia",,Australia,,,
,Guowei Yang,Male,"The University of Queensland, Brisbane, Australia",,Australia,,,
Web API evolution patterns: A usage-driven approach,Rediana KoÃ§i,Female,"Universitat PolitÃ¨cnica de Catalunya, BarcelonaTech, Barcelona, Spain",TRUE,Spain,1,0,0
,Xavier Franch,Male,"Universitat PolitÃ¨cnica de Catalunya, BarcelonaTech, Barcelona, Spain",,Spain,,,
,Petar Jovanovic,Male,"Universitat PolitÃ¨cnica de Catalunya, BarcelonaTech, Barcelona, Spain",,Spain,,,
,Alberto AbellÃ³,Male,"Universitat PolitÃ¨cnica de Catalunya, BarcelonaTech, Barcelona, Spain",,Spain,,,
The pipeline for the continuous development of artificial intelligence modelsâ€”Current state of research and practice,Monika Steidl,Female,University of Innsbruck,FALSE,Austria,0,0,1
,Rudolf Ramler,Male,Software Competence Center Hagenberg GmbH,,Austria,,,
,Michael Felderer,Male,"University of Innsbruck, Blekinge Institute of Technology",,"Austria, Sweden",,,
The uphill journey of FaaS in the open-source community,Nafise Eskandani,Female,Technische UniversitÃ¤t Darmstadt,TRUE,Germany,0,0,1
,Guido Salvaneschi,Male,University of St.Gallen,,Switzerland,,,
Towards automated Android app internationalisation: An exploratory study,Pei Liu,Female,"Monash University, Victoria, Australia",FALSE,Australia,0,0,1
,Qingxin Xia,Male,"North China Institute of Science and Technology, Hebei, China",,China,,,
,Kui Liu,Male,"Huawei Software Engineering Application Technology Lab, Hangzhou, China",,China,,,
,Juncai Guo,Male,"Wuhan University, Wuhan, China",,China,,,
,Xin Wang,Male,"Wuhan University, Wuhan, China",,China,,,
,Jin Liu,Male,"Wuhan University, Wuhan, China",,China,,,
,John Grundy,Male,"Monash University, Victoria, Australia",,Australia,,,
,Li Li,Female,"Beihang University, Beijing, China",,China,,,
Automated data validation: An industrial experience report,Lei Zhang,Male,"Department of Computer Science, Ryerson University, Toronto, Canada",FALSE,Canada,0,1,0
,Sean Howard,Male,"Environics Analytics, Toronto, Canada",,Canada,,,
,Tom Montpool,Male,"Environics Analytics, Toronto, Canada",,Canada,,,
,Jessica Moore,Female,"Environics Analytics, Toronto, Canada",,Canada,,,
,Krittika Mahajan,Female,"Environics Analytics, Toronto, Canada",,Canada,,,
,Andriy Miranskyy,Male,"Department of Computer Science, Ryerson University, Toronto, Canada",,Canada,,,
The role of knowledge-based resources in Agile Software Development contexts,Raquel Ouriques,Female,"Department of Software Engineering, Blekinge Institute of Technology, Karskrona, Sweden",TRUE,Sweden,0,1,0
,Krzysztof Wnuk,Male,"Department of Software Engineering, Blekinge Institute of Technology, Karskrona, Sweden",,Sweden,,,
,Tony Gorschek,Male,"Department of Software Engineering, Blekinge Institute of Technology, Karskrona, Sweden",,Sweden,,,
,Richard Berntsson Svensson,Male,"Department of Computer Science and Engineering at Chalmers â€” University of Gothenburg, Sweden",,Sweden,,,
An empirical study of security practices for microservices systems,Ali Rezaei Nasab,Male,"School of Computer Science, Wuhan University, Wuhan, China",TRUE,China,0,0,1
,Mojtaba Shahin,Male,"School of Computing Technologies, RMIT University, Melbourne, Australia",,Australia,,,
,Seyed Ali Hoseyni Raviz,Male,"School of Computer Science, Wuhan University, Wuhan, China",,China,,,
,Peng Liang,Male,"Department of Computer Science, Bioengineering, Robotics and System Engineering, University of Genoa, Italy",,Italy,,,
,Amir Mashmool,Male,"Department of Computer Science, Bioengineering, Robotics and System Engineering, University of Genoa, Italy",,Italy,,,
,Valentina Lenarduzzi,Female,"Faculty of Information Technology and Electrical Engineering, University of Oulu, Finland",,Finland,,,
Efficient transformer with code token learner for code clone detection,Aiping Zhang,Female,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China",TRUE,China,0,1,0
,Liming Fang,Male,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China, Nanjing University of Aeronautics and Astronautics, Shenzhen Research Institute, Shenzhen, Guangdong, PR China",,China,,,
,Chunpeng Ge,Male,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China",,China,,,
,Piji Li,Male,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China",,China,,,
,Zhe Liu,Male,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China",,China,,,
Privacy explanations â€“ A means to end-user trust,Wasja Brunotte,Male,"Leibniz University Hannover, Software Engineering Group, Hannover, Germany",TRUE,Germany,0,1,0
,Alexander Specht,Male,"Leibniz University Hannover, Software Engineering Group, Hannover, Germany",,Germany,,,
,Larissa Chazette,Female,"Leibniz University Hannover, Software Engineering Group, Hannover, Germany",,Germany,,,
,Kurt Schneider,Male,"Leibniz University Hannover, Cluster of Excellence PhoenixD, Hannover, Germany",,Germany,,,
Automatic creation of acceptance tests by extracting conditionals from requirements: NLP approach and case study,Jannik Fischbach,Male,"Netlight Consulting GmbH, Munich, Germany, fortiss GmbH, GuerickestraÃŸe 25, Munich, 80805, Germany",FALSE,Germany,0,0,1
,Julian Frattini,Male,"Blekinge Institute of Technology, Karlskrona, Sweden",,Sweden,,,
,Andreas Vogelsang,Male,"University of Cologne, Cologne, Germany",,Germany,,,
,Daniel Mendez,Male,"fortiss GmbH, Munich, Germany, Blekinge Institute of Technology, ValhallavÃ¤gen 1, 371 41, Karlskrona, Sweden",,"Germany, Swedan",,,
,Michael Unterkalmsteiner,Male,"Blekinge Institute of Technology, Karlskrona, Sweden",,Sweden,,,
,Andreas Wehrle,Male,"Allianz Deutschland AG, UnterfÃ¶hring, Germany",,Germany,,,
,Pablo Restrepo Henao,Male,"Netlight Consulting GmbH, Munich, Germany",,Germany,,,
,Parisa Yousefi,Female,"Ericsson, Karlskrona, Sweden",,Sweden,,,
,Tedi Juricic,Male,"Ericsson, Karlskrona, Sweden",,Sweden,,,
,Jeannette Radduenz,Female,"Allianz Deutschland AG, UnterfÃ¶hring, Germany",,Germany,,,
,Carsten Wiecher,Male,"Leopold Kostal GmbH & Co. KG, LÃ¼denscheid, Germany",,Germany,,,
Revisiting the practices and pains of microservice architecture in reality: An industrial inquiry,Xin Zhou,Male,"State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Jiangsu, China",FALSE,China,0,0,1
,Shanshan Li,Female,"State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Jiangsu, China",,China,,,
,Lingli Cao,Female,"State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Jiangsu, China",,China,,,
,He Zhang,Male,"State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Jiangsu, China",,China,,,
,Zijia Jia,Male,"ByteDance, Inc., Hangzhou, China",,China,,,
,Chenxing Zhong,Male,"ByteDance, Inc., Hangzhou, China",,China,,,
,Zhihao Shan,Male,"Tencent Technology Co. Ltd, Shenzhen, China",,China,,,
,Muhammad Ali Babar,Male,"School of Computer Science, University of Adelaide, Australia",,Australia,,,
,Arianna Blasi,Female,"UniversitÃ della Svizzera italiana, Lugano, Switzerland",,Switzerland,,,
,Nataliia Stulova,Female,"Software Composition Group, University of Bern, Bern, Switzerland",,Switzerland,,,
,Sebastiano Panichella,Male,"Zurich University of Applied Science, Zurich, Switzerland",,Switzerland,,,
,Alessandra Gorla,Female,"IMDEA Software Institute, Madrid, Spain",,Spain,,,
,Oscar Nierstrasz,Male,"Software Composition Group, University of Bern, Bern, Switzerland",,Switzerland,,,
Explaining software fault predictions to spreadsheet users,Adil Mukhtar,Male,Graz University of Technology,TRUE,Austria,0,1,0
,Birgit Hofer,Female,Graz University of Technology,,Austria,,,
,Dietmar Jannach,Male,University of Klagenfurt,,Austria,,,
,Franz Wotawa,Male,Graz University of Technology,,Austria,,,
A systematic review on security and safety of self-adaptive systems,Irdin Pekaric,Male,"University of Innsbruck, University of Liechtenstein",TRUE,"Austria, Liechtenstein",0,0,1
,Raffaela Groner,Female,Ulm University,,Germany,,,
,Thomas Witte,Male,Ulm University,,Germany,,,
,Jubril Gbolahan Adigun,Male,University of Innsbruck,,Austria,,,
,Alexander Raschke,Male,Ulm University,,Germany,,,
,Michael Felderer,Male,"University of Innsbruck, German Aerospace Center, University of Cologne",,"Austria, Germany",,,
,Matthias Tichy,Male,Ulm University,,Germany,,,
A-B Testing: A Systematic Literature Review,Federico Quin,Male,KU Leuven,FALSE,Belgium,0,0,1
,Danny Weyns,Male,Linnaeus University,,Sweden,,,
,Matthias Galster,Male,University of Canterbury,,New Zealand,,,
,Camila Costa Silva,Female,University of Canterbury,,New Zealand,,,
ACCESS: Assurance Case Centric Engineering of Safetyâ€“critical Systems,Ran Wei,Male,"University of Cambridge
University of Lancester",FALSE,UK,0,0,1
,Simon Foster,Male,University of York,,UK,,,
,Haitao Mei,Male,University of York,,UK,,,
,Fang Yan,Female,University of York,,UK,,,
,Ruizhe Yang,Male,Dalian University of Technology,,China,,,
,Ibrahim Habli,Male,University of York,,UK,,,
,Colin Oâ€™Halloran,Male,D-RisQ Ltd.,,UK,,,
,Nick Tudor,Male,D-RisQ Ltd.,,UK,,,
,Tim Kelly,Male,University of York,,UK,,,
,Yakoub Nemouchi,Male,University of York,,UK,,,
Actionable light-weight process guidance,Christoph Mayr-Dorn,Male,"Johannes Kepler University, Linz, Austria",FALSE,Austria,0,1,0
,Cosmina-Cristina Ratiu,Female,"Johannes Kepler University, Linz, Austria",,Austria,,,
,Luciano Marchezan de Paula,Male,"Johannes Kepler University, Linz, Austria",,Austria,,,
,Felix Keplinger,Male,"Johannes Kepler University, Linz, Austria",,Austria,,,
,Alexander Egyed,Male,"Johannes Kepler University, Linz, Austria",,Austria,,,
,Gala Walden,Female,"Robert Bosch AG, Vienna, Austria",,Austria,,,
Addressing combinatorial experiments and scarcity of subjects by provably orthogonal and crossover experimental designs,Fabio Massacci,Male,"University of Trento, Vrije Universiteit Amsterdam",FALSE,"Italy, Netherlands",0,0,1
,Aurora Papotti,Female,Vrije Universiteit Amsterdam,,Netherlands,,,
,Ranindya Paramitha,Female,University of Trento,,Italy,,,
A fuzzy logic-based quality model for identifying microservices with low maintainability,Rahime YÄ±lmaz,Female,"Computer Engineering Department, Istanbul Technical University, AltÄ±nbaÅŸ University",TRUE,Turkey,0,0,1
,Feza Buzluca,Male,"Computer Engineering Department, Istanbul Technical University",,Turkey,,,
A language-parametric test coverage framework for executable domain-specific languages,Faezeh Khorram,Female,"CNRS, University of Rennes",TRUE,France,0,0,1
,Erwan Bousse,Male,"IMT Atlantique, Nantes UniversitÃ©, Ã‰cole Centrale Nantes",,France,,,
,Antonio Garmendia,Male,"Departamento de IngenierÃ­a InformÃ¡tica, Universidad AutÃ³noma de Madrid",,Spain,,,
,Jean-Marie Mottu,Male,"IMT Atlantique, Nantes UniversitÃ©, Ã‰cole Centrale Nantes",,France,,,
,Gerson SunyÃ©,Male,"IMT Atlantique, Nantes UniversitÃ©, Ã‰cole Centrale Nantes",,France,,,
,Manuel Wimmer,Male,"CDL-MINT, Institute of Business Informatics - Software Engineering, Johannes Kepler University Linz, Austria",,Austria,,,
"A Multi-vocal Literature Review on challenges and critical success factors of phishing education, training and awareness",Orvila Sarker,Male,"Centre for Research on Engineering Software Technologies (CREST), The University of Adelaide, Australia; School of Computer and Mathematical Sciences, The University of Adelaide, Australia; Cyber Security Cooperative Research Centre, Australia",TRUE,Australia,0,1,0
,Asangi Jayatilaka,Female,"Centre for Research on Engineering Software Technologies (CREST), The University of Adelaide, Australia; School of Computer and Mathematical Sciences, The University of Adelaide, Australia",,Australia,,,
,Sherif Haggag,Male,"School of Computer and Mathematical Sciences, The University of Adelaide, Australia",,Australia,,,
,Chelsea Liu,Female,"Adelaide Business School, The University of Adelaide, Australia",,Australia,,,
,M. Ali Babar,Male,"Centre for Research on Engineering Software Technologies (CREST), The University of Adelaide, Australia; School of Computer and Mathematical Sciences, The University of Adelaide, Australia; Cyber Security Cooperative Research Centre, Australia",,Australia,,,
An empirical study on bug severity estimation using source code metrics and static analysis,Ehsan Mashhadi,Male,University of Calgary,TRUE,Canada,0,1,0
,Shaiful Chowdhury,Male,University of Manitoba,,Canada,,,
,Somayeh Modaberi,Female,University of Calgary,,Canada,,,
,Hadi Hemmati,Male,"University of Calgary, York University",,Canada,,,
,Gias Uddin,Male,University of Calgary,,Canada,,,
Ant-colony optimization for automating test model generation in model transformation testing,Meysam Karimi,Male,"MDSE Research Group, Department of Software Engineering, University of Isfahan",TRUE,Iran,0,0,1
,Shekoufeh Kolahdouz-Rahimi,Female,"MDSE Research Group, Department of Software Engineering, University of Isfahan, School of Arts, University of Roehampton",,"Iran, UK",,,
,Javier Troya,Male,"ITIS Software, Universidad de MÃ¡laga",,Spain,,,
,Feza Buzluca,Male,"Computer Engineering Department, Istanbul Technical University",,Turkey,,,
,Damian Tamburri,Male,Eindhoven University of Technology,,Netherlands,,,
Applying short text topic models to instant messaging communication of software developers,Camila Costa Silva,Female,"University of Canterbury, Christchurch",TRUE,New Zealand,1,0,0
,Matthias Galster,Male,"University of Canterbury, Christchurch",,New Zealand,,,
,Fabian Gilson,Male,"University of Canterbury, Christchurch",,New Zealand,,,
A study on classifying Stack Overflow questions based on difficulty by utilizing contextual features,Maliha Noushin Raida,Female,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",TRUE,Bangladesh,1,0,0
,Zannatun Naim Sristy,Female,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",,Bangladesh,,,
,Nawshin Ulfat,Female,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",,Bangladesh,,,
,Sheikh Moonwara Anjum Monisha,Female,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",,Bangladesh,,,
,Md. Jubair Ibna Mostafa,Male,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",,Bangladesh,,,
,Md. Nazmul Haque,Male,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",,Bangladesh,,,
Automated program repair for variability bugs in software product line systems,Thu-Trang Nguyen,Female,"Faculty of Information Technology, VNU University of Engineering and Technology",TRUE,Viet Nam,0,0,1
,Xiao-Yi Zhang,Male,University of Science and Technology Beijing,,China,,,
,Paolo Arcaini,Male,National Institute of Informatics,,Japan,,,
,Fuyuki Ishikawa,Male,National Institute of Informatics,,Japan,,,
,Hieu Dinh Vo,Male,"Faculty of Information Technology, VNU University of Engineering and Technology",,Viet Nam,,,
Automating the correctness assessment of AI-generated code for security contexts,Domenico Cotroneo,Male,"University of Naples Federico II, Naples, Italy",TRUE,Italy,1,0,0
,Alessio Foggia,Male,"University of Naples Federico II, Naples, Italy",,Italy,,,
,Cristina Improta,Female,"University of Naples Federico II, Naples, Italy",,Italy,,,
,Pietro Liguori,Male,"University of Naples Federico II, Naples, Italy",,Italy,,,
,Roberto Natella,Male,"University of Naples Federico II, Naples, Italy",,Italy,,,
Bug priority change: An empirical study on Apache projects,Zengyang Li,Male,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",TRUE,China,0,1,0
,Guangzong Cai,Male,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",,China,,,
,Qinyi Yu,Female,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",,China,,,
,Peng Liang,Male,"School of Computer Science, Wuhan University",,China,,,
,Ran Mo,Female,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",,China,,,
,Hui Liu,Female,"School of Artificial Intelligence and Automation, Huazhong University of Science and Technology",,China,,,
Code-centric learning-based just-in-time vulnerability detection,Son Nguyen,Male,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",TRUE,Vietnam,1,0,0
,Thu-Trang Nguyen,Female,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,Vietnam,,,
,Thanh Trong Vu,Male,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,Vietnam,,,
,Thanh-Dat Do,Male,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,Vietnam,,,
,Kien-Tuan Ngo,Male,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,Vietnam,,,
,Hieu Dinh Vo,Male,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,Vietnam,,,
Context-aware code generation with synchronous bidirectional decoder,Xiangyu Zhang,Male,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",TRUE,China,0,0,1
,Yu Zhou,Male,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",,China,,,
,Guang Yang,Male,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",,China,,,
,Tingting Han,Female,"School of Computing and Mathematical Sciences, Birkbeck, University of London",,UK,,,
,Taolue Chen,Male,"School of Computing and Mathematical Sciences, Birkbeck, University of London",,UK,,,
Conversation in forums: How software forum posts discuss potential development insights,Hechen Wang,Male,University of Auckland,TRUE,New Zealand,1,0,0
,Peter Devine,Male,University of Auckland,,New Zealand,,,
,James Tizard,Male,University of Auckland,,New Zealand,,,
,Seyed Reza Shahamiri,Male,University of Auckland,,New Zealand,,,
,Kelly Blincoe,Female,University of Auckland,,New Zealand,,,
"Data pipeline quality: Influencing factors, root causes of data-related issues, and processing problem areas for developers",Harald Foidl,Male,University of Innsbruck,FALSE,Austria,0,0,1
,Valentina Golendukhina,Female,University of Innsbruck,,Austria,,,
,Rudolf Ramler,Male,Software Competence Center Hagenberg GmbH,,Austria,,,
,Michael Felderer,Male,"Institute for Software Technology (DLR), University of Cologne, University of Innsbruck",,"Austria,Germany",,,
Detecting security vulnerabilities with vulnerability nets,Pingyan Wang,Male,Hiroshima University,TRUE,Japan,1,0,0
,Shaoying Liu,Male,Hiroshima University,,Japan,,,
,Ai Liu,Female,Hiroshima University,,Japan,,,
,Wen Jiang,Male,Hiroshima University,,Japan,,,
Detecting semantic conflicts with unit tests,LÃ©uson Da Silva,Male,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco, Polytechnique Montreal",FALSE,"Brazil, Canada",0,0,1
,Paulo Borba,Male,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,Brazil,,,
,Toni Maciel,Male,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,Brazil,,,
,Wardah Mahmood,Female,Chalmers â€” University of Gothenburg,,Sweden,,,
,Thorsten Berger,Male,"Chalmers â€” University of Gothenburg, Ruhr University Bochum",,"Sweden, Germany",,,
,JoÃ£o Moisakis,Male,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,Brazil,,,
,Aldiberg Gomes,Male,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,Brazil,,,
,VinÃ­cius Leite,Male,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,Brazil,,,
Eclipse Open SmartCLIDE: An end-to-end framework for facilitating service reuse in cloud development,Nikolaos Nikolaidis,Male,"University of Macedonia, Thessaloniki, Greece",FALSE,Greece,0,0,1
,Elvira-Maria Arvanitou,Female,"University of Macedonia, Thessaloniki, Greece",,Greece,,,
,Christina Volioti,Female,"University of Macedonia, Thessaloniki, Greece",,Greece,,,
,Theodore Maikantis,Male,"University of Macedonia, Thessaloniki, Greece",,Greece,,,
,Apostolos Ampatzoglou,Male,"University of Macedonia, Thessaloniki, Greece",,Greece,,,
,Daniel Feitosa,Male,"University of Groningen, Groningen, the Netherlands",,Netherlands,,,
,Alexander Chatzigeorgiou,Male,"University of Macedonia, Thessaloniki, Greece",,Greece,,,
,Phillipe Krief,Male,"Eclipse Research Labs, Eclipse Foundation, Germany",,Germany,,,
Edge to Cloud Tools: A Multivocal Literature Review,Sergio Moreschini,Male,"Tampere University, Tampere, Finland",TRUE,Finland,0,0,1
,Elham Younesian,Female,"Tampere University, Tampere, Finland; Brno University of Technology, Brno, Czech Republic",,"Finland, Czech Republic",,,
,David HÃ¤stbacka,Male,"Tampere University, Tampere, Finland",,Finland,,,
,Michele Albano,Male,"Aalborg University, Aalborg, Denmark",,Denmark,,,
,JiÅ™Ã­ HoÅ¡ek,Male,"Brno University of Technology, Brno, Czech Republic",,Czech Republic,,,
,Davide Taibi,Male,"Tampere University, Tampere, Finland; University of Oulu, Oulu, Finland",,Finland,,,
ETune: Efficient configuration tuning for big-data software systems via configuration space reduction,Rong Cao,Male,"School of Computer Science and Technology, Xidian University",TRUE,China,1,0,0
,Liang Bao,Male,"School of Computer Science and Technology, Xidian University",,China,,,
,Kaibi Zhao,Male,"School of Computer Science and Technology, Xidian University",,China,,,
,Panpan Zhangsun,Female,"School of Computer Science and Technology, Xidian University",,China,,,
