Paper Title,Gender,Total Authors,Female Authors,Study Domain Terms,,Study_Area,Study_Area2,Author Name,gender_annotation,Affiliation,Country,lead?,local_Contribution?,national_collaboration?,International_collaboration?,Conceptualization,FemaleConCep,MaleConCep,Data Curation,Female,Male,Formal Analysis,Female,Male,Funding Acquisition,Investigation,Methodology,Project Administration,Resources,Software,Supervision,FemaleSup,MaleSup,Validation,Visualization,Writing â€“ Original Draft,Writing â€“ Review & Editing,FemaleLead,MaleLead
,Male,,,,[title]  [keywords],,,Li Li,0,"Monash University, Australia",Australia,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Xin Xia,0,"Monash University, Australia",Australia,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Identification and measurement of Requirements Technical Debt in software development: A systematic literature review,Female,4,3,"Requirements Technical Debt, Systematic Literature Review, Software Evolution, Metrics, Requirements Engineering","[title] Identification and measurement of Requirements Technical Debt in software development: A systematic literature review [keywords]  Requirements Technical Debt, Systematic Literature Review, Software Evolution, Metrics, Requirements Engineering",,,Ana Melo,1,"University of Pernambuco, Recife, Brazil",Brazil,1,0,0,1,1,1,0,1,1,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
,Female,,,,[title]  [keywords],,,Roberta Fagundes,1,"University of Pernambuco, Recife, Brazil",Brazil,,,,,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Valentina Lenarduzzi,1,"University of Oulu, Oulu, Finland",Finland,,,,,0,0,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Wylliams Barbosa Santos,0,"University of Pernambuco, Recife, Brazil",Brazil,,,,,0,0,0,0,0,,1,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Infinite technical debtâœ©,Female,3,3,"Technical Debt, Game Theory, Software Development, Tradeoffs, Maintenance","[title] Infinite technical debtâœ© [keywords]  Technical Debt, Game Theory, Software Development, Tradeoffs, Maintenance",,,Melina Vidoni,1,Australian National University,Australia,1,0,0,1,1,1,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
,Female,,,,[title]  [keywords],,,Zadia Codabux,1,University of Saskatchewan,Canada,,,,,0,0,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Fatemeh H. Fard,1,University of British Columbia,Canada,,,,,0,0,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Just-in-time software vulnerability detection: Are we there yet?,Male,5,1,"Software vulnerabilities, Machine learning, Source code, Vulnerability detection, Ensemble algorithms","[title] Just-in-time software vulnerability detection: Are we there yet? [keywords]  Software vulnerabilities, Machine learning, Source code, Vulnerability detection, Ensemble algorithms",,,Francesco Lomio,0,Tampere University,Finland,0,0,0,1,0,0,0,1,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,Male,,,,[title]  [keywords],,,Emanuele Iannone,0,"SeSa Lab â€” Department of Computer Science, University of Salerno",Italy,,,,,0,0,0,1,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Male,,,,[title]  [keywords],,,Andrea De Lucia,0,"SeSa Lab â€” Department of Computer Science, University of Salerno",Italy,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
,Male,,,,[title]  [keywords],,,Fabio Palomba,0,"SeSa Lab â€” Department of Computer Science, University of Salerno",Italy,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
,Female,,,,[title]  [keywords],,,Valentina Lenarduzzi,1,"University of Oulu, Tampere University",Finland,,,,,1,1,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Modelling and executing IoT-enhanced business processes through BPMN and microservices,Male,3,2,"IoT, BPMN, Microservices, Process Automation, Ontologies","[title] Modelling and executing IoT-enhanced business processes through BPMN and microservices [keywords]  IoT, BPMN, Microservices, Process Automation, Ontologies",,,Pedro Valderas,0,Universitat PolitÃ¨cnica de ValÃ¨ncia,Spain,0,0,0,1,1,0,1,0,0,,0,,,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
,Female,,,,[title]  [keywords],,,Victoria Torres,1,Universitat PolitÃ¨cnica de ValÃ¨ncia,Spain,,,,,0,0,0,0,0,,0,,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
,Female,,,,[title]  [keywords],,,EstefanÃ­a Serral,1,"KU Leuven, LIRIS",Belgium,,,,,0,0,0,0,0,,0,,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Moderator factors of software security and performance verificationâœ©,Male,3,1,"Security, performance, verification, methodology, review","[title] Moderator factors of software security and performance verificationâœ© [keywords]  Security, performance, verification, methodology, review",,,Victor Vidigal Ribeiro,0,Federal University of Rio de Janeiro,Brazil,0,0,0,1,0,0,0,1,0,,1,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
,Female,,,,[title]  [keywords],,,Daniela Soares Cruzes,1,SINTEF DIGITAL,Norway,,,,,1,1,0,0,0,,0,,,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Guilherme Horta Travassos,0,Federal University of Rio de Janeiro,Brazil,,,,,1,0,1,0,0,,0,,,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
Multi-paradigm modeling for cyberâ€“physical systems: A systematic mapping review,Female,12,7,"Cyberâ€“Physical Systems, Multi-Paradigm Modeling, Cross-Domain Expertise, Heterogeneous Systems, Model Integration","[title] Multi-paradigm modeling for cyberâ€“physical systems: A systematic mapping review [keywords]  Cyberâ€“Physical Systems, Multi-Paradigm Modeling, Cross-Domain Expertise, Heterogeneous Systems, Model Integration",,,Ankica BariÅ¡iÄ‡,1,"Universite Cote dâ€™Azur, CNRS, Inria, Sophia Antipolis, France; NOVA LINCS, University NOVA of Lisboa, Portugal","France, Portugal",1,0,0,1,1,1,0,1,1,,1,,,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0
,Male,,,,[title]  [keywords],,,Ivan Ruchkin,0,"University of Pennsylvania, United States of America",USA,,,,,0,0,0,1,0,,1,,,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0
,Male,,,,[title]  [keywords],,,DuÅ¡an SaviÄ‡,0,"Faculty of Organizational Sciences, Belgrade, Serbia",Serbia,,,,,1,0,1,1,0,,1,,,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
,Male,,,,[title]  [keywords],,,Mustafa Abshir Mohamed,0,"Ege University, Izmir, Turkey",Turkey,,,,,0,0,0,1,0,,1,,,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0
,Female,,,,[title]  [keywords],,,Rima Al-Ali,1,"Charles University, Prague, Czech Republic",Czech Republic,,,,,0,0,0,1,1,,1,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
,Female,,,,[title]  [keywords],,,Letitia W. Li,1,"FAST Labs, BAE Systems, United States of America",USA,,,,,0,0,0,1,1,,1,,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
,Female,,,,[title]  [keywords],,,Hana Mkaouar,1,"LTCI, Telecom Paris, Institut Polytechnique de Paris, France",France,,,,,0,0,0,1,1,,1,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
,Female,,,,[title]  [keywords],,,Raheleh Eslampanah,1,"University of Antwerp and Flanders Make, Belgium",Belgium,,,,,0,0,0,1,1,,1,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
,Male,,,,[title]  [keywords],,,Moharram Challenger,0,"University of Antwerp and Flanders Make, Belgium",Belgium,,,,,0,0,0,1,0,,1,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
,Female,,,,[title]  [keywords],,,Dominique Blouin,1,"LTCI, Telecom Paris, Institut Polytechnique de Paris, France",France,,,,,0,0,0,1,1,,1,,,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
,Female,,,,[title]  [keywords],,,Oksana Nikiforova,1,"Riga Technical University, Riga, Latvia",Latvia,,,,,0,0,0,1,1,,1,,,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
,Male,,,,[title]  [keywords],,,Antonio Cicchetti,0,"MÃ¤lardalen University, VÃ¤sterÃ¥s, Sweden",Sweden,,,,,0,0,0,1,0,,1,,,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0
Mutation-based analysis of queueing network performance models,Male,4,1,"Performance, Software Engineering, System Performance, Mutation Operators, Queueing Networks","[title] Mutation-based analysis of queueing network performance models [keywords]  Performance, Software Engineering, System Performance, Mutation Operators, Queueing Networks",,,Thomas Laurent,0,Lero & University College Dublin,Ireland,0,0,0,1,1,0,1,0,0,,0,,,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1
,Male,,,,[title]  [keywords],,,Paolo Arcaini,0,National Institute of Informatics,Japan,,,,,1,0,1,0,0,,0,,,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
,Female,,,,[title]  [keywords],,,Catia Trubiani,1,Gran Sasso Science Institute,Italy,,,,,1,1,0,0,0,,0,,,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
,Male,,,,[title]  [keywords],,,Anthony Ventresque,0,Lero & University College Dublin,Ireland,,,,,1,0,1,0,0,,0,,,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
Mutation testing of PL/SQL programsâœ©,Female,2,1,"Mutation testing, PL/SQL, mutant generation, automation, industrial case study","[title] Mutation testing of PL/SQL programsâœ© [keywords]  Mutation testing, PL/SQL, mutant generation, automation, industrial case study",,,Arzu Behiye TarÄ±mcÄ±,1,"Turkcell Technology, Istanbul, Turkey",Turkey,1,0,1,0,0,0,0,1,1,,0,,,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0
,Male,,,,[title]  [keywords],,,Hasan SÃ¶zer,0,"Ozyegin University, Istanbul, Turkey",Turkey,,,,,1,0,1,0,0,,0,,,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
On the benefits and problems related to using Definition of Doneâ€”A survey studyâœ©,Female,4,1,"Scrum, Agile, Definition of Done, Survey, Empirical study","[title] On the benefits and problems related to using Definition of Doneâ€”A survey studyâœ© [keywords]  Scrum, Agile, Definition of Done, Survey, Empirical study",,,Sylwia KopczyÅ„ska,1,"Poznan University of Technology, Institute of Computing Science",Poland,1,1,1,0,1,1,0,1,1,,1,,,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
,Male,,,,[title]  [keywords],,,MirosÅ‚aw Ochodek,0,"Poznan University of Technology, Institute of Computing Science",Poland,,,,,1,0,1,1,0,,1,,,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0
,Male,,,,[title]  [keywords],,,Jakub Piechowiak,0,"Poznan University of Technology, Institute of Computing Science",Poland,,,,,0,0,0,1,0,,1,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Jerzy Nawrocki,0,"Poznan University of Technology, Institute of Computing Science",Poland,,,,,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
On the evaluation of usability design guidelines for improving network monitoring tools interfaces,Female,4,2,"Usability, Network Monitoring, Human-Computer Interaction, User Interface Design, Software Development","[title] On the evaluation of usability design guidelines for improving network monitoring tools interfaces [keywords]  Usability, Network Monitoring, Human-Computer Interaction, User Interface Design, Software Development",,,Sofia A.M. Silveira,1,"Federal University of SÃ£o Carlos, Sorocaba, SP, Brazil",Brazil,1,0,1,0,1,1,0,1,1,,1,,,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0
,Female,,,,[title]  [keywords],,,Luciana A.M. Zaina,1,"Federal University of SÃ£o Carlos, Sorocaba, SP, Brazil",Brazil,,,,,1,1,0,1,1,,1,,,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Leobino N. Sampaio,0,"Federal University of Bahia, Salvador, BA, Brazil",Brazil,,,,,1,0,1,1,0,,1,,,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
,Male,,,,[title]  [keywords],,,FÃ¡bio L. Verdi,0,"Federal University of SÃ£o Carlos, Sorocaba, SP, Brazil",Brazil,,,,,1,0,1,1,0,,1,,,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0
On the use of artificial intelligence to deal with privacy in IoT systems: A systematic literature review,Male,3,1,"IoT, AI, Privacy, Malware Detection, Network Analysis","[title] On the use of artificial intelligence to deal with privacy in IoT systems: A systematic literature review [keywords]  IoT, AI, Privacy, Malware Detection, Network Analysis",,,Giammaria Giordano,0,"SeSa Lab - Department of Computer Science, University of Salerno",Italy,0,1,1,0,0,0,0,1,0,,1,,,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
,Male,,,,[title]  [keywords],,,Fabio Palomba,0,"SeSa Lab - Department of Computer Science, University of Salerno",Italy,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Filomena Ferrucci,1,"SeSa Lab - Department of Computer Science, University of Salerno",Italy,,,,,0,0,0,0,0,,0,,,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
Perceptions of the human and social factors that influence the productivity of software development teams in Colombia: A statistical analysis,Female,4,4,"Software Development, Team Productivity, Social and Human Factors, Statistical Analysis, Factorial Analysis","[title] Perceptions of the human and social factors that influence the productivity of software development teams in Colombia: A statistical analysis [keywords]  Software Development, Team Productivity, Social and Human Factors, Statistical Analysis, Factorial Analysis",,,Liliana Machuca-Villegas,1,"Universidad del Valle, Colombia",Colombia,1,0,1,0,1,1,0,0,0,,0,,,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0
,Female,,,,[title]  [keywords],,,Gloria Piedad Gasca-Hurtado,1,"Universidad de MedellÃ­n, Colombia",Colombia,,,,,1,1,0,0,0,,0,,,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Solbey Morillo Puente,1,"Universidad de MedellÃ­n, Colombia",Colombia,,,,,0,0,0,1,1,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Luz Marcela Restrepo Tamayo,1,"Universidad de MedellÃ­n, Colombia",Colombia,,,,,0,0,0,1,1,,0,,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Preventing accessibility barriers: Guidelines for using user interface design patterns in mobile applications,Female,5,3,"Accessibility, UI Design, Mobile Apps, Guidelines, Prototyping","[title] Preventing accessibility barriers: Guidelines for using user interface design patterns in mobile applications [keywords]  Accessibility, UI Design, Mobile Apps, Guidelines, Prototyping",,,Luciana A.M. Zaina,1,Federal University of SÃ£o Carlos (UFSCAR),Brazil,1,0,1,0,1,1,0,0,0,,0,,,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0
,Female,,,,[title]  [keywords],,,Renata P.M. Fortes,1,University of SÃ£o Paulo (USP),Brazil,,,,,0,0,0,0,0,,0,,,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Vitor Casadei,0,Federal University of SÃ£o Carlos (UFSCAR),Brazil,,,,,0,0,0,1,0,,1,,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
,Male,,,,[title]  [keywords],,,Leornardo Seiji Nozaki,0,Federal University of SÃ£o Carlos (UFSCAR),Brazil,,,,,0,0,0,1,0,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,,,[title]  [keywords],,,DÃ©bora Maria Barroso Paiva,1,Federal University of Mato Grosso do Sul (UFMS),Brazil,,,,,0,0,0,0,0,,0,,,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
Profiling gas consumption in Solidity smart contracts,Male,5,2,"Blockchain, Smart Contracts, Gas, Solidity, Ethereum","[title] Profiling gas consumption in Solidity smart contracts [keywords]  Blockchain, Smart Contracts, Gas, Solidity, Ethereum",,,Andrea Di Sorbo,0,"Department of Engineering, University of Sannio",Italy,0,1,1,0,1,0,1,0,0,,1,,,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1
,Female,,,,[title]  [keywords],,,Sonia Laudanna,1,"Department of Engineering, University of Sannio",Italy,,,,,0,0,0,1,1,,1,,,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
,Female,,,,[title]  [keywords],,,Anna Vacca,1,"Department of Engineering, University of Sannio",Italy,,,,,0,0,0,1,1,,1,,,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
,Male,,,,[title]  [keywords],,,Corrado A. Visaggio,0,"Department of Engineering, University of Sannio",Italy,,,,,1,0,1,0,0,,0,,,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
,Male,,,,[title]  [keywords],,,Gerardo Canfora,0,"Department of Engineering, University of Sannio",Italy,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Quality measurement in agile and rapid software development: A systematic mapping,Female,9,3,"Quality measurement, Agile development, QR management, Bibliometrics, Software quality","[title] Quality measurement in agile and rapid software development: A systematic mapping [keywords]  Quality measurement, Agile development, QR management, Bibliometrics, Software quality",,,Lidia LÃ³pez,1,"Universitat PolitÃ¨cnica de Catalunya, Barcelona Supercomputing Center",Spain,1,0,0,1,1,1,0,1,1,,0,,,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0
,Male,,,,[title]  [keywords],,,Xavier BurguÃ©s,0,Universitat PolitÃ¨cnica de Catalunya,Spain,,,,,1,0,1,1,0,,0,,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
,Male,,,,[title]  [keywords],,,Silverio MartÃ­nez-FernÃ¡ndez,0,Universitat PolitÃ¨cnica de Catalunya,Spain,,,,,1,0,1,1,0,,0,,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
,Female,,,,[title]  [keywords],,,Anna Maria Vollmer,1,Fraunhofer Institute for Experimental Software Engineering,Germany,,,,,1,1,0,1,1,,0,,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
,Male,,,,[title]  [keywords],,,Woubshet Behutiye,0,University of Oulu,Finland,,,,,1,0,1,1,0,,0,,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
,Male,,,,[title]  [keywords],,,Pertti KarhapÃ¤Ã¤,0,University of Oulu,Finland,,,,,1,0,1,1,0,,0,,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
,Male,,,,[title]  [keywords],,,Xavier Franch,0,Universitat PolitÃ¨cnica de Catalunya,Spain,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Pilar RodrÃ­guez,1,Universidad PolitÃ©cnica de Madrid,Spain,,,,,1,1,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Markku Oivo,0,University of Oulu,Finland,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Quantitative verification with adaptive uncertainty reduction,Male,4,1,"stochastic models, epistemic uncertainty, Markov chains, unit testing, quantitative verification","[title] Quantitative verification with adaptive uncertainty reduction [keywords]  stochastic models, epistemic uncertainty, Markov chains, unit testing, quantitative verification",,,Naif Alasmari,0,"Department of Computer Science, University of York",UK,0,0,0,1,1,0,1,1,0,,1,,,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1
,Male,,,,[title]  [keywords],,,Radu Calinescu,0,"Department of Computer Science, University of York",UK,,,,,1,0,1,0,0,,0,,,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0
,Male,,,,[title]  [keywords],,,Colin Paterson,0,"Department of Computer Science, University of York",UK,,,,,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
,Female,,,,[title]  [keywords],,,Raffaela Mirandola,1,Politecnico di Milano,Italy,,,,,1,1,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Random or heuristic? An empirical study on path search strategies for test generation in KLEE,Male,6,1,"Path search, test generation, random strategy, heuristic strategy, optimization","[title] Random or heuristic? An empirical study on path search strategies for test generation in KLEE [keywords]  Path search, test generation, random strategy, heuristic strategy, optimization",,,Zhiyi Zhang,0,"Nanjing University of Aeronautics and Astronautics, National Key Laboratory for Novel Software Technology, Collaborative Innovation Center of Novel Software Technology and Industrialization",China,0,0,1,0,1,0,1,0,0,,0,,,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1
,Male,,,,[title]  [keywords],,,Ziyuan Wang,0,Nanjing University of Posts and Telecommunications,China,,,,,0,0,0,1,0,,0,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Fan Yang,0,Nanjing University of Posts and Telecommunications,China,,,,,0,0,0,0,0,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Jiahao Wei,0,Nanjing University of Posts and Telecommunications,China,,,,,0,0,0,0,0,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,,,[title]  [keywords],,,Yuqian Zhou,1,"Nanjing University of Aeronautics and Astronautics, Ministry Key Laboratory for Safety-Critical Software Development and Verification",China,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Zhiqiu Huang,0,"Nanjing University of Aeronautics and Astronautics, Ministry Key Laboratory for Safety-Critical Software Development and Verification",China,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Revealing the state of the art of large-scale agile development research: A systematic mapping study,Male,6,2,"Agile methods, Systematic review, Research themes, Classification framework, Software development","[title] Revealing the state of the art of large-scale agile development research: A systematic mapping study [keywords]  Agile methods, Systematic review, Research themes, Classification framework, Software development",,,Ã–mer UludaÄŸ,0,"Technical University of Munich, Department of Informatics, Munich, Germany",Germany,0,0,0,1,1,0,1,0,0,,1,,,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1
,Male,,,,[title]  [keywords],,,Pascal Philipp,0,"Technical University of Munich, Department of Informatics, Munich, Germany",Germany,,,,,1,0,1,0,0,,1,,,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
,Female,,,,[title]  [keywords],,,Abheeshta Putta,1,"Aalto University, Department of Computer Science, Espoo, Finland",Finland,,,,,1,1,0,0,0,,1,,,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
,Female,,,,[title]  [keywords],,,Maria Paasivaara,1,"Aalto University, Department of Computer Science, Espoo, Finland, LUT University, Finland",Finland,,,,,1,1,0,0,0,,1,,,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Casper Lassenius,0,"Aalto University, Department of Computer Science, Espoo, Finland, Simula Research Laboratory, Oslo, Norway","Finland, Norway",,,,,1,0,1,0,0,,1,,,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Florian Matthes,0,"Technical University of Munich, Department of Informatics, Munich, Germany",Germany,,,,,1,0,1,0,0,,0,,,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Self-adaptive mobile web service discovery framework for Dynamic Mobile Environment,Male,3,2,"Mobile web service, Dynamic mobile environment, Context-based discovery, Service categorization, Meta-context ontology","[title] Self-adaptive mobile web service discovery framework for Dynamic Mobile Environment [keywords]  Mobile web service, Dynamic mobile environment, Context-based discovery, Service categorization, Meta-context ontology",,,Salisu Garba,0,Universiti Teknologi Malaysia,Malaysia,0,1,1,0,0,0,0,1,0,,1,,,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1
,Female,,,,[title]  [keywords],,,Radziah Mohamad,1,Universiti Teknologi Malaysia,Malaysia,,,,,0,0,0,0,0,,0,,,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Nor Azizah Saadon,1,Universiti Teknologi Malaysia,Malaysia,,,,,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
SEXTAMT: A systematic map to navigate the wide seas of factors affecting expert judgment software estimates,Female,4,2,"software estimation, expert judgment, factors, systematic mapping, software projects","[title] SEXTAMT: A systematic map to navigate the wide seas of factors affecting expert judgment software estimates [keywords]  software estimation, expert judgment, factors, systematic mapping, software projects",,,PatrÃ­cia Gomes Fernandes Matsubara,1,"a: Institute of Computing, UFAM, Brazil; b: Faculty of Computing, UFMS, Brazil",Brazil,1,0,0,1,1,1,0,0,0,,1,,,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
,Male,,,,[title]  [keywords],,,Bruno Freitas Gadelha,0,"a: Institute of Computing, UFAM, Brazil",Brazil,,,,,1,0,1,0,0,,1,,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Igor Steinmacher,0,"c: Federal University of Technology - ParanÃ¡, Brazil; d: Northern Arizona University, United States","Brazil, United States",,,,,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Tayana UchÃ´a Conte,1,"a: Institute of Computing, UFAM, Brazil",Brazil,,,,,1,1,0,0,0,,1,,,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0
Sharing runtime permission issues for developers based on similar-app review mining,Male,7,1,"Android permissions, Runtime issues, Sentiment analysis, Deep learning, Developer tools","[title] Sharing runtime permission issues for developers based on similar-app review mining [keywords]  Android permissions, Runtime issues, Sentiment analysis, Deep learning, Developer tools",,,Hongcan Gao,0,"College of Computer Science, Nankai University, Tianjin 300350, China",China,0,0,0,1,1,0,1,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
,Male,,,,[title]  [keywords],,,Chenkai Guo,0,"College of Computer Science, Nankai University, Tianjin 300350, China",China,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Guangdong Bai,0,"School of Information Technology and Electrical Engineering, The University of Queensland, Australia",Australia,,,,,1,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Dengrong Huang,0,"College of Computer Science, Nankai University, Tianjin 300350, China",China,,,,,0,0,0,1,0,,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Zhen He,0,"College of Artificial Intelligence, Nankai University, Tianjin 300350, China",China,,,,,0,0,0,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Yanfeng Wu,0,"College of Artificial Intelligence, Nankai University, Tianjin 300350, China",China,,,,,0,0,0,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,,,[title]  [keywords],,,Jing Xu,1,"College of Artificial Intelligence, Nankai University, Tianjin 300350, China",China,,,,,1,1,0,0,0,,0,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Spreadsheet debugging: The perils of tool over-reliance,Male,4,1,"spreadsheets, debugging, heuristic, fault identification, tool reliance","[title] Spreadsheet debugging: The perils of tool over-reliance [keywords]  spreadsheets, debugging, heuristic, fault identification, tool reliance",,,Adil Mukhtar,0,Graz University of Technology,Austria,0,0,1,0,0,0,0,1,0,,1,,,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1
,Female,,,,[title]  [keywords],,,Birgit Hofer,1,Graz University of Technology,Austria,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
